gene_id,gene_symbol,median_donor,median_treated,median_untreated,treated_minus_untreated,dist_treated_to_donor,dist_untreated_to_donor,reversion_gain,direction,p_treatment,abs_reversion_gain
ENSG00000108679,LGALS3BP,0.0,2.0658444627500394,0.0,2.0658444627500394,2.0658444627500394,0.0,-2.0658444627500394,away_from_donor_or_neutral,1.6094502868820624e-43,2.0658444627500394
ENSG00000157514,TSC22D3,2.403036694055447,0.0,2.054527647712952,-2.054527647712952,2.403036694055447,0.34850904634249513,-2.054527647712952,away_from_donor_or_neutral,2.3346841086335407e-39,2.054527647712952
ENSG00000026508,CD44,2.0533016018588457,0.0,2.032293017288028,-2.032293017288028,2.0533016018588457,0.021008584570817668,-2.032293017288028,away_from_donor_or_neutral,3.9558228298032316e-72,2.032293017288028
ENSG00000164305,CASP3,0.0,1.7975709094434333,0.12478508005955861,1.6727858293838747,1.7975709094434333,0.12478508005955861,-1.6727858293838747,away_from_donor_or_neutral,1.8377470198117481e-37,1.6727858293838747
ENSG00000089123,TASP1,0.0,1.869834905070368,0.20788315424342252,1.6619517508269455,1.869834905070368,0.20788315424342252,-1.6619517508269455,away_from_donor_or_neutral,4.137358365123384e-33,1.6619517508269455
ENSG00000137959,IFI44L,0.0,1.4078967594463518,0.0,1.4078967594463518,1.4078967594463518,0.0,-1.4078967594463518,away_from_donor_or_neutral,2.8551221382600654e-38,1.4078967594463518
ENSG00000004468,CD38,0.0,1.3729252154004166,0.0,1.3729252154004166,1.3729252154004166,0.0,-1.3729252154004166,away_from_donor_or_neutral,1.309126343393937e-50,1.3729252154004166
ENSG00000129824,RPS4Y1,0.0,1.272996236725579,0.0,1.272996236725579,1.272996236725579,0.0,-1.272996236725579,away_from_donor_or_neutral,6.800889465110155e-32,1.272996236725579
ENSG00000123405,NFE2,0.0,1.280862374885188,0.010365799245471752,1.2704965756397162,1.280862374885188,0.010365799245471752,-1.2704965756397162,away_from_donor_or_neutral,5.2803142863624996e-40,1.2704965756397162
ENSG00000110876,SELPLG,0.0,1.389167958720689,0.1716308188980483,1.217537139822641,1.389167958720689,0.1716308188980483,-1.217537139822641,away_from_donor_or_neutral,1.8517475267636638e-18,1.217537139822641
ENSG00000066294,CD84,0.0,1.2045012453327026,0.0,1.2045012453327026,1.2045012453327026,0.0,-1.2045012453327026,away_from_donor_or_neutral,3.1554376407020734e-69,1.2045012453327026
ENSG00000211689,TRGC1,0.0,1.1069682465886812,0.0,1.1069682465886812,1.1069682465886812,0.0,-1.1069682465886812,away_from_donor_or_neutral,1.1295820050147856e-62,1.1069682465886812
ENSG00000019582,CD74,0.1310186615674567,1.8135935785154143,0.7106162441427571,1.1029773343726572,1.6825749169479576,0.5795975825753005,-1.1029773343726572,away_from_donor_or_neutral,1.2358539218530367e-15,1.1029773343726572
ENSG00000237973,MTCO1P12,0.07266463622196175,1.1574008257653219,0.04341293542359184,1.11398789034173,1.08473618954336,0.029251700798369903,-1.0554844887449901,away_from_donor_or_neutral,3.413727096882534e-79,1.0554844887449901
ENSG00000126709,IFI6,0.0,1.0491036812890748,0.0,1.0491036812890748,1.0491036812890748,0.0,-1.0491036812890748,away_from_donor_or_neutral,5.260325336528196e-33,1.0491036812890748
ENSG00000132530,XAF1,0.0,1.3521000373911014,0.3077414748716809,1.0443585625194205,1.3521000373911014,0.3077414748716809,-1.0443585625194205,away_from_donor_or_neutral,1.7203869981128885e-17,1.0443585625194205
ENSG00000138293,ENSG00000138293,0.0,2.2138090575103604,1.1780903268475602,1.0357187306628002,2.2138090575103604,1.1780903268475602,-1.0357187306628002,away_from_donor_or_neutral,1.374950816903166e-27,1.0357187306628002
ENSG00000132465,JCHAIN,0.0,1.0091652091268406,0.0,1.0091652091268406,1.0091652091268406,0.0,-1.0091652091268406,away_from_donor_or_neutral,1.0973818368894826e-110,1.0091652091268406
ENSG00000164300,SERINC5,0.0,1.1355051935328093,0.17537107594865137,0.960134117584158,1.1355051935328093,0.17537107594865137,-0.960134117584158,away_from_donor_or_neutral,6.605355125125666e-25,0.960134117584158
ENSG00000153283,CD96,0.0,1.577464130799927,0.6409231074196091,0.936541023380318,1.577464130799927,0.6409231074196091,-0.936541023380318,away_from_donor_or_neutral,8.00680725982964e-12,0.936541023380318
ENSG00000189159,JPT1,0.0,1.17061056966593,0.2500077367625515,0.9206028329033784,1.17061056966593,0.2500077367625515,-0.9206028329033784,away_from_donor_or_neutral,4.403443668720177e-14,0.9206028329033784
ENSG00000151725,CENPU,0.0,0.889476643707857,0.0,0.889476643707857,0.889476643707857,0.0,-0.889476643707857,away_from_donor_or_neutral,1.177953933284318e-27,0.889476643707857
ENSG00000114107,CEP70,0.0,0.8828730831047351,0.0,0.8828730831047351,0.8828730831047351,0.0,-0.8828730831047351,away_from_donor_or_neutral,2.3277420701961846e-27,0.8828730831047351
ENSG00000140853,NLRC5,0.9881142787886428,0.029154374025788254,0.9088960621891173,-0.8797416881633291,0.9589599047628545,0.07921821659952544,-0.8797416881633291,away_from_donor_or_neutral,6.718193594790832e-16,0.8797416881633291
ENSG00000211829,TRDC,0.0,1.3350301294968812,0.47466999098962037,0.8603601385072608,1.3350301294968812,0.47466999098962037,-0.8603601385072608,away_from_donor_or_neutral,4.825478017376584e-26,0.8603601385072608
ENSG00000204592,HLA-E,3.5250460294252224,1.780224530067211,2.6330760503014092,-0.8528515202341982,1.7448214993580113,0.8919699791238132,-0.8528515202341982,away_from_donor_or_neutral,7.494700724341339e-35,0.8528515202341982
ENSG00000170476,MZB1,0.0,0.8116457504953933,0.0,0.8116457504953933,0.8116457504953933,0.0,-0.8116457504953933,away_from_donor_or_neutral,1.3136889296018245e-22,0.8116457504953933
ENSG00000137965,IFI44,0.0,0.7976432549599125,0.0,0.7976432549599125,0.7976432549599125,0.0,-0.7976432549599125,away_from_donor_or_neutral,3.217459257381624e-24,0.7976432549599125
ENSG00000169764,UGP2,0.0,1.5031283972449996,0.7212353866201732,0.7818930106248264,1.5031283972449996,0.7212353866201732,-0.7818930106248264,away_from_donor_or_neutral,1.0175899588194486e-15,0.7818930106248264
ENSG00000134986,NREP,0.0,1.2618266786122159,0.4869862855441596,0.7748403930680563,1.2618266786122159,0.4869862855441596,-0.7748403930680563,away_from_donor_or_neutral,7.710616645010714e-21,0.7748403930680563
ENSG00000120833,SOCS2,0.0,0.7138000578452862,0.0,0.7138000578452862,0.7138000578452862,0.0,-0.7138000578452862,away_from_donor_or_neutral,3.0153880859825145e-46,0.7138000578452862
ENSG00000185198,PRSS57,0.0,1.4635334957104926,0.7515569311701957,0.7119765645402969,1.4635334957104926,0.7515569311701957,-0.7119765645402969,away_from_donor_or_neutral,5.310893517658097e-22,0.7119765645402969
ENSG00000160255,ITGB2,1.1244547600275387,0.08506647788381941,1.4583342226633158,-1.3732677447794963,1.0393882821437193,0.33387946263577706,-0.7055088195079422,away_from_donor_or_neutral,5.235127518488731e-09,0.7055088195079422
ENSG00000131002,TXLNGY,0.0,0.7016371560523498,0.0,0.7016371560523498,0.7016371560523498,0.0,-0.7016371560523498,away_from_donor_or_neutral,3.262329777590455e-34,0.7016371560523498
ENSG00000130303,BST2,0.0,0.7170043004046032,0.028912980982879588,0.6880913194217235,0.7170043004046032,0.028912980982879588,-0.6880913194217235,away_from_donor_or_neutral,2.4779786292959354e-09,0.6880913194217235
ENSG00000130066,SAT1,0.0,1.80140759977689,1.1155689160820623,0.6858386836948276,1.80140759977689,1.1155689160820623,-0.6858386836948276,away_from_donor_or_neutral,7.605326020182946e-11,0.6858386836948276
ENSG00000038274,MAT2B,0.0,1.047842618662665,0.365795146713751,0.682047471948914,1.047842618662665,0.365795146713751,-0.682047471948914,away_from_donor_or_neutral,1.870724339866855e-07,0.682047471948914
ENSG00000110031,LPXN,0.0,0.6693610451997735,0.0,0.6693610451997735,0.6693610451997735,0.0,-0.6693610451997735,away_from_donor_or_neutral,2.510521544285638e-21,0.6693610451997735
