gene,log1p_mean_diff_sector_vs_rest
HSDL2,0.8195016873958878
PPA2,0.81915589382406
STAT2,0.8188789078174783
CIAO1,0.8186914068000113
USP7,0.818430429787214
PLXNA1,0.8180911491354927
PYROXD2,0.8179006910759734
NACC2,0.8174973382601731
CCDC85B,0.817385618341558
YPEL3,0.8171543319217036
JUN,0.8167078447063172
TGFBR2,0.8162631757459557
WIPI2,0.8160422701657892
TSKU,0.8159285195943478
FAM168B,0.8155716019978292
RDH10,0.8147115843209849
IFT43,0.8147095874876942
CYBRD1,0.8132997790683878
LINC00261,0.8125927971572512
TRAPPC12,0.8125556786088965
DSTN,0.8123278825015445
SFXN4,0.8122221305486279
CD96,0.8120172054285384
PSD3,0.8119962740660926
MRPL15,0.8119149642147399
MASTL,0.811899393471423
CTSD,0.8113671501878246
CSTF2T,0.8103889777420906
UBE2Q2,0.8096449589281767
CDC73,0.8092998094609785
