cell_id,population_label,group_order,total_counts,detected_genes,zero_fraction,pc1,pc2,pc3,pc4,pc5,H,S,M,R,S_base,R_base,S_refined,R_adjusted,threshold_scheme,branch_sector
High-2015-09-08-4-G6_S44_L000,PKH26_High,2,602771,5156,0.9138340185166616,-34.229957200033304,0.5647248551062101,35.554540061930666,1.2142694673137948,-4.477132958020999,-0.3327575099943068,-0.693188529821711,0.6744907594765952,0.2877496317666363,-0.8110961734826031,-0.7634614481646882,-0.693188529821711,0.2877496317666363,median_like_0.0,mixed_sector
Low-2015-09-08-2-A10_S70_L000,PKH26_Low,1,2151778,6385,0.8932952304555634,33.56278602818022,22.55720978347944,16.38836222877177,-18.874746919068205,-2.672471598472773,0.6951489592189442,0.9877335091478006,0.0,-0.7990337458949598,-1.4561337484373182,-0.6726216896862054,0.9877335091478006,-0.7990337458949598,median_like_0.0,malignant_reservoir
Low-2015-09-08-2-A12_S71_L000,PKH26_Low,1,2241000,4116,0.9312142785520906,-5.467368252422943,-0.3735923953363462,-6.8101081191089605,-42.58447689480378,34.250958144266,-0.1939068661994387,0.9083569570701664,0.0,1.4015540924996297,0.9251201091118432,0.6535564237507459,0.9083569570701664,1.4015540924996297,median_like_0.0,mixed_sector
Low-2015-09-08-2-A7_S68_L000,PKH26_Low,1,1749782,5994,0.8998295397573448,15.406788175780685,15.403469888756964,11.640485909950128,-10.958921322007273,-7.992743649725107,0.323547936996447,0.9968070225164172,0.0,0.7465269705848846,0.1155826384892253,0.0,0.9968070225164172,0.7465269705848846,median_like_0.0,mixed_sector
Low-2015-09-08-2-A9_S69_L000,PKH26_Low,1,1972874,6563,0.8903205321033457,33.561119145011844,16.788408577993003,17.55455690057677,-12.491130112650753,-4.011141262270746,0.6542898263969407,0.5793320710113685,0.0,-0.7601670003741479,-1.2810977079752857,-0.3584186399831687,0.5793320710113685,-0.7601670003741479,median_like_0.0,malignant_reservoir
Low-2015-09-08-2-C10_S79_L000,PKH26_Low,1,1680037,5918,0.9010996356830108,17.06590898206758,8.523937145987595,-20.74906428342753,-21.750900156587967,-15.997867823396152,0.249753244024847,0.1424368284059287,0.0,-0.0534024614594678,0.177650266737042,0.3971457439418575,0.1424368284059287,-0.0534024614594678,median_like_0.0,malignant_reservoir
Low-2015-09-08-2-C11_S80_L000,PKH26_Low,1,1739895,5447,0.9089708880644408,12.752606380891788,0.3250381411506556,12.322384945118216,-13.240149617363826,20.723331672553982,0.1131390824215603,0.2679757521056639,0.0,-0.3705300205951933,0.4457605307706795,0.9039153502509886,0.2679757521056639,-0.3705300205951933,median_like_0.0,malignant_reservoir
Low-2015-09-08-2-C12_S81_L000,PKH26_Low,1,1552862,6101,0.8980413783883151,18.287170522098208,15.651058374375872,22.58171183976648,-5.633693335330689,12.135424454358366,0.2244618459083491,-0.0348452889537915,0.0,0.0,-0.0980654163108561,-0.0327582777359908,-0.0348452889537915,0.0,median_like_0.0,mixed_sector
Low-2015-09-08-2-C7_S76_L000,PKH26_Low,1,1727024,5186,0.9133326648617937,11.41392750339532,1.84033808506896,2.932504042707178,-27.02387555074016,14.061014697806751,0.0,1.0708080219231504,0.0,0.7935631556004766,0.5920764638715067,0.813793055633315,1.0708080219231504,0.7935631556004766,median_like_0.0,mixed_sector
Low-2015-09-08-2-C8_S77_L000,PKH26_Low,1,2053676,5292,0.9115612152812594,5.662948983411337,18.87621128745328,-25.73729246119704,-11.786268737508712,15.388733958856276,0.241592224384722,-0.6744907594765952,0.0,-0.3411858103799746,0.4469479222223252,-0.2246045187417267,-0.6744907594765952,-0.3411858103799746,median_like_0.0,unstable_committed_malignant
Low-2015-09-08-2-C9_S78_L000,PKH26_Low,1,1576879,7197,0.8797252581971322,23.880794234941103,33.35390456348705,12.024142656770536,8.10641627849041,-11.329935492430405,0.5941082675079636,-0.3058926987292025,0.0,-1.9653369120373565,-1.3613535048054095,-1.1260783639275809,-0.3058926987292025,-1.9653369120373565,median_like_0.0,unstable_committed_malignant
Low-2015-09-08-2-D10_S89_L000,PKH26_Low,1,1150842,5604,0.9063471372706308,0.8166992738216852,-1.1019768113685011,18.83258805592782,-12.614964720714514,-0.9342375739457792,-0.2998752656972974,1.1326349094229664,0.0,0.6733381217257552,1.0120212067002805,0.8601223181947026,1.1326349094229664,0.6733381217257552,median_like_0.0,mixed_sector
Low-2015-09-08-2-D7_S86_L000,PKH26_Low,1,1823782,5995,0.8998128279688492,23.69720203094635,5.546141081082246,-8.655232010950908,-19.804151281048327,-11.010050768211707,0.371360883035695,0.5635911427473749,0.0,0.3296157209533401,-0.345587681468217,0.4815025698670905,0.5635911427473749,0.3296157209533401,median_like_0.0,mixed_sector
Low-2015-09-08-2-D8_S87_L000,PKH26_Low,1,1669540,5297,0.9114776563387814,12.880166370384895,-0.256204900390951,2.861241684131241,-24.957908105800115,18.280218655562862,0.0063431331294728,1.0306462405701415,0.0,0.7672166420546737,0.4167424906114232,0.9382925998575662,1.0306462405701415,0.7672166420546737,median_like_0.0,mixed_sector
Low-2015-09-08-2-E10_S95_L000,PKH26_Low,1,1428915,5171,0.9135833416892276,2.494814337385948,-8.452747965512382,-12.128586250341325,-23.444588332059304,-0.8558495667319516,-0.2232701179257089,-0.4379467283477234,0.0,1.70574671217184,0.4016133991830536,1.3014178808069696,-0.4379467283477234,1.70574671217184,median_like_0.0,mixed_sector
Low-2015-09-08-2-E11_S92_L000,PKH26_Low,1,1359383,5482,0.9083859754670944,4.930789588947124,-1.3107550628841211,14.516764077010333,-12.506291190922662,-0.6252450235798863,-0.1559715389740924,0.7658886361421957,0.0,1.1396401852866374,0.868697400351034,0.9480901750919608,0.7658886361421957,1.1396401852866374,median_like_0.0,mixed_sector
Low-2015-09-08-2-E12_S93_L000,PKH26_Low,1,1117731,6057,0.8987766970821217,-0.1911114195999763,6.186332251364818,-8.209113999625156,-6.928328516546939,-21.67152243604126,-0.167676818836883,-0.2163246505199718,0.0,0.3654311972853806,1.579633617326413,0.432811278476047,-0.2163246505199718,0.3654311972853806,median_like_0.0,mixed_sector
Low-2015-09-08-2-G10_S60_L000,PKH26_Low,1,1866021,4690,0.9216217119556136,-9.041937544680597,11.3989553057269,-21.04820568557654,-14.409579237723868,18.96298368954748,-0.1255267067565262,-0.7192873506840577,0.0,-0.8733039523856235,0.7566669108332236,-0.0614619080467624,-0.7192873506840577,-0.8733039523856235,median_like_0.0,mixed_sector
Low-2015-09-08-2-G11_S61_L000,PKH26_Low,1,2096514,6565,0.8902871085263545,28.341759070358783,29.663589089473994,14.555275153798563,-3.30233220792722,8.077298570763851,0.7245818641309424,0.0730700216397853,0.0,-0.8311418690435955,-1.4129037378354576,-0.9720018019885728,0.0730700216397853,-0.8311418690435955,median_like_0.0,malignant_reservoir
Low-2015-09-08-2-G12_S94_L000,PKH26_Low,1,1580703,6512,0.8911728333166216,26.15627970302696,13.750822198079922,22.10848217299841,3.898361438183176,-2.4212088194514143,0.3837471167593198,0.1276953070272189,0.0,-0.0233011435166627,-0.6348689340678554,-0.0278484039135112,0.1276953070272189,-0.0233011435166627,median_like_0.0,malignant_reservoir
Low-2015-09-08-2-G7_S57_L000,PKH26_Low,1,1128132,4290,0.9283064273538554,-31.12791759899821,-2.0356561363279684,-6.348866828212495,-11.659583821677538,4.153028142702135,-0.8920637180071848,-0.3429797555271318,0.0,-0.2139711263101719,-0.9943697217927656,-0.3740990392709953,-0.3429797555271318,-0.2139711263101719,median_like_0.0,mixed_sector
Low-2015-09-08-2-G8_S58_L000,PKH26_Low,1,1713844,5969,0.9002473344697349,21.608730529494764,4.3392990241455545,14.929178095044133,-11.538383778762086,6.066724625229869,0.2908648842039357,1.0368361679995992,0.0,0.5670260783182186,-0.1810477794757321,0.5867599441903951,1.0368361679995992,0.5670260783182186,median_like_0.0,mixed_sector
Low-2015-09-08-2-G9_S59_L000,PKH26_Low,1,1665376,6664,0.8886326414652896,26.37476032439356,9.763181300773836,-10.155423952500351,-14.349694703814336,-0.7729307362554583,0.4927012810334927,0.1673400948241978,0.0,-0.0855665563943217,-0.5837288681771303,0.1920662925627352,0.1673400948241978,-0.0855665563943217,median_like_0.0,malignant_reservoir
Low-2015-09-08-4-C11_S20_L000,PKH26_Low,1,1351751,5042,0.9157391624051606,-17.4424203745459,8.273938931291017,-12.749273668549938,2.804630491313856,-11.612652297552987,-0.3407078752030176,-0.8981552612152006,0.0,-0.4672091787112064,0.1866397565331333,-0.176662425942211,-0.8981552612152006,-0.4672091787112064,median_like_0.0,mixed_sector
Low-2015-09-08-4-C12_S21_L000,PKH26_Low,1,1694992,6591,0.8898526020254688,23.16674973896723,18.68831111488224,18.93714246621556,21.23803170484256,28.512549690631392,0.4894248491059534,-0.7358447360374744,0.0,-0.5831284920117966,-0.5630115857930786,-0.263298602800499,-0.7358447360374744,-0.5831284920117966,median_like_0.0,unstable_committed_malignant
Low-2015-09-08-4-C8_S18_L000,PKH26_Low,1,924771,4483,0.9250810521742036,-36.84499427279723,1.7543963662224429,1.0767352572356632,-11.44125813654739,-14.267155438503217,-1.0260350811754355,-0.3066050225871731,0.0,-0.7519103574654321,-1.3944007904096511,-0.7820591846145125,-0.3066050225871731,-0.7519103574654321,median_like_0.0,mixed_sector
Low-2015-09-08-4-C9_S19_L000,PKH26_Low,1,406651,4061,0.9321334269193488,-50.41945550352517,-20.14787957131724,26.0573754653512,-12.448675734402189,-9.51880684656268,-2.178012823636747,-0.5080179500197507,0.0,-0.4684487418441738,-2.994411424657995,-1.0935803392233936,-0.5080179500197507,-0.4684487418441738,median_like_0.0,mixed_sector
Low-2015-09-08-4-D11_S30_L000,PKH26_Low,1,884171,5899,0.9014171596644271,-5.71840153138752,1.4903793128208156,27.916298398304463,2.7502591404043266,-5.233451712081036,-0.4925667241150329,-0.287537901730611,0.0,0.4538153975077127,1.0180666905903302,0.5505639213309697,-0.287537901730611,0.4538153975077127,median_like_0.0,mixed_sector
Low-2015-09-08-4-D7_S27_L000,PKH26_Low,1,1470301,6210,0.8962197934422942,17.662657928305666,4.8260589397088856,18.4740928137134,-11.639865187322638,-13.118868750655382,0.1996030389260686,0.6780425401454155,0.0,0.3588774829977135,0.1408964937017945,0.6096048295815719,0.6780425401454155,0.3588774829977135,median_like_0.0,mixed_sector
Low-2015-09-08-4-D8_S28_L000,PKH26_Low,1,1543856,5288,0.911628062435242,0.2178891615958475,6.443241960937367,12.461335685645793,-19.33578697333442,-1.6732139166772055,-0.0869509985759391,1.1959884629895252,0.0,0.2274696975135978,1.5439660318101036,0.4261572359324124,1.1959884629895252,0.2274696975135978,median_like_0.0,mixed_sector
Low-2015-09-08-4-E10_S9_L000,PKH26_Low,1,1309250,7058,0.8820481967980214,21.700846272070915,13.870382365171112,19.74292492606268,2.076555698809346,-8.415592931957086,0.3394504945184811,0.1441908319732844,0.0,-0.6627714616472231,-0.2942474400711568,0.0355188700775405,0.1441908319732844,-0.6627714616472231,median_like_0.0,malignant_reservoir
Low-2015-09-08-4-E11_S10_L000,PKH26_Low,1,1335299,5695,0.9048263645175306,-4.451173915156711,14.002643545426364,-15.045111868559648,-2.8807381106444114,-7.840449419906064,-0.0952246962780982,-0.6790896481585007,0.0,-0.7746873462967618,0.8612686197533301,-0.0908990716662107,-0.6790896481585007,-0.7746873462967618,median_like_0.0,mixed_sector
Low-2015-09-08-4-E12_S11_L000,PKH26_Low,1,1322368,5790,0.9032387446104482,-2.097154433011636,7.943467754094113,-13.649503406442465,-7.5753835457018575,-10.94429213319817,-0.071120585364328,-0.4821168566222044,0.0,-0.3148322140796323,1.3761974788245577,0.2958027708481215,-0.4821168566222044,-0.3148322140796323,median_like_0.0,mixed_sector
Low-2015-09-08-4-E7_S6_L000,PKH26_Low,1,1422923,5348,0.9106253551255056,-15.516054945681566,16.565476002013543,-6.727191536009767,-2.3195530017880768,-10.318281630241374,-0.1563661893436766,-0.8205261087297411,0.0,-1.004572787993501,0.0879781500883995,-0.5180816347477227,-0.8205261087297411,-1.004572787993501,median_like_0.0,mixed_sector
Low-2015-09-08-4-E8_S7_L000,PKH26_Low,1,991466,5180,0.9134329355927672,-15.742266633016069,2.825138294929591,4.300828378304911,-8.118481589459964,1.6575737445258456,-0.6383127812522503,-0.1945216936029572,0.0,0.1800161291754962,0.3103780675602649,0.1377330405360849,-0.1945216936029572,0.1800161291754962,median_like_0.0,mixed_sector
Low-2015-09-08-4-E9_S8_L000,PKH26_Low,1,1518233,5378,0.9101240014706374,7.2107332264861315,-4.961411714965648,13.052430569944292,-23.222659573355457,7.033381482590948,-0.0701639543912315,1.165836201190332,0.0,0.9851334891934336,0.5200874957952057,1.1900769458819844,1.165836201190332,0.9851334891934336,median_like_0.0,mixed_sector
Low-2015-09-08-4-F11_S38_L000,PKH26_Low,1,1187464,5519,0.9077676392927572,-7.051774792553768,5.101052995250385,-8.45736801333085,-9.823471143091544,-8.497836437445262,-0.2965528119293619,-0.2220509097672822,0.0,-0.4100174032405786,1.036321729851584,0.3246052608191668,-0.2220509097672822,-0.4100174032405786,median_like_0.0,mixed_sector
Low-2015-09-08-4-F7_S35_L000,PKH26_Low,1,752807,4934,0.917544035562686,-33.01090608684271,0.3115506252479803,1.5582928198152082,-11.8049847872107,-7.2200528630170435,-1.0574967312027368,-0.2836318365304212,0.0,-0.6185233344425201,-1.103390442530147,-0.5438351875017617,-0.2836318365304212,-0.6185233344425201,median_like_0.0,mixed_sector
Low-2015-09-08-4-F8_S36_L000,PKH26_Low,1,1035900,5255,0.9121795514555968,-13.785229468042644,1.2588747440593508,-3.306537433392045,-14.565579221299071,-2.674520577922149,-0.5574511593341921,-0.113271291751616,0.0,0.2415655540073576,0.4297831382438709,0.2842556757030516,-0.113271291751616,0.2415655540073576,median_like_0.0,mixed_sector
Low-2015-09-08-4-F9_S37_L000,PKH26_Low,1,810961,6497,0.8914235101440556,-5.385027240900677,10.907688494978062,25.279252202020835,0.887699193376637,-10.804376897420736,-0.3858327693540651,-0.3092702919175674,0.0,0.0689143108019457,1.0175992359321588,0.0585910524410702,-0.3092702919175674,0.0689143108019457,median_like_0.0,mixed_sector
Low-2015-09-08-4-G10_S48_L000,PKH26_Low,1,252207,5388,0.9099568835856814,-50.95546150543299,-14.65500544090714,34.48097889690105,0.3895432543521708,-19.54824483984452,-2.122847943720159,-0.7862063577117075,0.0,-0.3852088155098896,-2.8465863045238744,-1.185457771858276,-0.7862063577117075,-0.3852088155098896,median_like_0.0,mixed_sector
Low-2015-09-08-4-G11_S49_L000,PKH26_Low,1,597551,6078,0.898425749523714,-15.128453405591731,-1.4299414218165694,26.928983539277404,1.3559814820964038,-9.950150374041042,-0.8777758673184956,-0.3249098475159121,0.0,0.85741875239825,0.2442344613680077,0.3487456170698511,-0.3249098475159121,0.85741875239825,median_like_0.0,mixed_sector
Low-2015-09-08-4-G12_S50_L000,PKH26_Low,1,841574,5562,0.907049032387446,-6.696794483960893,-11.6334788119969,14.880588502154335,-9.186604011223924,-17.33458970608632,-0.6744907594765952,0.5658329958586131,0.0,1.922158491553592,0.0711418662079838,1.1320152084879165,0.5658329958586131,1.922158491553592,median_like_0.0,mixed_sector
Low-2015-09-08-4-G7_S45_L000,PKH26_Low,1,1253653,4983,0.9167251579264012,-13.672195070564117,3.926476240007557,3.0432007702383626,-16.574987246644813,-4.248874839189887,-0.4521080054966885,0.228137906690594,0.0,0.415951358871896,0.4914221628594923,0.1652330877929237,0.228137906690594,0.415951358871896,median_like_0.0,mixed_sector
Low-2015-09-08-4-G8_S46_L000,PKH26_Low,1,1052371,4435,0.9258832180219928,-40.02142530232948,3.96486803593222,-0.6184931670272855,5.000349350936786,3.349424706415595,-0.9008819416625516,-0.784107787129308,0.0,0.2336037942337875,-1.6362398911208296,-1.01207753195356,-0.784107787129308,0.2336037942337875,median_like_0.0,mixed_sector
Low-2015-09-08-4-G9_S47_L000,PKH26_Low,1,680752,5750,0.9039072161502724,-19.29661869025433,0.5148975629451988,26.35243703819185,-0.2747737667917006,-8.883228159621073,-0.8466359836827458,-0.1729833000188471,0.0,0.8994281678402686,-0.0144670135337668,0.0908457584916623,-0.1729833000188471,0.8994281678402686,median_like_0.0,mixed_sector
G1-2015-05-07-A-B1_S96_L000,G1,0,1297470,5635,0.9058290718272668,-1.3100244894363653,-11.076359998634263,-27.846523581971663,10.069212595490573,-3.229790225281852,-1.036341447738032,-0.1872690438921296,-0.6744907594765952,1.7709873161994156,0.0056614780881348,1.47140719715079,-0.1872690438921296,1.7709873161994156,moderate_0.5,recoverable_reference
G1-2015-05-07-A-B2_S97_L000,G1,0,848066,5250,0.9122631103980748,-14.99915126865976,-23.921401413054912,-11.696362565803028,6.607170564606283,-0.530517885537932,-1.6743228024989365,0.9700999118992096,-0.6744907594765952,1.7209198028641115,-0.4889083935551479,1.1725074178752648,0.9700999118992096,1.7209198028641115,moderate_0.5,stable_recoverable
G1-2015-05-07-A-B3_S98_L000,G1,0,1142762,4287,0.9283565627193422,-29.78665039959149,-19.542363788370565,-17.496308345475896,10.903976317362355,20.604280024277728,-1.764411666258031,-0.3134138149559856,-0.6744907594765952,0.8648905566727,-1.7266256390530346,0.2576104764438779,-0.3134138149559856,0.8648905566727,moderate_0.5,recoverable_reference
G1-2015-05-07-A-B4_S99_L000,G1,0,1885261,5893,0.9015174303954008,34.783275767501856,-31.608198663967578,1.658623250925946,-7.507152657033408,8.449489370617206,-0.5128419006605266,1.927058336541994,-0.6744907594765952,0.8454345638214155,-0.4106554170677267,1.4568327664828644,1.927058336541994,0.8454345638214155,moderate_0.5,stable_recoverable
G1-2015-05-07-A-C1_S108_L000,G1,0,1035852,5214,0.9128647347839166,0.9398469610965412,-32.63408333655274,2.7835021850686403,-5.206898740549244,1.3270709559997709,-1.4598149031956953,1.8811898336441093,-0.6744907594765952,1.970941825573408,0.6778701136821926,2.1217820376681344,1.8811898336441093,1.970941825573408,moderate_0.5,stable_recoverable
G1-2015-05-07-A-C2_S109_L000,G1,0,1521557,7192,0.8798088171396102,46.65851979806447,-35.872653687543504,1.1812260414721478,16.014459791360945,-1.95699489269268,-0.3339107140083087,2.1048258291122988,-0.6744907594765952,0.1831965988473766,-1.4266724688995491,0.7202607727162293,2.1048258291122988,0.1831965988473766,moderate_0.5,mixed_sector
G1-2015-05-07-A-C3_S110_L000,G1,0,1542431,6640,0.8890337243891842,37.58058211950039,-32.19197580833326,-5.23394923129135,16.48073625182698,2.8216577596704404,-0.4884745903739257,2.1869327731200854,-0.6744907594765952,0.9203028810864792,-0.6423434894706176,1.287626095192988,2.1869327731200854,0.9203028810864792,moderate_0.5,mixed_sector
G1-2015-05-07-A-C4_S111_L000,G1,0,1078047,6090,0.8982252080617668,16.29742758796493,-37.23230970792617,0.2180944594176599,5.834380484402342,-2.751887760213497,-1.0831362104783706,2.2997530420013965,-0.6744907594765952,2.2543798150791,0.6200262900789516,2.27766563404726,2.2997530420013965,2.2543798150791,moderate_0.5,stable_recoverable
G1-2015-05-07-A-D1_S120_L000,G1,0,1071734,4911,0.9179284066980848,-2.560811299625964,-37.65946788375686,11.90381040036667,-1.1133372964513857,12.751159468801209,-1.5483736654085023,1.207009038216459,-0.6744907594765952,1.78306899071573,0.2079147426314219,1.8100223100555723,1.207009038216459,1.78306899071573,moderate_0.5,stable_recoverable
G1-2015-05-07-A-D2_S121_L000,G1,0,1049816,3834,0.9359270029078512,-40.06973540493164,-15.971691771802757,-18.19481202591397,5.716526574332504,17.72999209406322,-2.099569106144136,-1.3268632408404264,-0.6744907594765952,-0.6744907594765952,-2.60038781622181,-0.3870423237169432,-1.3268632408404264,-0.6744907594765952,moderate_0.5,mixed_sector
G1-2015-05-07-A-D3_S122_L000,G1,0,1431834,6190,0.8965540292122063,25.61337337810557,-29.184363154673644,-13.30874988546278,5.938798706229314,4.134306985663263,-0.7232655082157241,2.2525227754587505,-0.6744907594765952,1.829687070191299,0.3562977206197151,2.0095936462514645,2.2525227754587505,1.829687070191299,moderate_0.5,stable_recoverable
G1-2015-05-07-A-D4_S123_L000,G1,0,1502745,5811,0.9028877970520404,24.704973892403043,-36.68220250889137,-1.499490304817815,-0.1312755210774267,0.6270276448736732,-0.8025221083118538,2.212683163354084,-0.6744907594765952,1.8743660150584351,0.1890226316869061,1.943213254959576,2.212683163354084,1.8743660150584351,moderate_0.5,stable_recoverable
G1-2015-05-07-A-E1_S132_L000,G1,0,1403806,6366,0.8936127544369799,22.289883611606125,-33.655154775906134,-9.83196463234336,13.0180172228299,-5.10171849164704,-0.6861714027943465,2.3362786725677083,-0.6744907594765952,2.3592841027319627,0.4871293091701797,2.153237025589171,2.3362786725677083,2.3592841027319627,moderate_0.5,stable_recoverable
G1-2015-05-07-A-E2_S133_L000,G1,0,1813073,7003,0.8829673451652796,49.79584514071727,-30.49109931617534,3.1183704903988634,19.083210276154905,-5.936081558295105,-0.1898266962268687,2.001418054609528,-0.6744907594765952,0.0578270219211459,-1.6025955915018009,0.5697765679449144,2.001418054609528,0.0578270219211459,moderate_0.5,mixed_sector
G1-2015-05-07-A-E3_S134_L000,G1,0,1518250,6422,0.892676894281226,23.20867557135457,-17.395394811180132,-23.664495598186,5.472003524994188,-22.170982131033394,-0.5777155829849208,1.1738133335992662,-0.6744907594765952,1.3934172884130247,0.3217491781119887,1.8472557452902407,1.1738133335992662,1.3934172884130247,moderate_0.5,stable_recoverable
G1-2015-05-07-A-E4_S135_L000,G1,0,1222228,5712,0.9045422641131052,6.292102511637584,-24.42277997222335,-12.191941803158253,-6.253805876505932,-8.876434685983336,-1.075867207796222,1.2183904831683363,-0.6744907594765952,2.448398030608558,1.2039787271269728,2.365955911225671,1.2183904831683363,2.448398030608558,moderate_0.5,stable_recoverable
G1-2015-05-07-A-F1_S144_L000,G1,0,1392910,4738,0.9208195461078243,1.2103486476359182,-30.325118938140765,13.596055583554683,-6.211593602769345,22.58497479813403,-1.3244760052102529,-0.2697250032276615,-0.6744907594765952,3.002946083734148,0.781646348215889,2.1645883334718845,-0.2697250032276615,3.002946083734148,moderate_0.5,recoverable_reference
G1-2015-05-07-A-F2_S145_L000,G1,0,1694442,5597,0.9064641197901,8.07364653153304,-7.167362114643494,-31.05806092509184,7.648923154903933,0.740949318914619,-0.7449221113104114,-0.4529173747043467,-0.6744907594765952,0.7274123429402503,0.0,1.4792231362519637,-0.4529173747043467,0.7274123429402503,moderate_0.5,recoverable_reference
G1-2015-05-07-A-F3_S146_L000,G1,0,1734316,5424,0.9093552591998396,16.092065593761124,-27.607730450084247,-27.606821268595542,-5.862210838430384,2.3252377577729995,-0.7851774872938833,2.012779928345896,-0.6744907594765952,2.862707872961534,1.1387927302522594,2.556739451157569,2.012779928345896,2.862707872961534,moderate_0.5,stable_recoverable
G1-2015-05-07-A-G1_S154_L000,G1,0,1851065,6407,0.8929275711086601,41.55995728409776,-31.77254013856172,11.09380785274356,-0.2077814034027,-2.3930656778772965,-0.3556118701327724,1.871246264209894,-0.6744907594765952,0.782632478357956,-0.9535578522074604,1.0545428461566857,1.871246264209894,0.782632478357956,moderate_0.5,mixed_sector
G1-2015-05-07-A-G2_S155_L000,G1,0,1455616,5848,0.9022694608777032,17.365110936251522,-29.320374952753628,-11.426158057980995,6.133682616754016,-9.883532782122376,-0.8255048070356406,2.2151219032162333,-0.6744907594765952,2.398942871998307,1.001765966897815,2.5002676103653947,2.2151219032162333,2.398942871998307,moderate_0.5,stable_recoverable
G1-2015-05-07-A-G3_S156_L000,G1,0,1213178,4446,0.925699388348541,-19.139309538838475,-19.945001226540864,-12.364020367190168,-0.8535537250676352,6.015446922595192,-1.618303472479733,-0.2118914817021968,-0.6744907594765952,0.573380476096981,-0.8736872438601976,0.876353642273218,-0.2118914817021968,0.573380476096981,moderate_0.5,recoverable_reference
G1-2015-05-07-A-G4_S157_L000,G1,0,1718914,8439,0.8589692168855911,56.283739120802025,-15.793498624841458,4.540343804634931,30.087637067080347,-9.828884032158216,0.1465598856365815,0.7708398209335856,-0.6744907594765952,-0.4271739393943821,-2.217194001138771,0.0658235735074382,0.7708398209335856,-0.4271739393943821,moderate_0.5,mixed_sector
G1-2015-05-07-A-H2_S163_L000,G1,0,1034785,3382,0.9434807313078646,-51.69531683795687,-37.59344217482646,13.098321711446472,12.166908475168109,-1.08060606369477,-2.3833706269503967,-1.3141746129549394,-0.6744907594765952,0.5964187409168795,-3.52922619155174,-1.011943830372274,-1.3141746129549394,0.5964187409168795,moderate_0.5,recoverable_reference
G1-2015-05-07-A-H3_S164_L000,G1,0,1923338,7428,0.8758648350546475,53.43168210234307,-23.727438293568724,8.722664407492822,28.338100700849388,-15.312696056119607,0.0033705050471173,1.8443583724238084,-0.6744907594765952,-0.435393917596735,-1.890613468879056,0.3328287678340968,1.8443583724238084,-0.435393917596735,moderate_0.5,mixed_sector
G1-2015-05-07-A-H4_S165_L000,G1,0,1359568,5151,0.9139175774591396,-5.292041769627454,-16.457853158661376,-16.809016967513188,-0.2742473037709902,1.7994482268509375,-1.1741460611599428,-0.0474932049190823,-0.6744907594765952,1.2702474718731287,0.0660797303154379,1.5308905981345844,-0.0474932049190823,1.2702474718731287,moderate_0.5,recoverable_reference
G1-2015-05-07-B-A1_S170_L000,G1,0,918052,5025,0.916023262809586,-19.28655410195389,-25.258243109705024,-0.3739561968960425,6.670980700453392,14.69455427009683,-1.6768097978509446,0.8778629532744867,-0.6744907594765952,1.4528560730328064,-0.8272475005317935,0.9333004035300272,0.8778629532744867,1.4528560730328064,moderate_0.5,stable_recoverable
G1-2015-05-07-B-A2_S171_L000,G1,0,1702997,6226,0.8959524048263645,37.40927342870834,-34.53081084312353,3.224539848247533,-0.7461892959912411,12.373799391319132,-0.5122001885926866,2.0182365383472844,-0.6744907594765952,1.1693066874464346,-0.6744907594765952,1.2754896050454445,2.0182365383472844,1.1693066874464346,moderate_0.5,stable_recoverable
G1-2015-05-07-B-A3_S172_L000,G1,0,1186237,4738,0.9208195461078243,-3.473729704379369,-34.32505254475138,4.273614519674846,-7.587172756129058,11.842906908987114,-1.5084904805591672,1.763808870851202,-0.6744907594765952,3.239615799892829,0.2994788944433639,1.8411142464943249,1.763808870851202,3.239615799892829,moderate_0.5,stable_recoverable
G1-2015-05-07-B-A4_S173_L000,G1,0,1219218,4884,0.9183796249874662,-15.512373474197984,-16.948950489172802,-19.19360951432988,4.283679774573149,-9.048188656553313,-1.4124002256648756,-0.5266575165294116,-0.6744907594765952,0.9071103816802936,-0.6609205213050494,1.0171167615220726,-0.5266575165294116,0.9071103816802936,moderate_0.5,recoverable_reference
High-2015-09-08-2-A1_S62_L000,PKH26_High,2,1248768,5089,0.9149537083458672,-19.50775926475663,12.408773905492271,-17.923783667717633,10.082372858680143,11.658611511931198,0.473892124604551,1.108305391206395,0.6744907594765952,-0.3970726178856875,0.5501743181236433,-0.5970579661787405,1.108305391206395,-0.3970726178856875,moderate_0.5,mixed_sector
High-2015-09-08-2-A2_S63_L000,PKH26_High,2,1071540,4027,0.9327016277281994,-37.94949529960643,-7.902477663066259,-12.487765381874294,0.5955219299708457,13.098481369847752,-0.2002143543511771,-0.7367159388835846,0.6744907594765952,0.1015085483915358,-1.391698584215673,-0.7227710357014772,-0.7367159388835846,0.1015085483915358,moderate_0.5,mixed_sector
High-2015-09-08-2-A3_S64_L000,PKH26_High,2,2050592,7144,0.8806109829873993,22.406010453857604,30.757403484405508,-39.59501513675595,23.33905872210564,9.52405064794535,1.764938626611264,0.0121065562967518,0.6744907594765952,-1.740497282114439,-1.2312798546058386,-1.109101390665156,0.0121065562967518,-1.740497282114439,moderate_0.5,malignant_reservoir
