cell_id,population_label,group_order,total_counts,detected_genes,zero_fraction,pc1,pc2,pc3,pc4,pc5,H,S,M,R,S_base,R_base,S_refined,R_adjusted,threshold_scheme,branch_sector
G1-2015-05-07-A-D3_S122_L000,G1,0,1431834,6190,0.8965540292122063,25.61337337810557,-29.184363154673644,-13.30874988546278,5.938798706229314,4.134306985663263,-0.7232655082157241,2.2525227754587505,-0.6744907594765952,1.829687070191299,0.3562977206197151,2.0095936462514645,2.2525227754587505,1.829687070191299,median_like_0.0,stable_recoverable
G1-2015-05-07-A-D4_S123_L000,G1,0,1502745,5811,0.9028877970520404,24.704973892403043,-36.68220250889137,-1.499490304817815,-0.1312755210774267,0.6270276448736732,-0.8025221083118538,2.212683163354084,-0.6744907594765952,1.8743660150584351,0.1890226316869061,1.943213254959576,2.212683163354084,1.8743660150584351,median_like_0.0,stable_recoverable
G1-2015-05-07-A-E1_S132_L000,G1,0,1403806,6366,0.8936127544369799,22.289883611606125,-33.655154775906134,-9.83196463234336,13.0180172228299,-5.10171849164704,-0.6861714027943465,2.3362786725677083,-0.6744907594765952,2.3592841027319627,0.4871293091701797,2.153237025589171,2.3362786725677083,2.3592841027319627,median_like_0.0,stable_recoverable
G1-2015-05-07-A-E2_S133_L000,G1,0,1813073,7003,0.8829673451652796,49.79584514071727,-30.49109931617534,3.1183704903988634,19.083210276154905,-5.936081558295105,-0.1898266962268687,2.001418054609528,-0.6744907594765952,0.0578270219211459,-1.6025955915018009,0.5697765679449144,2.001418054609528,0.0578270219211459,median_like_0.0,stable_recoverable
G1-2015-05-07-A-E3_S134_L000,G1,0,1518250,6422,0.892676894281226,23.20867557135457,-17.395394811180132,-23.664495598186,5.472003524994188,-22.170982131033394,-0.5777155829849208,1.1738133335992662,-0.6744907594765952,1.3934172884130247,0.3217491781119887,1.8472557452902407,1.1738133335992662,1.3934172884130247,median_like_0.0,stable_recoverable
G1-2015-05-07-A-E4_S135_L000,G1,0,1222228,5712,0.9045422641131052,6.292102511637584,-24.42277997222335,-12.191941803158253,-6.253805876505932,-8.876434685983336,-1.075867207796222,1.2183904831683363,-0.6744907594765952,2.448398030608558,1.2039787271269728,2.365955911225671,1.2183904831683363,2.448398030608558,median_like_0.0,stable_recoverable
G1-2015-05-07-A-F1_S144_L000,G1,0,1392910,4738,0.9208195461078243,1.2103486476359182,-30.325118938140765,13.596055583554683,-6.211593602769345,22.58497479813403,-1.3244760052102529,-0.2697250032276615,-0.6744907594765952,3.002946083734148,0.781646348215889,2.1645883334718845,-0.2697250032276615,3.002946083734148,median_like_0.0,recoverable_reference
G1-2015-05-07-A-F2_S145_L000,G1,0,1694442,5597,0.9064641197901,8.07364653153304,-7.167362114643494,-31.05806092509184,7.648923154903933,0.740949318914619,-0.7449221113104114,-0.4529173747043467,-0.6744907594765952,0.7274123429402503,0.0,1.4792231362519637,-0.4529173747043467,0.7274123429402503,median_like_0.0,recoverable_reference
G1-2015-05-07-A-F3_S146_L000,G1,0,1734316,5424,0.9093552591998396,16.092065593761124,-27.607730450084247,-27.606821268595542,-5.862210838430384,2.3252377577729995,-0.7851774872938833,2.012779928345896,-0.6744907594765952,2.862707872961534,1.1387927302522594,2.556739451157569,2.012779928345896,2.862707872961534,median_like_0.0,stable_recoverable
G1-2015-05-07-A-G1_S154_L000,G1,0,1851065,6407,0.8929275711086601,41.55995728409776,-31.77254013856172,11.09380785274356,-0.2077814034027,-2.3930656778772965,-0.3556118701327724,1.871246264209894,-0.6744907594765952,0.782632478357956,-0.9535578522074604,1.0545428461566857,1.871246264209894,0.782632478357956,median_like_0.0,stable_recoverable
G1-2015-05-07-A-G2_S155_L000,G1,0,1455616,5848,0.9022694608777032,17.365110936251522,-29.320374952753628,-11.426158057980995,6.133682616754016,-9.883532782122376,-0.8255048070356406,2.2151219032162333,-0.6744907594765952,2.398942871998307,1.001765966897815,2.5002676103653947,2.2151219032162333,2.398942871998307,median_like_0.0,stable_recoverable
G1-2015-05-07-A-G3_S156_L000,G1,0,1213178,4446,0.925699388348541,-19.139309538838475,-19.945001226540864,-12.364020367190168,-0.8535537250676352,6.015446922595192,-1.618303472479733,-0.2118914817021968,-0.6744907594765952,0.573380476096981,-0.8736872438601976,0.876353642273218,-0.2118914817021968,0.573380476096981,median_like_0.0,recoverable_reference
G1-2015-05-07-A-G4_S157_L000,G1,0,1718914,8439,0.8589692168855911,56.283739120802025,-15.793498624841458,4.540343804634931,30.087637067080347,-9.828884032158216,0.1465598856365815,0.7708398209335856,-0.6744907594765952,-0.4271739393943821,-2.217194001138771,0.0658235735074382,0.7708398209335856,-0.4271739393943821,median_like_0.0,mixed_sector
G1-2015-05-07-A-H2_S163_L000,G1,0,1034785,3382,0.9434807313078646,-51.69531683795687,-37.59344217482646,13.098321711446472,12.166908475168109,-1.08060606369477,-2.3833706269503967,-1.3141746129549394,-0.6744907594765952,0.5964187409168795,-3.52922619155174,-1.011943830372274,-1.3141746129549394,0.5964187409168795,median_like_0.0,recoverable_reference
G1-2015-05-07-A-H3_S164_L000,G1,0,1923338,7428,0.8758648350546475,53.43168210234307,-23.727438293568724,8.722664407492822,28.338100700849388,-15.312696056119607,0.0033705050471173,1.8443583724238084,-0.6744907594765952,-0.435393917596735,-1.890613468879056,0.3328287678340968,1.8443583724238084,-0.435393917596735,median_like_0.0,mixed_sector
G1-2015-05-07-A-H4_S165_L000,G1,0,1359568,5151,0.9139175774591396,-5.292041769627454,-16.457853158661376,-16.809016967513188,-0.2742473037709902,1.7994482268509375,-1.1741460611599428,-0.0474932049190823,-0.6744907594765952,1.2702474718731287,0.0660797303154379,1.5308905981345844,-0.0474932049190823,1.2702474718731287,median_like_0.0,recoverable_reference
G1-2015-05-07-B-A1_S170_L000,G1,0,918052,5025,0.916023262809586,-19.28655410195389,-25.258243109705024,-0.3739561968960425,6.670980700453392,14.69455427009683,-1.6768097978509446,0.8778629532744867,-0.6744907594765952,1.4528560730328064,-0.8272475005317935,0.9333004035300272,0.8778629532744867,1.4528560730328064,median_like_0.0,stable_recoverable
G1-2015-05-07-B-A2_S171_L000,G1,0,1702997,6226,0.8959524048263645,37.40927342870834,-34.53081084312353,3.224539848247533,-0.7461892959912411,12.373799391319132,-0.5122001885926866,2.0182365383472844,-0.6744907594765952,1.1693066874464346,-0.6744907594765952,1.2754896050454445,2.0182365383472844,1.1693066874464346,median_like_0.0,stable_recoverable
G1-2015-05-07-B-A3_S172_L000,G1,0,1186237,4738,0.9208195461078243,-3.473729704379369,-34.32505254475138,4.273614519674846,-7.587172756129058,11.842906908987114,-1.5084904805591672,1.763808870851202,-0.6744907594765952,3.239615799892829,0.2994788944433639,1.8411142464943249,1.763808870851202,3.239615799892829,median_like_0.0,stable_recoverable
G1-2015-05-07-B-A4_S173_L000,G1,0,1219218,4884,0.9183796249874662,-15.512373474197984,-16.948950489172802,-19.19360951432988,4.283679774573149,-9.048188656553313,-1.4124002256648756,-0.5266575165294116,-0.6744907594765952,0.9071103816802936,-0.6609205213050494,1.0171167615220726,-0.5266575165294116,0.9071103816802936,median_like_0.0,recoverable_reference
High-2015-09-08-2-A1_S62_L000,PKH26_High,2,1248768,5089,0.9149537083458672,-19.50775926475663,12.408773905492271,-17.923783667717633,10.082372858680143,11.658611511931198,0.473892124604551,1.108305391206395,0.6744907594765952,-0.3970726178856875,0.5501743181236433,-0.5970579661787405,1.108305391206395,-0.3970726178856875,median_like_0.0,malignant_reservoir
High-2015-09-08-2-A2_S63_L000,PKH26_High,2,1071540,4027,0.9327016277281994,-37.94949529960643,-7.902477663066259,-12.487765381874294,0.5955219299708457,13.098481369847752,-0.2002143543511771,-0.7367159388835846,0.6744907594765952,0.1015085483915358,-1.391698584215673,-0.7227710357014772,-0.7367159388835846,0.1015085483915358,median_like_0.0,mixed_sector
High-2015-09-08-2-A3_S64_L000,PKH26_High,2,2050592,7144,0.8806109829873993,22.406010453857604,30.757403484405508,-39.59501513675595,23.33905872210564,9.52405064794535,1.764938626611264,0.0121065562967518,0.6744907594765952,-1.740497282114439,-1.2312798546058386,-1.109101390665156,0.0121065562967518,-1.740497282114439,median_like_0.0,malignant_reservoir
High-2015-09-08-2-A4_S65_L000,PKH26_High,2,1751556,6081,0.8983756141582272,17.902921498439344,17.257606005415283,11.88327406348211,6.965764321479354,18.14123366172388,1.2410362994832982,-0.4676201710389709,0.6744907594765952,-0.332373922251945,-0.4504087490195397,-0.2751392038534613,-0.4676201710389709,-0.332373922251945,median_like_0.0,unstable_committed_malignant
High-2015-09-08-2-A5_S66_L000,PKH26_High,2,885672,5413,0.9095390888732912,-21.350085733495764,3.815151245179083,4.873877631332853,-11.735739670174103,-13.57522155906062,0.2117814883155179,-0.7688811872229036,0.6744907594765952,0.2213347296185304,0.2493139349857422,-0.2841179021017376,-0.7688811872229036,0.2213347296185304,median_like_0.0,mixed_sector
High-2015-09-08-2-A6_S67_L000,PKH26_High,2,1719341,5949,0.900581570239647,16.970454768944315,4.119973849576811,-14.187240117530706,-18.13422079246912,-28.05310330764481,1.1730018665234916,-1.2010843346100235,0.6744907594765952,0.3844256197909927,-0.4130541535077242,0.506819634344223,-1.2010843346100235,0.3844256197909927,median_like_0.0,mixed_sector
High-2015-09-08-2-C1_S72_L000,PKH26_High,2,2241798,7101,0.8813295898927103,46.407621625391,11.591916030546374,-32.444670051826016,-19.713423037525803,-32.15386708061598,1.854214793682443,-1.1270943927119594,0.6744907594765952,-2.570014926661815,-2.7079914821791324,-0.6605978790692387,-1.1270943927119594,-2.570014926661815,median_like_0.0,unstable_committed_malignant
High-2015-09-08-2-C3_S73_L000,PKH26_High,2,2243682,7311,0.8778201143086333,41.91940508781974,24.75736700980907,-26.07073266066661,-1.8937559444941128,-21.165628924365148,1.917284125174144,-0.3073013789075197,0.6744907594765952,-1.6889044776847604,-2.487648170934247,-1.1573997477347029,-0.3073013789075197,-1.6889044776847604,median_like_0.0,unstable_committed_malignant
High-2015-09-08-2-C5_S74_L000,PKH26_High,2,1985386,6354,0.8938132958989271,26.91712140470416,22.23902030545626,12.668510909412676,19.26445258004019,20.28588393827194,1.4781880667046172,-0.1956169498569053,0.6744907594765952,0.1504873735425455,-1.2630108046637174,-0.6744907594765952,-0.1956169498569053,0.1504873735425455,median_like_0.0,mixed_sector
High-2015-09-08-2-D1_S82_L000,PKH26_High,2,1790393,6493,0.891490357298038,34.861150363584166,2.6383123853696304,18.672563210921336,-1.88719907361312,4.1024568510439945,1.4058589507270498,-0.908468225255254,0.6744907594765952,-0.8354487739684607,-1.8480107127425949,0.1818981644477868,-0.908468225255254,-0.8354487739684607,median_like_0.0,unstable_committed_malignant
