cell_id,population_label,group_order,total_counts,detected_genes,zero_fraction,pc1,pc2,pc3,pc4,pc5,H,S,M,R,oxidative_stress_score
Low-2015-09-08-2-D8_S87_L000,PKH26_Low,1,1669540,5297,0.9114776563387814,12.880166370384895,-0.256204900390951,2.861241684131241,-24.957908105800115,18.280218655562862,0.0063431331294728,0.4167424906114232,0.0,0.9382925998575662,0.5118955240467905
Low-2015-09-08-2-E10_S95_L000,PKH26_Low,1,1428915,5171,0.9135833416892276,2.494814337385948,-8.452747965512382,-12.128586250341325,-23.444588332059304,-0.8558495667319516,-0.2232701179257089,0.4016133991830536,0.0,1.3014178808069696,-0.0015552576983378025
Low-2015-09-08-2-E11_S92_L000,PKH26_Low,1,1359383,5482,0.9083859754670944,4.930789588947124,-1.3107550628841211,14.516764077010333,-12.506291190922662,-0.6252450235798863,-0.1559715389740924,0.868697400351034,0.0,0.9480901750919608,-0.22938727926778701
Low-2015-09-08-2-E12_S93_L000,PKH26_Low,1,1117731,6057,0.8987766970821217,-0.1911114195999763,6.186332251364818,-8.209113999625156,-6.928328516546939,-21.67152243604126,-0.167676818836883,1.579633617326413,0.0,0.432811278476047,0.4404575357923236
Low-2015-09-08-2-G10_S60_L000,PKH26_Low,1,1866021,4690,0.9216217119556136,-9.041937544680597,11.3989553057269,-21.04820568557654,-14.409579237723868,18.96298368954748,-0.1255267067565262,0.7566669108332236,0.0,-0.0614619080467624,0.29107529194860976
Low-2015-09-08-2-G11_S61_L000,PKH26_Low,1,2096514,6565,0.8902871085263545,28.341759070358783,29.663589089473994,14.555275153798563,-3.30233220792722,8.077298570763851,0.7245818641309424,-1.4129037378354576,0.0,-0.9720018019885728,0.4447779656276361
Low-2015-09-08-2-G12_S94_L000,PKH26_Low,1,1580703,6512,0.8911728333166216,26.15627970302696,13.750822198079922,22.10848217299841,3.898361438183176,-2.4212088194514143,0.3837471167593198,-0.6348689340678554,0.0,-0.0278484039135112,0.301066545973287
Low-2015-09-08-2-G7_S57_L000,PKH26_Low,1,1128132,4290,0.9283064273538554,-31.12791759899821,-2.0356561363279684,-6.348866828212495,-11.659583821677538,4.153028142702135,-0.8920637180071848,-0.9943697217927656,0.0,-0.3740990392709953,-1.0034726128876228
Low-2015-09-08-2-G8_S58_L000,PKH26_Low,1,1713844,5969,0.9002473344697349,21.608730529494764,4.3392990241455545,14.929178095044133,-11.538383778762086,6.066724625229869,0.2908648842039357,-0.1810477794757321,0.0,0.5867599441903951,0.16612496858304004
Low-2015-09-08-2-G9_S59_L000,PKH26_Low,1,1665376,6664,0.8886326414652896,26.37476032439356,9.763181300773836,-10.155423952500351,-14.349694703814336,-0.7729307362554583,0.4927012810334927,-0.5837288681771303,0.0,0.1920662925627352,0.3859846089921055
Low-2015-09-08-4-C11_S20_L000,PKH26_Low,1,1351751,5042,0.9157391624051606,-17.4424203745459,8.273938931291017,-12.749273668549938,2.804630491313856,-11.612652297552987,-0.3407078752030176,0.1866397565331333,0.0,-0.176662425942211,-0.0005151255181225439
Low-2015-09-08-4-C12_S21_L000,PKH26_Low,1,1694992,6591,0.8898526020254688,23.16674973896723,18.68831111488224,18.93714246621556,21.23803170484256,28.512549690631392,0.4894248491059534,-0.5630115857930786,0.0,-0.263298602800499,0.415886859862275
Low-2015-09-08-4-C8_S18_L000,PKH26_Low,1,924771,4483,0.9250810521742036,-36.84499427279723,1.7543963662224429,1.0767352572356632,-11.44125813654739,-14.267155438503217,-1.0260350811754355,-1.3944007904096511,0.0,-0.7820591846145125,-0.2451529861923296
Low-2015-09-08-4-C9_S19_L000,PKH26_Low,1,406651,4061,0.9321334269193488,-50.41945550352517,-20.14787957131724,26.0573754653512,-12.448675734402189,-9.51880684656268,-2.178012823636747,-2.994411424657995,0.0,-1.0935803392233936,-1.16328065276807
