gene,corr_H,corr_S,corr_M,corr_R
TSPAN6,0.23234910448216586,0.15782636168467434,-0.025253226968570137,-0.03422198273058759
TNMD,0.0,0.0,0.0,0.0
DPM1,0.14390585838485848,0.21011080067552035,-0.008245742019869317,0.0637987477305935
SCYL3,0.00979763718665405,0.17762456887873276,-0.10298660887549317,0.1607560491433779
FIRRM,0.19625483052626938,0.010652711773930755,0.08959286250794313,-0.037748317756219577
FGR,0.0,0.0,0.0,0.0
CFH,0.22558200703668313,-0.06488335697168132,0.22057922455785942,-0.12476368312200377
FUCA2,0.06714025415034586,0.13733545406270078,-0.17922594021674437,0.2254469342732807
GCLC,0.24621448553634986,-0.06897706230753758,0.10531011305807174,-0.12925187195700483
NFYA,0.03319999904855516,0.15924837354713947,-0.03243083026580872,0.0598873601842279
STPG1,-0.1967676043761967,0.27469884913885295,-0.30467540516814484,0.2611228695454831
NIPAL3,0.09497131853720508,0.17759714335458665,-0.1005258752994162,-0.048820966112269645
LAS1L,0.09556750245635648,0.19197919196210744,-0.1296821437773152,0.12862037640082324
ENPP4,0.1635771461929036,-0.022564907112134207,0.09216575432125373,-0.163873761083689
SEMA3F,-0.050539097506167224,0.08859967311837072,-0.1322699485863313,0.10441958943859701
CFTR,-0.2032466866369519,-0.074589138859343,-0.015447585236359845,-0.04842020358313756
ANKIB1,0.10020584157140519,-0.04427590664139916,0.06149151368501531,-0.0633668418803639
CYP51A1,-0.012943023869749798,0.1454519770598555,-0.2415525698226295,0.15390387366522085
KRIT1,0.04484696728224788,0.04367037625701193,-0.10482942399832053,0.029430327130864322
RAD52,0.07126008467428199,-0.08818838348413727,0.04894405292325804,-0.0935024262955086
ENSG00000002079,0.01257248504276072,-0.034658460655870575,-0.0892923048946168,-0.007303542467126466
BAD,0.289583412387865,0.07453821428268376,0.14076885814070217,-0.11281313479426483
LAP3,0.18515285408148666,0.13980872300465355,-0.005012194240266305,-0.0023566792237722095
CD99,0.0,0.0,0.0,0.0
HS3ST1,0.04171194399137433,0.09156744403525609,0.0037316939921794154,0.07640343392684282
AOC1,0.0,0.0,0.0,0.0
WNT16,-0.0021975152130887647,-0.07207594463966228,-0.015447585236359819,-0.0358098879499517
HECW1,-0.12026092960314116,-0.04189851908087225,-0.02670267435672062,0.04483600997554834
MAD1L1,0.05096220877281041,0.16541514724118178,-0.09864741216234775,0.06642029558963386
LASP1,0.2601708004717797,0.015955828921181428,0.1990055697234955,-0.11769211819702365
SNX11,0.05406377607174277,0.04419799084266941,-0.097174309918032,-0.025821784911179407
TMEM176A,0.0,0.0,0.0,0.0
M6PR,0.04509745760426112,0.03529439033091643,-0.17053126157795187,0.10523065578872857
KLHL13,0.014056674323415019,-0.048605883784872385,0.13112675853974917,0.03188721590908085
CYP26B1,0.1633253986791753,-0.18768869878498232,0.1070268272403442,-0.04454610407954382
ICA1,0.14718656840597566,-0.13769066389315104,0.17469872952426635,-0.2863111477611006
DBNDD1,0.07706016800079771,-0.12823329187063995,0.13372488989276213,-0.11940355008445844
ALS2,0.2525205367671427,0.11741763755375448,0.02957978592818045,-0.03543825719457519
CASP10,-0.006536448344426963,0.02617257603503032,0.03813020675311726,-0.005278881754701478
CFLAR,0.18113609770456757,0.19027676763290768,-0.07431213742147862,-0.01649008630376256
TFPI,0.07118558883819502,0.14482388455128958,-0.19080282191306497,0.11565192753040783
NDUFAF7,0.0056683809609470006,0.00809478892873042,0.05340634834541331,0.04516979570941568
RBM5,0.16642406786730676,-0.10495171306616148,0.11495204879061101,-0.22387638743759722
MTMR7,0.13379047308739592,-0.07623280423323014,0.10137477811361151,-0.07352618380553771
SLC7A2,0.10476858466701268,0.04101502742318296,-0.013165206333662355,-0.04068674704723898
ARF5,0.18063025942759584,0.02235749754148149,-0.0852743486583888,-0.0598113897420255
SARM1,0.0,0.0,0.0,0.0
POLDIP2,0.0,0.0,0.0,0.0
PLXND1,0.13125636991080097,-0.05939860211614745,0.13275786900984754,-0.03595709915470886
AK2,0.08020151462268416,0.2729657026222081,-0.17108557161108523,0.17410169730021974
CD38,0.0,0.0,0.0,0.0
FKBP4,0.11686896702370153,0.20786450382619392,-0.10775049694108496,0.14414585966878776
KDM1A,0.19435615014923188,-0.008247751836137896,0.05069900452503454,0.023422121296616548
RBM6,0.22871775007571662,0.23004670711223094,-0.00876993617144999,0.07007450396145619
CAMKK1,-0.017879801200547635,-0.11001681328292111,-0.11208955092957328,-0.042039641553112614
RECQL,-0.011847467066373314,0.25381989288144013,-0.25158722262864125,0.1580467790995051
VPS50,-0.09121424267499341,0.15798029865227328,-0.23571918072622244,0.06323783947124194
HSPB6,-0.050539097506167106,0.08859967311837058,-0.13226994858633098,0.10441958943859678
ARHGAP33,0.1588051760395321,-0.0557565474756702,0.07917907133032452,-0.06751346514220738
NDUFAB1,0.3513786462372564,0.11376977248312041,0.014306096351820249,-0.025548027254875195
PDK4,-0.09291410131904018,0.029367746229222835,-0.05031258652684565,0.06341474240040088
SLC22A16,0.0,0.0,0.0,0.0
ZMYND10,0.0,0.0,0.0,0.0
ABCB5,0.0,0.0,0.0,0.0
ARX,0.0,0.0,0.0,0.0
SLC25A13,-0.03687821837874002,0.14448455027494306,-0.2654116414585824,0.01975801890531517
ST7,0.1412690627333062,0.01135073702765835,-0.006221741467811734,0.04478753539730562
