cell_id,population_label,k,knn_same_label_purity,knn_label_entropy,centroid_margin,S_refined_raw,S_refined
Low-2015-09-08-4-F7_S35_L000,PKH26_Low,12,0.6666666666666666,0.6365141682948128,0.5380693014367068,-0.23265544627068563,-0.08831681998190788
Low-2015-09-08-4-F8_S36_L000,PKH26_Low,12,0.5833333333333334,0.6791932659915256,6.154071356097351,-0.2420611079825937,-0.09719721012143347
Low-2015-09-08-4-F9_S37_L000,PKH26_Low,12,0.5833333333333334,0.6791932659915256,5.353601193865835,-0.2678677506241513,-0.12156264679860031
Low-2015-09-08-4-G10_S48_L000,PKH26_Low,12,0.5,0.9184277849930976,1.4781692926965775,-0.761508165384901,-0.5876350621144372
Low-2015-09-08-4-G11_S49_L000,PKH26_Low,12,0.5,0.6931471805599453,4.838037120691947,-0.44890307599763146,-0.29248781587172046
Low-2015-09-08-4-G12_S50_L000,PKH26_Low,12,0.8333333333333334,0.45056120886630463,10.953408046051326,0.5752719004944427,0.6744907594765953
Low-2015-09-08-4-G7_S45_L000,PKH26_Low,12,0.75,0.5623351446188083,9.758797087035115,0.2836410581629879,0.3991464258245596
Low-2015-09-08-4-G8_S46_L000,PKH26_Low,12,0.16666666666666666,0.45056120886630463,-8.898120021889532,-1.2788119499168973,-1.076049335134818
Low-2015-09-08-4-G9_S47_L000,PKH26_Low,12,0.5,0.6931471805599453,4.185641626360987,-0.4699358866850734,-0.31234602153084967
G1-2015-05-07-A-B1_S96_L000,G1,15,0.6,0.9502705392332347,5.106370735950033,-0.3562316980302487,-0.32579742205505785
G1-2015-05-07-A-B2_S97_L000,G1,15,0.7333333333333333,0.7647544195674196,11.271598804416474,0.22610998426729245,0.3300957907764671
G1-2015-05-07-A-B3_S98_L000,G1,15,0.4,0.9908353864438493,-0.4437052769845593,-0.8783113854219499,-0.9138173662335701
G1-2015-05-07-A-B4_S99_L000,G1,15,1.0,-0.0,22.71822367889343,1.7469280380393495,2.0429978030199982
G1-2015-05-07-A-C1_S108_L000,G1,15,0.8666666666666667,0.39267446722755217,21.2061505233797,1.1122272204128607,1.328132336379519
G1-2015-05-07-A-C2_S109_L000,G1,15,0.9333333333333333,0.24493002679463532,28.578398667315454,1.5954095278914786,1.8723420429304158
G1-2015-05-07-A-C3_S110_L000,G1,15,1.0,-0.0,31.285086221339995,2.0231181705683885,2.354071591628314
G1-2015-05-07-A-C4_S111_L000,G1,15,1.0,-0.0,35.004250554064285,2.1430216340432495,2.4891192282286627
G1-2015-05-07-A-D1_S120_L000,G1,15,0.9333333333333333,0.24493002679463532,19.081400903212415,1.2892324346908532,1.527493849061702
