gene,corr_H,corr_S,corr_M,corr_R
COL6A1,0.48856053490579876,-0.5190189451486169,0.6663417076407839,-0.5710188470355363
PHLDA2,0.7263934086728894,-0.31008463727761437,0.658291383709018,-0.56077974245565
SLCO4A1,0.4082882430429903,-0.42835464012042546,0.5224022012395815,-0.5552587838519351
NHERF2,0.4976768078197498,-0.3048266798533473,0.5349983530725739,-0.5089326233063275
LGALS3BP,0.42336909675407347,-0.35371199454570995,0.49936875335940006,-0.49080286852570504
FN1,0.39950671175306113,-0.35934493564186865,0.5019361537236788,-0.48738679550314096
GNAS,0.6414363627159684,-0.32577456805134486,0.5490098577668098,-0.46891739697036255
MARCKSL1,0.3867774078531525,-0.28071532802621385,0.44725448469490164,-0.4636580214947381
ITGA10,0.2518911545944188,-0.2796334518601916,0.4034340401768731,-0.4605973722534831
ADIRF,0.3590320702688698,-0.2340346236470391,0.35069379671928247,-0.45678032014758907
IGFBP4,0.46770230822192677,-0.42719241512392786,0.5672606700671565,-0.45300879957178725
MLPH,0.29099338523520474,-0.29098771937172585,0.3524660355626236,-0.44935545902742263
SYNJ2,0.401524490436669,-0.4344861197539399,0.5114152064850225,-0.4458390258669335
TIMP2,0.3685478705034907,-0.1940545789756842,0.3795486499665535,-0.43985549382417005
CARD19,0.29244921644996136,-0.3120146044982576,0.26576336304847753,-0.4377799871697252
NIBAN2,0.4519943759443396,-0.2257950173810217,0.46788859636323993,-0.4362069503674414
LTBP1,0.4169875071769918,-0.3983999992476337,0.482436105347664,-0.43578415333128
ABCC3,0.38526379546227685,-0.274206827219397,0.4439994624254499,-0.4328683582260605
NDRG1,0.4092054239471961,-0.3595418011296066,0.4859816540304441,-0.4294828019893745
TIMP1,0.5043250597598449,-0.363731618002075,0.46223144515819276,-0.42906950388181664
S100A4,0.2678653649478625,-0.2822816789424556,0.3618805912886174,-0.4250931015991675
ABR,0.4729784563582719,-0.23571637836055398,0.5366168891739983,-0.41962986746658
ESYT2,0.43428785147534077,-0.24953022275045741,0.40255533161715873,-0.41904725315085894
ANKRD28,0.36859219536995197,-0.26358859395678647,0.3382514858770745,-0.4179117401480238
CST3,0.4181008815698596,-0.3738930069195817,0.4786107305824877,-0.415021146916862
COL18A1,0.31996769456136476,-0.28079359733597475,0.4352777791418018,-0.4133942940257004
S100A6,0.5349105788928991,-0.24549792228163184,0.40369553159870447,-0.412719241305811
GALNT10,0.3960680439170296,-0.2185467950005634,0.5024063337554387,-0.40572784884129015
SLCO4A1-AS1,0.2583974447178218,-0.3000460457356085,0.23138518371725192,-0.40441418170984794
TMEM131,0.3857229020975137,-0.28570109206407335,0.3923997982435289,-0.401777843457021
DDX17,0.42209753249045284,-0.12694370087155354,0.44639083498280385,-0.4006551499934861
TNFRSF21,0.3654932177197527,-0.2077548761429674,0.39218387922835285,-0.40059420967873444
GALNT5,0.2339611982030447,-0.32623756714219265,0.3417501670562497,-0.39966967645598483
MAGI1,0.33439574481284523,-0.29960894442661923,0.4133782650117491,-0.3954261376070965
TCF25,0.3198803052641884,-0.11970794079316244,0.23428826606934433,-0.38421391715505704
PXDN,0.373587982057945,-0.39602346763351454,0.4128806943362137,-0.38413711441810305
GSN,0.40518621935508625,-0.3616220529206594,0.5079544310989744,-0.38234436841019864
DSTN,0.5830883648010802,-0.09921622918231209,0.4984329075745422,-0.3821519351220569
CAVIN3,0.4502496849507198,-0.25072483141893437,0.44163629929365644,-0.3771482125027649
FOXP1,0.3399490071725411,-0.22127270171111502,0.3796532130781915,-0.37296142244461844
NET1,0.3294788310349616,-0.05267427861973571,0.35905070886651674,-0.36821451709593983
PHC2,0.438902783784765,-0.14818602731578942,0.42334665596324106,-0.3680750555119681
TANC2,0.3698425306049196,-0.18671565161212733,0.2920961567061988,-0.3659767504875889
ARL4C,0.3809929099051943,-0.11235214677664629,0.38221563898904487,-0.3659021442258215
LAMA5,0.42145923065594093,-0.21499334986002067,0.3235290348762188,-0.36570501527635635
SEC16A,0.23523736914624524,-0.09698654031234688,0.2109505095924402,-0.36305802131936427
CD81,0.3916807789094323,0.004692524037228281,0.3512556642989939,-0.36268251812306235
ETV1,0.3528202791876015,-0.38103303553336304,0.5055890117676776,-0.3603921823185042
LRP5,0.1692376129588934,-0.2905090940187584,0.26638700615237937,-0.36034668601339853
NDUFA13,0.5793202776224486,-0.14561897065141635,0.25963764616934937,-0.36009973329883455
