gene,log1p_mean_diff_PKH26_High_vs_G1
FBLN7,0.02388287584061108
FAM66D,0.02388287584061108
EEF1A1P32,0.02388287584061108
LINC01132,0.02388287584061108
SLC26A4-AS1,0.02388287584061108
OR6C75,0.02388287584061108
ENSG00000263326,0.02388287584061108
HORMAD2-AS1,0.02388287584061108
ENSG00000257826,0.02388287584061108
C1QTNF9,0.02388287584061108
ENSG00000234017,0.02388287584061108
ENSG00000254718,0.02388287584061108
TLCD3B,0.02388287584061108
ANKRD53,0.02388287584061108
FBXL14,0.02388287584061108
LINC01148,0.02388287584061108
ENSG00000217139,0.02388287584061108
SRRM5,0.02388287584061108
ENSG00000256250,0.02388287584061108
OR7E2P,0.02388287584061108
TPRKBP2,0.02388287584061108
ENSG00000232347,0.02388287584061108
ITGA9,0.02388287584061108
EMILIN3,0.02388287584061108
C3ORF85,0.02388287584061108
SLC38A2-AS1,0.02388287584061108
ENSG00000231970,0.02388287584061108
ENSG00000232019,0.02388287584061108
HNRNPABP1,0.02388287584061108
ENSG00000255723,0.02388287584061108
LINC00867,0.02388287584061108
AMZ1,0.02388287584061108
RPL17P22,0.02388287584061108
CATSPERD,0.02388287584061108
OR6A2,0.02388287584061108
ENSG00000260579,0.02388287584061108
EEF1A1P47,0.02388287584061108
ENSG00000248363,0.02388287584061108
TIMM9P2,0.02388287584061108
ENSG00000232739,0.02388287584061108
KCNJ5-AS1,0.02388287584061108
NLGN4X,0.02388287584061108
CD226,0.02388287584061108
FDPSP3,0.02388287584061108
ENSG00000260862,0.02388287584061108
RABGEF1P1,0.02388287584061108
ENSG00000235096,0.02388287584061108
ENSG00000259088,0.02388287584061108
HGH1,0.02388287584061108
ENSG00000259099,0.02388287584061108
ENSG00000262265,0.02388287584061108
ENSG00000231149,0.02388287584061108
ENSG00000235204,0.02388287584061108
ENSG00000197210,0.02388287584061108
ITGA9-AS1,0.02388287584061108
ENSG00000235423,0.02388287584061108
KCND3,0.02388287584061108
FAM225B,0.02388287584061108
ENSG00000249476,0.02388287584061108
NCK2-AS1,0.02388287584061108
LINC02896,0.02388287584061108
RNA5SP339,0.02388287584061108
FARSBP1,0.02388287584061108
ENSG00000259232,0.02388287584061108
EIF2AK3-AS1,0.02388287584061108
LRRK2-DT,0.02388287584061108
ENSG00000256604,0.02388287584061108
LINC03102,0.02388287584061108
GUCY1A2,0.02388287584061108
LEFTY2,0.02388287584061108
PLAC9,0.02388287584061108
ENSG00000254503,0.02388287584061108
LINC02983,0.02388287584061108
LINC00606,0.02388287584061108
CSNK1G2P1,0.02388287584061108
ENSG00000258949,0.02388287584061108
ZRSR2P1,0.02388287584061108
ENSG00000226524,0.02388287584061108
KIRREL1-IT1,0.02388287584061108
ZNF681,0.02388287584061108
RPL7P10,0.02388287584061108
CRK-AS1,0.02388287584061108
ZNF471,0.02388287584061108
ENSG00000262712,0.02388287584061108
TMEM45B,0.02388287584061108
ENSG00000226249,0.02388287584061108
RNU6-1160P,0.02388287584061108
ENSG00000262412,0.02388287584061108
POC1B-GALNT4,0.02388287584061108
Y_RNA__dup652,0.02388287584061108
PPP5D1P,0.02388287584061108
RPL23AP88,0.02388287584061108
LINC01970,0.02388287584061108
FLRT1,0.02388287584061108
PAX1,0.02388287584061108
ENSG00000267865,0.02388287584061108
ENSG00000268533,0.02388287584061108
TSPAN8,0.02388287584061108
ENSG00000268201,0.02388287584061108
NRL,0.02388287584061108
SALL4,0.02388287584061108
SLCO2B1,0.02388287584061108
ENSG00000269549,0.02388287584061108
PLCL1,0.02388287584061108
FGL2,0.02388287584061108
ENSG00000269940,0.02388287584061108
SPTB,0.02388287584061108
LZTS1,0.02388287584061108
CHGA,0.02388287584061108
ENSG00000269923,0.02388287584061108
ENSG00000267179,0.02388287584061108
SYT7,0.02388287584061108
DPRXP4,0.02388287584061108
CLIC4P2,0.02388287584061108
ENSG00000269905,0.02388287584061108
GNRH2,0.02388287584061108
PAX3,0.02388287584061108
SLC8A2,0.02388287584061108
ERCC-00039,0.02388287584061108
ENSG00000266368,0.02388287584061108
ENSG00000265943,0.02388287584061108
CCL22,0.02388287584061108
MOGAT1,0.02388287584061108
PTCH2,0.02388287584061108
LIVAR,0.02388287584061108
ENSG00000265677,0.02388287584061108
TACR1,0.02388287584061108
ENSG00000266340,0.02388287584061108
ENSG00000264860,0.02388287584061108
ACADL,0.02388287584061108
NDUFV2-AS1,0.02388287584061108
SHC2,0.02388287584061108
ENSG00000265519,0.02388287584061108
RAB6D,0.023865573572987187
CALCRL-AS1,0.023772191368505335
ENSG00000260279,0.023765749372848588
KIAA0930,0.023723120319306013
GAPDHP21,0.023656284531311023
ENSG00000261457,0.02365628453131101
EXD2,0.023643034436649946
CPEB3,0.023577671434907188
ENSG00000260766,0.023567555156286446
ZNF77,0.02344222966221443
RSPH10B,0.023426666943207483
DYNC1H1,0.023255758311487185
GSAP,0.02316786484293054
TMEM117,0.023122750734227204
RUFY2,0.023094483096892438
ENSG00000263826,0.02308128507814007
GOLM2P1,0.023020476484791247
ATP5MKP1,0.02297045804580386
RBBP4P4,0.022878314709364786
ATP6AP1,0.022878314709364786
EMG1,0.022878314709364786
UBE2NP1,0.022878314709364786
ENSG00000235993,0.022878314709364786
LAPTM4BP2,0.022878314709364786
HSBP1P1,0.022878314709364786
LINC02211,0.022878314709364786
ENTR1P2,0.022878314709364786
YWHAQP4,0.022746893015307246
SEPTIN5,0.022731075522206767
LRP4,0.022713948459646027
RALGAPA1P1,0.022667498023348442
CIAO2AP2,0.022651723400064716
ENSG00000255210,0.022422105811961135
BICD1,0.02235222499243239
MUC1,0.022325042198938938
EFNA4,0.022260041422780596
SF3B2,0.02212629338351846
KLHL5P1,0.022100344887418542
HLA-DMA,0.022100344887418542
LINC02541,0.022100344887418542
ENSG00000253480,0.022100344887418542
ATP5MGP4,0.022100344887418542
ENSG00000261774,0.022100344887418542
PSME2P6,0.022100344887418542
NFYCP2,0.022100344887418542
RRM1-AS1,0.022100344887418542
PITX1-AS1,0.022100344887418542
ENSG00000256176,0.022100344887418542
ENSG00000218730,0.022100344887418542
RAP1AP,0.022100344887418542
KRT18P3,0.022100344887418542
ENSG00000251550,0.022100344887418542
ENSG00000185128,0.022100344887418542
LPAR6,0.022100344887418542
LAPTM4BP1,0.022100344887418542
GPN2-AS1,0.022100344887418542
RPS29P3,0.022100344887418542
PLIN3-AS1,0.022100344887418542
ADH5P2,0.022100344887418542
PTPN11P5,0.022100344887418542
CCNQP3,0.022100344887418542
MRPL9P1,0.022100344887418542
GNG12-AS1,0.022100344887418542
ICE2P2,0.022100344887418542
FAAHP1,0.022100344887418542
GAL3ST4,0.022100344887418542
ENSG00000214035,0.022100344887418542
RPL10P4,0.022100344887418542
NACAP2,0.022100344887418542
KRT8P51,0.022100344887418542
ENSG00000231744,0.022100344887418542
IGBP1P3,0.022100344887418542
HMGB1P37,0.022091643235113423
RARA,0.021975878022716805
ERCC-00019,0.021885036033140737
ENSG00000188512,0.021873753578118493
ENSG00000271127,0.0216941544290023
ENSG00000121083,0.021668215831031234
ENSG00000266184,0.02164716226881841
PPIAP6,0.021644135990014912
USP3-AS1,0.02153139799185458
SGSM3,0.02150753152827012
TRANK1,0.02124568579218361
ENSG00000196648,0.02124320866376858
ENSG00000267934,0.02124062461712954
SRP68,0.021227871605540294
HSPA8P5,0.02122017379473773
CHSY3,0.021175110525115892
RPL13AP24,0.021095783756172243
ENSG00000235546,0.021095783756172243
ENSG00000253899,0.021095783756172243
CEP112,0.021013892212919494
TMEM238,0.02098676303567719
ENSG00000230896,0.02098676303567719
ZCWPW1,0.02098676303567719
TDRP,0.020908813458097697
ENSG00000259394,0.020869192446872215
SLC44A5,0.020868835382888473
WBP1P2,0.02078947689478
FRMD4B,0.02078007088258499
ENSG00000261136,0.020750401891104872
ENSG00000270091,0.020750401891104872
CDK1,0.020720079785049084
ZXDB,0.020550371217431307
ITPR3,0.02043696086494995
PJVK,0.02043333339010292
ZNF273,0.020280583563155236
SOX12,0.020238263004419
HERPUD2-AS1,0.02010975057625783
ENSG00000254459,0.02009122262492595
ANO7,0.01999365267726827
ENSG00000262251,0.01998136692620446
IL27RA,0.01983791246724176
ATP5PFP4,0.019692772427094607
MC1R,0.01956926788954587
ENSG00000206176,0.019553815087512777
PBX4,0.019517198488989862
CEACAM16-AS1,0.01951113838172787
ENSG00000260000,0.019483753684350263
ENSG00000270857,0.01946315483899104
RCAN3,0.019413416638255854
ENSG00000268397,0.019354134118496
LINC01237,0.01935264435311669
ARHGAP44,0.01935264435311669
ZNF426,0.019306857298699742
PI4KB,0.01920013424872824
RPS14P4,0.019197488526015882
CAV1,0.019102164162458024
C6ORF89,0.019014964374536092
ZMAT1,0.018947276276191055
ENSG00000268628,0.018914802605148384
CNNM4,0.01889190078918246
ST6GALNAC2,0.018826462219288215
STK33,0.018720557005188154
VWA8,0.01866154880152804
PLA2G4B,0.018658514182743474
CDC40,0.018650087622866796
KCNK6,0.018248657913961547
MTCYBP19,0.018195750319629833
ZNF841,0.018195321333568437
ST20-MTHFS,0.018177269977675922
PHB1P3,0.01795067866837588
ENSG00000257616,0.017910241473902078
TMEM87B,0.01790675752890114
ENSG00000255242,0.017799730988027715
NECTIN2P1,0.017771079519259672
RPUSD2,0.017750917449134818
NOMO2,0.017461363168746136
PRG2,0.017399300155729693
OSBPL8,0.017335139178526582
EMC8,0.017285946776334882
ENSG00000163386,0.017257376304550265
NUP50-DT,0.017220052380106862
PDXK,0.017087628490209283
ZNF564,0.016950076489501323
ENSG00000271529,0.01681379602782533
TMPPE,0.016748925458387992
ENSG00000261898,0.016624356612586932
TMEM14DP,0.01644378052643769
PIP4K2A,0.016439793773460387
ENSG00000258486,0.016394739024483393
IFITM3P4,0.016394739024483393
TMEM129,0.016382499630579472
RYK,0.016308148514082133
LINC01444,0.016267235632362237
MTND1P23,0.01622706525161094
FDX2,0.016225924847584228
DNM1,0.01606055823453756
GYG1P1,0.015846386790640703
PPP1R37,0.015846386790640703
PDXP,0.015846386790640703
NPIPB13,0.015846386790640703
PUS1-AS1,0.015846386790640703
MLLT1,0.015846386790640703
ENSG00000253558,0.015846386790640703
SHMT1P1,0.015846386790640703
MAP9-AS1,0.015846386790640703
HERPUD1-IT1,0.015846386790640703
ENSG00000238081,0.015846386790640703
GPR89P,0.015846386790640703
RPL21P3,0.015846386790640703
NACC1-AS1,0.015846386790640703
ENSG00000204169,0.015846386790640703
MBLAC2,0.01579827617109697
GBE1,0.015686931390066494
ZNF579,0.015676258815710498
KRT8P39,0.015619795481340626
ENSG00000236540,0.015507748482042089
PTK7,0.015427758999624008
RPL7AP31,0.0153901778932371
ENSG00000235837,0.0153901778932371
LINC01537,0.015329571257004071
SLC18B1,0.015214841449592675
PSEN2,0.015131970666219519
ENSG00000186275,0.015127348785545669
RNF7P1,0.015124308226318606
BTBD9-AS1,0.015068416968694463
MOCS1P1,0.015068416968694463
C16ORF95-DT,0.015068416968694463
PLN,0.015068416968694463
ENSG00000227163,0.015068416968694463
ENSG00000197813,0.015068416968694463
TPST2P1,0.015068416968694463
ICAM5,0.015068416968694463
ENSG00000213690,0.015068416968694463
SUMO2P20,0.015068416968694463
USH2A,0.015068416968694463
ENSG00000268750,0.015068416968694463
EIF5A2P1,0.015068416968694463
ENSG00000270020,0.015068416968694463
BCAP31P2,0.015068416968694463
RPL13AP23,0.015068416968694463
TXLNB,0.015068416968694463
EEF1DP4,0.015068416968694463
CYP4F26P,0.015068416968694463
AGKP1,0.015068416968694463
ENSG00000213561,0.015068416968694463
FTLP15,0.015068416968694463
ENSG00000253746,0.015068416968694463
CALB1,0.015068416968694463
ZNF461,0.015068416968694463
SLC25A1P3,0.015068416968694463
OR7E13P,0.015068416968694463
ENSG00000234500,0.015068416968694463
ACTG1P15,0.015068416968694463
SLC13A4,0.015068416968694463
COL1A2,0.015068416968694463
ENSG00000213791,0.015068416968694463
HNRNPA1P51,0.015068416968694463
GGT3P,0.015068416968694463
ENSG00000212997,0.015068416968694463
CD33,0.015068416968694463
PIWIL2,0.015068416968694463
ENSG00000259907,0.015068416968694463
MAS1,0.015068416968694463
ENSG00000233862,0.015068416968694463
RPL10L,0.015068416968694463
RPL7P13,0.015068416968694463
LRRC17,0.015068416968694463
LINC02027,0.015068416968694463
MFN1P1,0.015068416968694463
ZNF217-AS1,0.015068416968694463
SPANXC,0.015068416968694463
GRID1-AS2,0.015068416968694463
ENSG00000270092,0.015068416968694463
AQP6,0.015068416968694463
E2F6P3,0.015068416968694463
CCR1,0.015068416968694463
USP6,0.015068416968694463
CCDC154,0.015068416968694463
ENSG00000213971,0.015068416968694463
ENSG00000260417,0.015068416968694463
ENSG00000265532,0.015068416968694463
TESC,0.015068416968694463
KRT18P64,0.015068416968694463
SLC2A3P4,0.015068416968694463
ENSG00000243423,0.015068416968694463
ENSG00000260418,0.015068416968694463
CENPN-AS1,0.015068416968694463
RN7SL141P,0.015068416968694463
NPM1P50,0.015068416968694463
ENSG00000260217,0.015068416968694463
LINC00971,0.015068416968694463
ENSG00000243322,0.015068416968694463
DTHD1,0.015068416968694463
KRT8P35,0.015068416968694463
MIR222HG,0.015068416968694463
ENSG00000226747,0.015068416968694463
MTCH2P3,0.015068416968694463
ZNF625-ZNF20,0.015068416968694463
ENSG00000234586,0.015068416968694463
ABHD17AP6,0.015068416968694463
ENSG00000234113,0.015068416968694463
VPS25P1,0.015068416968694463
RPL28P1,0.015068416968694463
ENSG00000268614,0.015068416968694463
ENSG00000234344,0.015068416968694463
CD37,0.015068416968694463
OR6Y1,0.015068416968694463
PDE11A,0.015068416968694463
ENSG00000260523,0.015068416968694463
AQP4-AS1,0.015068416968694463
IMPDH1P2,0.015068416968694463
SLC22A12,0.015068416968694463
PPIAP42,0.015068416968694463
MYH14,0.015068416968694463
FREM1,0.015068416968694463
CLEC4M,0.015068416968694463
ZCCHC10P1,0.015068416968694463
FAM220CP,0.015068416968694463
BMS1P8,0.015068416968694463
ENSG00000213386,0.015068416968694463
RN7SL648P,0.015068416968694463
THBS2-AS1,0.015068416968694463
CNN2P9,0.015068416968694463
ENSG00000265730,0.015068416968694463
ENSG00000234175,0.015068416968694463
ENSG00000260395,0.015068416968694463
GFAP,0.015068416968694463
SHBG,0.015068416968694463
TRHDE,0.015068416968694463
HNRNPA1P40,0.015068416968694463
RPL29P28,0.015068416968694463
MRPL45P1,0.015068416968694463
GRIA1,0.015068416968694463
ENSG00000155282,0.015068416968694463
ENSG00000248699,0.015068416968694463
ENSG00000248702,0.015068416968694463
HOTAIR,0.015068416968694463
ENSG00000232431,0.015068416968694463
MYO5BP3,0.015068416968694463
AOAH,0.015068416968694463
LINC02582,0.015068416968694463
RNU6-268P,0.015068416968694463
ENSG00000261687,0.015068416968694463
ENSG00000248794,0.015068416968694463
ENSG00000154537,0.015068416968694463
TUBB8P7,0.015068416968694463
ENSG00000261813,0.015068416968694463
PCBP2P3,0.015068416968694463
ENSG00000261872,0.015068416968694463
GOSR2-DT,0.015068416968694463
FAM138E,0.015068416968694463
FTH1P1,0.015068416968694463
HS3ST3A1,0.015068416968694463
ENSG00000252602,0.015068416968694463
ECI1-AS1,0.015068416968694463
RNU6-529P,0.015068416968694463
SLC11A1,0.015068416968694463
ENSG00000211499,0.015068416968694463
NCOR1P2,0.015068416968694463
DUSP2,0.015068416968694463
ENSG00000157950,0.015068416968694463
MEGF11,0.015068416968694463
ENSG00000248305,0.015068416968694463
RNU5E-10P,0.015068416968694463
ENSG00000228313,0.015068416968694463
RN7SKP272,0.015068416968694463
PRR13P4,0.015068416968694463
ABCB10P3,0.015068416968694463
PRCPP1,0.015068416968694463
ENSG00000228368,0.015068416968694463
UBL5P1,0.015068416968694463
ENSG00000248423,0.015068416968694463
ENSG00000156750,0.015068416968694463
SNORD3C,0.015068416968694463
RPL31P35,0.015068416968694463
SBF1P1,0.015068416968694463
NDUFA5P12,0.015068416968694463
ENSG00000248540,0.015068416968694463
ENSG00000232567,0.015068416968694463
HMGB1P21,0.015068416968694463
KCNJ16,0.015068416968694463
ENSG00000261996,0.015068416968694463
Y_RNA__dup297,0.015068416968694463
ACTG1P2,0.015068416968694463
KRT18P8,0.015068416968694463
GAPDHP37,0.015068416968694463
ANKRD10-IT1,0.015068416968694463
Y_RNA__dup498,0.015068416968694463
ENSG00000229172,0.015068416968694463
TOMM40P3,0.015068416968694463
RAD9B,0.015068416968694463
SMAD6,0.015068416968694463
SERPINH1P1,0.015068416968694463
CTNS-AS1,0.015068416968694463
ENSG00000262026,0.015068416968694463
ENSG00000249426,0.015068416968694463
BRDT,0.015068416968694463
NAIP,0.015068416968694463
GPM6A,0.015068416968694463
Y_RNA__dup665,0.015068416968694463
RNU6-242P,0.015068416968694463
SNX19P3,0.015068416968694463
ENSG00000231700,0.015068416968694463
RNU6-301P,0.015068416968694463
ENSG00000264548,0.015068416968694463
ENSG00000231931,0.015068416968694463
SEPTIN4-AS1,0.015068416968694463
KATNBL1P4,0.015068416968694463
ENSG00000201619,0.015068416968694463
ENSG00000271537,0.015068416968694463
RGL4P1,0.015068416968694463
ENSG00000269707,0.015068416968694463
OR13C9,0.015068416968694463
ENSG00000248968,0.015068416968694463
ENSG00000249006,0.015068416968694463
RNU6-1337P,0.015068416968694463
LGI2,0.015068416968694463
ENSG00000269693,0.015068416968694463
LINC02041,0.015068416968694463
Y_RNA__dup256,0.015068416968694463
KIAA0895LP1,0.015068416968694463
SLC22A7,0.015068416968694463
ENSG00000269690,0.015068416968694463
MRPL35P2,0.015068416968694463
PRDX2P3,0.015068416968694463
ENSG00000249149,0.015068416968694463
RNA5SP92,0.015068416968694463
Y_RNA__dup533,0.015068416968694463
RNU6-977P,0.015068416968694463
ENSG00000152042,0.015068416968694463
NAPGP1,0.015068416968694463
ENSG00000248196,0.015068416968694463
MIR4280HG,0.015068416968694463
DRAXIN,0.015068416968694463
RPS8P4,0.015068416968694463
ENSG00000253543,0.015068416968694463
DENND2D,0.015068416968694463
SNORA74B,0.015068416968694463
RAB40AL,0.015068416968694463
ENSG00000260860,0.015068416968694463
CRX,0.015068416968694463
ENSG00000227514,0.015068416968694463
SNORD89,0.015068416968694463
ENSG00000227552,0.015068416968694463
AKR7A3,0.015068416968694463
ENSG00000253553,0.015068416968694463
ENSG00000269963,0.015068416968694463
PDE6A,0.015068416968694463
FAM151A,0.015068416968694463
ACOT11,0.015068416968694463
ENSG00000271329,0.015068416968694463
ENSG00000253406,0.015068416968694463
PMS2P9,0.015068416968694463
ENSG00000227627,0.015068416968694463
ENSG00000031544,0.015068416968694463
SNORD91A,0.015068416968694463
DMD,0.015068416968694463
ENSG00000244063,0.015068416968694463
NRG2,0.015068416968694463
HNRNPA1P30,0.015068416968694463
ENSG00000253667,0.015068416968694463
ADORA1,0.015068416968694463
ENOX1-AS1,0.015068416968694463
HOTTIP,0.015068416968694463
ZNF423,0.015068416968694463
NALF1-IT1,0.015068416968694463
ENSG00000227253,0.015068416968694463
ENSG00000268819,0.015068416968694463
SMARCE1P4,0.015068416968694463
ZNF90P3,0.015068416968694463
LIN28A,0.015068416968694463
OBSCN-AS1,0.015068416968694463
H2AZP6,0.015068416968694463
KRT8P22,0.015068416968694463
PRR11-AS1,0.015068416968694463
ITPRID2-DT,0.015068416968694463
RYR3,0.015068416968694463
HPGDS,0.015068416968694463
NOSTRIN,0.015068416968694463
ENSG00000265393,0.015068416968694463
ACTG2,0.015068416968694463
GPRASP1,0.015068416968694463
PRKAR1AP1,0.015068416968694463
ASGR2,0.015068416968694463
ENSG00000253334,0.015068416968694463
THAP12P3,0.015068416968694463
ENSG00000271364,0.015068416968694463
ACTBP12,0.015068416968694463
NIFKP4,0.015068416968694463
PTPRK-AS1,0.015068416968694463
HSD17B6,0.015068416968694463
ENSG00000227950,0.015068416968694463
ENSG00000265139,0.015068416968694463
ENSG00000253092,0.015068416968694463
NPM1P22,0.015068416968694463
ZNF890P,0.015068416968694463
SAR1AP4,0.015068416968694463
TRMT112P3,0.015068416968694463
CRYZP1,0.015068416968694463
LINC01498,0.015068416968694463
KLRC1,0.015068416968694463
ENSG00000261313,0.015068416968694463
PCED1B-AS1,0.015068416968694463
AKIRIN1P2,0.015068416968694463
Y_RNA__dup717,0.015068416968694463
ENSG00000228157,0.015068416968694463
ADAMTS8,0.015068416968694463
HSD17B7P1,0.015068416968694463
RPS12P17,0.015068416968694463
RNF139-DT,0.015068416968694463
MALINC1,0.015068416968694463
ENSG00000261159,0.015068416968694463
ENSG00000227681,0.015068416968694463
ENSG00000261017,0.015068416968694463
ENSG00000244491,0.015068416968694463
ENSG00000261026,0.015068416968694463
PLXDC1,0.015068416968694463
MIPEPP3,0.015068416968694463
MTND6P5,0.015068416968694463
ENSG00000253264,0.015068416968694463
ENSG00000244593,0.015068416968694463
CELF5,0.015068416968694463
EIF4A1P1,0.015068416968694463
TMEM18-DT,0.015068416968694463
ZC3H12B,0.015068416968694463
RPS26P2,0.015068416968694463
LINC00563,0.015068416968694463
ENSG00000227815,0.015068416968694463
ENSG00000261123,0.015068416968694463
RPL35AP27,0.015068416968694463
SUCLA2-AS1,0.015068416968694463
ENSG00000244952,0.015068416968694463
TIPINP2,0.015068416968694463
ENSG00000244150,0.015068416968694463
ENSG00000214846,0.015068416968694463
SULT2A1,0.015068416968694463
ACRBP,0.015068416968694463
DAPP1,0.015068416968694463
MACC1,0.015068416968694463
ENSG00000239133,0.015068416968694463
ENSG00000266691,0.015068416968694463
EDRF1-AS1,0.015068416968694463
ENSG00000255845,0.015068416968694463
NR4A3,0.015068416968694463
RMST,0.015068416968694463
PROX2,0.015068416968694463
ENSG00000224207,0.015068416968694463
SYF2P1,0.015068416968694463
ENSG00000221304,0.015068416968694463
MIR4754,0.015068416968694463
COMMD5P1,0.015068416968694463
ENSG00000236887,0.015068416968694463
ART4,0.015068416968694463
RPS20P24,0.015068416968694463
ENSG00000258411,0.015068416968694463
ENSG00000239392,0.015068416968694463
TMED10P2,0.015068416968694463
COP1P1,0.015068416968694463
ELOA-AS1,0.015068416968694463
MTRF1LP2,0.015068416968694463
CCND2,0.015068416968694463
XCR1,0.015068416968694463
EPHA10,0.015068416968694463
TSGA10IP,0.015068416968694463
DPP10,0.015068416968694463
ENSG00000267345,0.015068416968694463
ENSG00000238970,0.015068416968694463
ENSG00000258133,0.015068416968694463
UBBP3,0.015068416968694463
ENSG00000237173,0.015068416968694463
TMEM121B,0.015068416968694463
ATP10B,0.015068416968694463
SMCR2,0.015068416968694463
ZNF503-AS2,0.015068416968694463
SLC44A3-AS1,0.015068416968694463
CBX3P4,0.015068416968694463
TBC1D29P,0.015068416968694463
CADM2,0.015068416968694463
ENSG00000224016,0.015068416968694463
RAG2,0.015068416968694463
CYP2F2P,0.015068416968694463
MX2,0.015068416968694463
PGPEP1L,0.015068416968694463
RARRES1,0.015068416968694463
CNIH2,0.015068416968694463
AKR7A2P2,0.015068416968694463
SPA17P1,0.015068416968694463
ENSG00000270218,0.015068416968694463
BTBD10P2,0.015068416968694463
ENSG00000224600,0.015068416968694463
ANO9,0.015068416968694463
TBPL1P1,0.015068416968694463
RN7SL530P,0.015068416968694463
ARNT2,0.015068416968694463
RPL29P22,0.015068416968694463
TBX2,0.015068416968694463
ENSG00000258679,0.015068416968694463
ENSG00000224669,0.015068416968694463
AKTIPP3,0.015068416968694463
FCF1P3,0.015068416968694463
HNRNPA1P54,0.015068416968694463
ZSWIM9,0.015068416968694463
NPIPA3,0.015068416968694463
FCF1P7,0.015068416968694463
SPATA45,0.015068416968694463
LSAMP,0.015068416968694463
ENO1P2,0.015068416968694463
ENSG00000240086,0.015068416968694463
RPSAP50,0.015068416968694463
ENSG00000240103,0.015068416968694463
ARL4AP5,0.015068416968694463
NIPAL4,0.015068416968694463
LINC01629,0.015068416968694463
RPL23AP38,0.015068416968694463
CDCA4P2,0.015068416968694463
UNC93B6,0.015068416968694463
ENSG00000267481,0.015068416968694463
UQCRC2P1,0.015068416968694463
ENSG00000236713,0.015068416968694463
DIO3OS,0.015068416968694463
GPR31,0.015068416968694463
ZNF285,0.015068416968694463
GUSBP6,0.015068416968694463
ENSG00000255515,0.015068416968694463
HSPA6,0.015068416968694463
LAMC1-AS1,0.015068416968694463
C9ORF78P2,0.015068416968694463
ASB9P1,0.015068416968694463
RPSAP41,0.015068416968694463
ENSG00000255500,0.015068416968694463
KRASP1,0.015068416968694463
HNRNPA3P14,0.015068416968694463
RPL7AP67,0.015068416968694463
ENSG00000258561,0.015068416968694463
ENSG00000255476,0.015068416968694463
UST-AS2,0.015068416968694463
ZNF402P,0.015068416968694463
IMPDH1P4,0.015068416968694463
RPL18AP9,0.015068416968694463
CSMD1,0.015068416968694463
LINC01778,0.015068416968694463
AKR1B1P4,0.015068416968694463
TSIX,0.015068416968694463
SNORD71,0.015068416968694463
NPIPB1P,0.015068416968694463
NFYAP1,0.015068416968694463
C11ORF42,0.015068416968694463
Y_RNA__dup626,0.015068416968694463
ENSG00000256892,0.015068416968694463
LINC02366,0.015068416968694463
CAPNS2,0.015068416968694463
ENSG00000257604,0.015068416968694463
TP63,0.015068416968694463
ENSG00000266941,0.015068416968694463
ANXA2R,0.015068416968694463
ENSG00000257624,0.015068416968694463
KDM2B-DT,0.015068416968694463
ENSG00000270589,0.015068416968694463
ENSG00000257645,0.015068416968694463
ZNF45-AS1,0.015068416968694463
LINC01124,0.015068416968694463
ENSG00000222030,0.015068416968694463
IRX3,0.015068416968694463
PPIAP13,0.015068416968694463
TIMM23B-AGAP6,0.015068416968694463
ENSG00000267331,0.015068416968694463
CFAP92,0.015068416968694463
ENSG00000238171,0.015068416968694463
PCSK4,0.015068416968694463
RNU2-63P,0.015068416968694463
ARPC3P2,0.015068416968694463
RN7SKP106,0.015068416968694463
ENSG00000238231,0.015068416968694463
ENSG00000257178,0.015068416968694463
ALG1L6P,0.015068416968694463
ENSG00000270598,0.015068416968694463
LINC02870,0.015068416968694463
OOSP1P1,0.015068416968694463
DTX3,0.015068416968694463
KLHDC7A,0.015068416968694463
SLC9A4,0.015068416968694463
CNEP1R1P1,0.015068416968694463
ENSG00000267117,0.015068416968694463
EIF4HP2,0.015068416968694463
ENSG00000267124,0.015068416968694463
SNORD12B,0.015068416968694463
ENSG00000267003,0.015068416968694463
ACTG1P1,0.015068416968694463
MAF,0.015068416968694463
TNIP2P1,0.015068416968694463
LINC02897,0.015068416968694463
UMODL1,0.015068416968694463
C1ORF116,0.015068416968694463
ENSG00000237461,0.015068416968694463
RPL34P26,0.015068416968694463
ENSG00000223697,0.015068416968694463
RAD17P2,0.015068416968694463
ENSG00000221625,0.015068416968694463
IGBP1C,0.015068416968694463
ZNF135,0.015068416968694463
ENSG00000238821,0.015068416968694463
ENSG00000257976,0.015068416968694463
ENSG00000237346,0.015068416968694463
MTRES1P2,0.015068416968694463
PARK7P2,0.015068416968694463
CCR6,0.015068416968694463
JAKMIP2,0.015068416968694463
ENSG00000182912,0.015068416968694463
FAM95B1,0.015068416968694463
GPATCH11P1,0.015068416968694463
A2M,0.015068416968694463
ENSG00000258051,0.015068416968694463
SOBP,0.015068416968694463
ENSG00000223872,0.015068416968694463
LINC01707,0.015068416968694463
PDSS1P1,0.015068416968694463
SNORA11,0.015068416968694463
LINC01946,0.015068416968694463
LINC02294,0.015068416968694463
C10ORF71,0.015068416968694463
ENSG00000256627,0.015068416968694463
ENSG00000256625,0.015068416968694463
METAZOA_SRP__dup10,0.015068416968694463
MRPS21P3,0.015068416968694463
CLVS1,0.015068416968694463
KRT18P20,0.015068416968694463
ENSG00000257759,0.015068416968694463
ENSG00000256564,0.015068416968694463
ENSG00000270569,0.015068416968694463
ENSG00000256514,0.015068416968694463
ENSG00000223598,0.015068416968694463
PCDHB3,0.015068416968694463
