gene,log1p_mean_diff_PKH26_High_vs_G1
ZMPSTE24-DT,-0.43883734453746504
APLF,-0.4393242841325694
DDIAS,-0.43980324686475714
ILF2,-0.43996946384224156
MAP2K5,-0.4402116204232276
COMMD8,-0.44056913274761866
TMEM161B,-0.44078814577317105
ADGRL1-AS1,-0.4409645854389479
PDCD1LG2,-0.4411301584045745
MRPS33,-0.44139586303886835
MRPL45P2,-0.4414459862464777
MAP3K20,-0.44171933627962945
ARMT1,-0.44204358229932295
EXOSC3P1,-0.44230983881024605
DNAH5,-0.4424231431810691
LERFS,-0.44265132673343566
RPL37A,-0.44296449545920247
ISCA2,-0.44310570092084633
CCDC73,-0.4433880868765453
PPP1R9B,-0.4434687920439898
EEF1A1,-0.4435918693736518
TMEM216,-0.4435944902363038
INTS9,-0.44366162634900447
UBE2V1,-0.44376053571660057
ENSG00000218426,-0.4441141064063352
RPL34,-0.4442324299989062
PRIM2,-0.4445089129084565
ANXA2P2,-0.44467660977449874
NRBF2,-0.4447771128594722
RAB14,-0.4450862216250009
RPS8,-0.4450961654976311
ATF4,-0.44510085142690414
BTF3L4P2,-0.4451055161302726
APEH,-0.4451074056317843
RNF7,-0.4454101136715636
NME2,-0.445948884427132
ZMYM5,-0.44720363043651745
CTSC,-0.4472892593542035
SLC66A3,-0.4473827735513123
SLC39A1,-0.4481249002337586
ARL6IP1,-0.4486667185514239
SLX4,-0.4487342614777998
ERCC1,-0.4488848222467383
UBE2K,-0.4490011967061007
ILF3-DT,-0.4494829858962619
MRPL24,-0.4496800997650716
EIF5B,-0.45004932362754246
POP1,-0.4501052614103103
CKAP2,-0.4501254905884444
LARP1,-0.45015093631195713
TRIAP1,-0.45015160166267165
VDR,-0.45021217630592303
KLHDC3,-0.4504212304314805
PACSIN2,-0.4506314005795802
NKAP,-0.4510896193682701
UQCRFS1P1,-0.45118736452998176
RPL28,-0.4514196960894772
UBE3D,-0.45156275377165184
USP16,-0.4515743057223469
ENSG00000218227,-0.4516509116121714
RAP1GDS1,-0.45167355024987144
AP1AR,-0.4517011339604897
SRFBP1,-0.4523046396703163
CAPZA1P1,-0.45241188681067523
CAPZB,-0.4524534736888475
BAIAP2L1,-0.4526288920635898
BCAS3,-0.4532046578499579
RBBP4P1,-0.4535530584079275
SNHG9,-0.4535906273166027
SCYL1,-0.4536246298039761
ENSG00000239407,-0.45409636339606096
ZDHHC4,-0.45424127813745097
COX18,-0.45435018638607005
TMEM248,-0.454360603516649
ARHGAP11A,-0.4544040378489296
SFMBT1,-0.4546121260413178
RPL15P3,-0.45487572727887127
RPL17P39,-0.4548841890741828
STIP1P3,-0.4550574505988819
LTO1,-0.45545841657207065
LRR1,-0.4558447249869859
TTPAL,-0.455848282369004
SYF2,-0.4559141609284554
PDCL,-0.45594328391604355
PER2,-0.455949936476739
FKBP3,-0.4560763822303322
SUN2,-0.45612906360950234
DNAJC8,-0.4564120868030397
RPL24P2,-0.45672579223418497
RECK,-0.45685371645784856
MTMR14,-0.45691908803914094
PCBP4,-0.45701669251382643
ENSG00000244313,-0.4571557462258298
RPL34P18,-0.45719904850745663
SPEN-AS1,-0.45756142795637295
EIPR1,-0.4579988325818827
FZD5,-0.45825577921696564
ENSG00000258686,-0.4584549908462294
BIRC3,-0.45857454718279045
VPS16,-0.45864036860510227
MED25,-0.4587656232371722
ENSG00000233937,-0.4588569603538352
UTP15,-0.4600071392947924
ENSG00000250746,-0.46009786204830216
PSMD11,-0.46035853051162423
NIPA2,-0.4604229789005423
MIR17HG,-0.4607047831719477
C22ORF39,-0.4608497948556939
ERLIN1,-0.4615510692673426
UTP6,-0.4617148792912573
TSNAX-DT,-0.4617530178067627
ITGB2,-0.4620408904869686
RPS17P16,-0.46235859711639726
C1D,-0.46238998207725057
CAPZA2,-0.46240793319426654
RUSC2,-0.46255260264140996
ANP32A,-0.46256439341068845
LRRC42,-0.46259585521575364
RPS27AP11,-0.4628790376764258
BTBD8,-0.46310562343200246
PDCD7,-0.46318208179834963
HAPLN3,-0.46327482167891254
VPS41,-0.4634403452866489
NUAK2,-0.46366711325820803
SUMO1P3,-0.46380429700857606
SFXN4,-0.46383596915126013
SCDP1,-0.4638481670704365
ZNF140,-0.46388295499702137
DIAPH2,-0.464349565589615
MTND4P12,-0.46438329125482625
HNRNPLL,-0.46466485558973947
NUDT19,-0.46475304541725837
ENSG00000259758,-0.46485895726476656
MT-ND5,-0.46490625971351296
BBOF1,-0.46513010131812615
HMGN5,-0.465131135566221
RPIA,-0.46535489462445195
LINC00973,-0.4654070484905743
PHF7,-0.4655536338597943
TENT5A,-0.46615446675029204
AHI1,-0.4662554296697752
ROBO4,-0.4663526605669157
ENSG00000260747,-0.46640071772014124
ILVBL,-0.46657250404931516
VPS8,-0.4666536312321814
RPL7AP50,-0.4669873031586711
STK32C,-0.4670427773984087
DUSP10,-0.4671490618528593
PMM2,-0.4672945136859934
PLBD2,-0.4674590910286296
CALR,-0.4679371546443001
RPL5P23,-0.4680787540115916
THAP6,-0.46819213348018984
AP2B1P1,-0.46827076106990934
AP4E1,-0.4688056884044901
IPMK,-0.468879496353514
PLRG1,-0.4689588421751738
ENSG00000260006,-0.46918729995703223
SVBP,-0.46926580080856395
ENSG00000247134,-0.4699071494148488
ZFP90,-0.4701027376885323
DNAJC1,-0.47031555971291983
ZNF622,-0.4703995954834803
DLST,-0.47057657695672284
RPL7,-0.4706347547454719
HNRNPA3P6,-0.4706496284470084
FAM133A,-0.4709220525369582
BTF3,-0.470941133557913
USP3,-0.4710483672257708
MID1,-0.4711252679358273
VPS13B-DT,-0.47129786502737553
NSUN6,-0.4713285217061668
SNRPD1,-0.47143953602476873
PGBD4,-0.4716316684294531
BMP8B,-0.4717415605788296
ENSG00000267058,-0.4719719751112806
DCPS,-0.47216732787591753
ARHGAP22,-0.47231153870223097
RGS2,-0.47237904436687617
ENSG00000259436,-0.4730067669135061
MLST8,-0.47306102126912086
ANKRD39,-0.47326533408702964
CYGB,-0.4738209284288246
GSTZ1,-0.4738568758625732
LMAN2,-0.47391674109362913
ADCY3,-0.4744440105223113
PIAS1,-0.4744480921832852
RPL6P27,-0.4751433846349249
RPL6P19,-0.4753564684269307
NLE1,-0.47547479552967536
CCDC90B,-0.47567939792650726
DCP2,-0.47581880223994344
DOK4,-0.4758567128428569
EZR,-0.47588523644806546
PHF10,-0.4763839210777385
PMS2,-0.47641529130789395
STK40,-0.47643246746201884
TESMIN,-0.4766396804528847
ENSG00000256663,-0.47673061729279564
RPL7AP62,-0.47711600835325463
ABLIM1,-0.47777881167576175
GUCY1B1,-0.4784515879493994
TTLL5,-0.47849877922584705
MIF4GD-DT,-0.4785295759135174
ZNF296,-0.4786470442256085
MMS19,-0.4789342051774259
ORC3,-0.47902559379596665
SBNO2,-0.47917484983201414
GLTP,-0.47939167342388256
CCDC12,-0.47939742743366276
SPOUT1,-0.4797169065863607
INIP,-0.479830463992321
FXYD5,-0.47983326106581004
MOCS1,-0.4799327880274661
TMEM63B,-0.4799948677631302
JMJD1C,-0.4804303513713917
PIGV,-0.48058414189671655
LDHB,-0.4805953287005673
PSMG3,-0.48061631450671083
RBM39P1,-0.4807739907743316
POC1A,-0.4810906263758844
SPC24,-0.48133866129892433
NDUFA5,-0.48139204988061257
CUTC,-0.4814701117699376
PGS1,-0.48167298351940513
INTS11,-0.4818511581871028
ZNNT1,-0.4821060163061929
FN3KRP,-0.48258434743766476
CELF1,-0.48258863549355135
MAFK,-0.48297306636889814
RPS11P5,-0.48317692860371775
C1ORF21,-0.4835644783413678
ALDH3B1,-0.4836422194182992
STX3,-0.4837621774891636
ZNF697,-0.4839706130776311
AP1G2-AS1,-0.4840351935181014
C16ORF46,-0.4840355041265082
TSEN2,-0.48405351203460223
CFLAR,-0.48421466818922854
STX4,-0.4842741199981051
CHCHD2P6,-0.48436919555095104
FAR1,-0.48446868214753946
NFX1,-0.48491100078997396
FBXO25,-0.4849533311465425
ETFA,-0.48556537163467883
GID4,-0.4856834310536696
FDX1,-0.4859172795331701
KAT7,-0.4859481012242042
NUDCP2,-0.4860913908200364
UGT8,-0.48636569085896075
MACROD1,-0.4863731032773877
RBM7P1,-0.4866303735842421
ENSG00000258634,-0.4867221597343434
EIF3CL,-0.48677852424728885
SEPSECS,-0.48691339951917856
YWHAE,-0.48695167606383105
CSDE1,-0.48736877356197894
RPL41,-0.48795680030265487
PRELID1P5,-0.48876923916682724
TRAPPC2L,-0.48892784726660476
LRRC8D,-0.4890471382738222
MRPS17,-0.4891259948560409
GOLT1B,-0.4893561144750507
NUDT16L2P,-0.48996405117387765
EVI2A,-0.4899796916327309
WRN,-0.4900238518886856
RCL1,-0.4901872952825725
PSMC6,-0.4902426804427584
ENSG00000218175,-0.49039919765701967
ASTE1,-0.49040280669199965
SNHG7,-0.49052929765340014
AAGAB,-0.4906057108779902
RPS19P3,-0.49066006397600803
CMAS,-0.4909452730571622
FBXO34,-0.4913853957410681
COPS3,-0.491427268779824
CLIC1P1,-0.491482590403866
KATNBL1,-0.4917935463580383
CCDC91,-0.4922406633599601
PCMT1,-0.49287459533932765
PSTK,-0.49287511964528197
LYPLA1,-0.4930964293145874
ZBTB11,-0.49351071675039493
NCOR1,-0.49397500950025464
ENSG00000260643,-0.4939858518338608
CMTR1,-0.49410110203884594
CHIC2,-0.4941103266580136
CENPA,-0.4942560920372264
LNPEP,-0.4946835329772039
HERC6,-0.49485318738752027
NUDT12,-0.4950475567570902
H2AZ1,-0.49559241018865663
ARF5,-0.4959180443934206
ECM1,-0.49597637200836875
ZNF880,-0.4961919236248814
RPS29P16,-0.4963103941819407
LURAP1L-AS1,-0.49639319160598144
GIGYF1,-0.4966039023218747
ENSG00000238266,-0.49730102609949883
RPL7AP30,-0.4973496578794512
RPL23AP42,-0.4973984992550129
CNN3,-0.4974956690325829
OFD1,-0.4976984133179725
COPB2,-0.4979281804104456
TBCAP1,-0.49819892871580995
ACADM,-0.49826872858954685
ASB13,-0.49858715610138277
VIM-AS1,-0.4986839080636667
RPS15AP19,-0.4994673058522099
TLE3,-0.49991658613706735
RELA,-0.49995003347610334
LEMD1,-0.5003408479889042
TEX56P,-0.5004812614184638
MBD1,-0.5004867379537092
PALS2,-0.500564558485086
CREBRF,-0.5007927032051831
NUFIP1,-0.5009389247653515
MAPKBP1,-0.501875072296714
ZNF485,-0.502049647233908
PATJ,-0.5020508482681191
MT-TL1,-0.5030028833233264
ACTR3,-0.5030531081776468
RPL24P4,-0.5031458484295568
PIDD1,-0.5033651291652367
LRRC61,-0.5035660174319488
POLD3,-0.5036452716643407
GORASP2,-0.5036541150764546
BRCA2,-0.5040854813928635
MYSM1,-0.50444564695235
LTA4H,-0.5045419194391734
RPS3AP20,-0.5046819658689281
PAFAH1B2,-0.5047776617814703
PRPF8,-0.5048112394769939
DRG1,-0.5050802106730128
RPS18P9,-0.5051447776238536
SNX15,-0.5054505035547607
NHSL1-AS1,-0.5055902790728612
LEO1,-0.5060242794329777
CLN8,-0.5061122671271272
CYP24A1,-0.5062018854038676
EGFR,-0.5066209237589518
DUSP3,-0.5068279899555566
SEPTIN7,-0.5068304787277711
NT5C3AP1,-0.5068938311874973
MDM4,-0.5069795285562444
THUMPD1,-0.5072967680032172
SCLT1,-0.5074808291886591
PA2G4,-0.5075867621810417
CARD11,-0.5077750596900372
PLCG2,-0.5078902955800194
NUDT5,-0.5081324297372465
C4ORF33,-0.5082942111562592
SH2D4A,-0.5087379425392098
ARHGAP29-AS1,-0.5090153000103163
HYPK,-0.5090532584670568
LINC01356,-0.5090804576366035
CAMKK1,-0.5091672769964466
GALC,-0.5093016717861762
PARK7,-0.5093148230818105
HSP90AB2P,-0.5093833722364565
LINC00659,-0.5094116021416629
UBAP2,-0.509446196567755
DPAGT1,-0.5096006078107025
ME2,-0.5100530878043756
DYNC1I2,-0.5100857194856356
DBNDD2,-0.5102919905647918
KIF1B,-0.5105009662164383
RPL7P23,-0.5106090024467189
NABP1,-0.5111799555106222
MYCBP,-0.5112401537290983
LINC02535,-0.5112743028053263
RPL7P1,-0.5113620853916032
DTD2,-0.5116233685660184
RPL5,-0.5116707622589427
HACD3,-0.5118869397629187
SNHG12,-0.5127193572450244
SKP2,-0.5127735725168736
CHD7,-0.513010771172901
COPZ1,-0.5131211581688424
CRCP,-0.5133038471492415
PSMD6,-0.51362464559553
RPL23AP65,-0.5138236332447466
GOLGA2,-0.5138345597193741
PPM1B,-0.5140163114210481
ZDHHC12,-0.5140939650024161
DHPS,-0.5141272133811636
MND1,-0.5142085604830484
FRS2,-0.5142496965818442
UBE2C,-0.5147171758380273
STXBP4,-0.5153795429566599
YWHAZP10,-0.5155340361981455
ERRFI1,-0.5160239410041152
METTL13,-0.516079215851387
PAFAH1B1,-0.5161242779757118
GPR180,-0.5164184651079244
SNAP47,-0.5164658188357498
RABGEF1,-0.5167903606957414
DGKZP1,-0.5171686713134038
RRP15,-0.5173860479721144
NT5DC3,-0.5180586649328432
VWDE,-0.5182266393179223
RNF6,-0.5186009145883639
BANP,-0.5187829583539132
RAI14,-0.519073229225476
CDC37P1,-0.5192956850890211
MIX23,-0.5194122380389314
C18ORF54,-0.5197018740236037
TBC1D10A,-0.5197872907854065
PRPF39,-0.5198698182730888
EPB41L3,-0.5199159109472108
SLC33A1,-0.5200255615854241
RPL17P36,-0.5201212433969343
SNX11,-0.5202121824161874
SEPTIN2,-0.5205122335139665
EZH2,-0.5207403566278326
MSH3,-0.5210187295251963
GFM1,-0.5213653114185941
P2RX5,-0.5213876176485541
PIAS4,-0.5214544023203146
RPS23,-0.5215138675209356
ISY1,-0.5216821371509681
H1-0,-0.5217814160924092
CEP63,-0.5218909718241249
AP4M1,-0.522330176558831
TDRKH-AS1,-0.5226193543057023
ENSG00000240376,-0.5226420024001386
ENSG00000223797,-0.522670993093102
STXBP3,-0.5229709748833553
PCNP,-0.5230781582711312
MLH1,-0.523328215761625
RPL18A,-0.5235683744653041
ZRANB3,-0.5235759309597829
COMT,-0.5237510477895468
RPL6,-0.5239560105372298
B3GALNT2,-0.524062395334543
ADSL,-0.5240675265060553
SERBP1P6,-0.5244640887284696
RBBP5,-0.5246559713385157
TRMT5,-0.524736545777887
RPL7P9,-0.5248527964732101
FAM174C,-0.5249165306811938
AGPAT5,-0.5252200374666618
ZSCAN16-AS1,-0.5253621596587874
SELENOI,-0.5260253268237721
NOP10,-0.526100912731561
RRP9,-0.5263365117103644
MCUB,-0.5269767951759463
RNF149,-0.5272396913308941
RPL14P1,-0.527260035181099
SUCLA2,-0.5273643397675833
GKAP1,-0.5273892881319522
PARPBP,-0.52756392687952
RPP40,-0.5278829837546952
ENSG00000250568,-0.5279182248608721
HABP4,-0.5281637183187153
CNOT8,-0.5282486192455611
TARS3,-0.5283980118200977
COL4A1,-0.5284294811329173
PTTG3P,-0.5284318705085171
FBL,-0.5287271985375788
MTHFD1P1,-0.5288745771127501
WDR48,-0.5289046765692524
SPRYD7,-0.5291768047220473
PRPF18,-0.5297769526599403
ZFPL1,-0.5300284209015449
ARMC10,-0.5301036678374946
TSR2,-0.5301208815925214
RCE1,-0.5301405015110638
RPN2,-0.530249236459917
TM4SF19-AS1,-0.5302747687693457
FRA10AC1,-0.5302828474439676
NDUFS4,-0.5305861020577076
TENM3,-0.5306862256948593
TMEM69,-0.5307065774558151
CEBPZ,-0.5307194776917488
TFIP11,-0.5307916250056273
MT-RNR1,-0.5318531228836099
PM20D2,-0.5320979476651669
RPL23P8,-0.532287009290715
NGRN,-0.5324758443564845
KATNB1,-0.5326045995128926
ENSG00000240652,-0.5326208494621414
RALGPS2,-0.5328339813189283
STRIP2,-0.5331996394877742
RPS18P5,-0.5335963296648805
WASHC2C,-0.5339806250236228
CDC26P1,-0.5341664525815153
LIFR,-0.5343603309884464
RPS23P8,-0.5346646930405008
NDFIP2,-0.5348097120692801
NOM1,-0.5348933753304029
SKA3,-0.5350678931865248
RPS7P11,-0.5351141103306922
STARD3,-0.5354277467781674
CPNE1,-0.5355739586081176
HMGN2P5,-0.5357519291313269
MAP1LC3B,-0.5358448875379862
NXT1,-0.5360410990394935
MIR22HG,-0.5361052258087238
MNAT1,-0.5361178961711817
DYNC2LI1,-0.5362587819302242
ENSG00000204745,-0.5365645305602937
ZFP36,-0.5376574305957873
CLMN,-0.5378198164470862
EIF3F,-0.5387595644480632
SLC12A2-DT,-0.5388980703533087
TMEM41A,-0.5393024858641238
SLC25A17,-0.5395028861445319
PAN2,-0.5399803995306466
EEF1A1P5,-0.5402056984530574
EME1,-0.540455079435203
GPR22,-0.540602540607009
USP2-AS1,-0.5408876010310589
POLR1G,-0.5412270269549243
RPLP2,-0.5418276388584324
OSGEP,-0.5418722839171037
MIEN1,-0.5419388833046126
NPM1P18,-0.5421288486221305
MRPL12,-0.5422317909507632
CALML4,-0.5423184559739989
PDLIM4,-0.5423642548833119
FUT1,-0.5423724928485772
PIK3CG,-0.5427657830308199
ZNF766,-0.5435749899727107
RNF114,-0.5437319235447324
EIF2S2P3,-0.5440517786155663
KLHL18,-0.5441398934995788
UBE2L3,-0.5441449297160021
UFL1,-0.5442097970828454
RABL3,-0.5442856403946752
TNC,-0.5442909490765193
NRDE2,-0.5444198186446438
SOAT1,-0.5446259998702894
ENSG00000219928,-0.544877652907692
RPL41P1,-0.5452381753386151
RPL21P75,-0.5452792355672247
ACSS3,-0.5456540176250587
RPL30,-0.5458342013064819
PDCL3,-0.545879728092578
DDX50,-0.5458900515615261
HSBP1L1,-0.5460333909880322
HSD11B1-AS1,-0.5462327532138335
SMG9,-0.5462786302660749
PIGN,-0.5467062808965826
COMMD10,-0.5467102718014747
RPL39P3,-0.5467927280888818
LIMS2,-0.5472595821993256
NACA3P,-0.5476786006863348
TPRN,-0.5478638284859487
PNPT1,-0.5481042488689212
POLR2J,-0.5483344670747679
NOC2LP1,-0.5486015138105655
SKAP2,-0.5487457241932101
LMNB1,-0.5490201415882064
SGO2,-0.5492939162867752
RPS3AP47,-0.5499360585991693
TMC8,-0.5499728338157962
EZH1,-0.5504126181801152
SDE2,-0.5507203997257875
LPIN1,-0.5511781672345961
RBM39,-0.5516626259207209
TRAPPC3,-0.5517377481661145
PHF6,-0.5518432383398411
JPX,-0.5522090206166397
FUBP1,-0.5522267835297368
RPL26,-0.552635232286133
CAPN1-AS1,-0.5531716690989322
VPS33B,-0.5532451111709977
RPS2,-0.5534855781198642
RPL11,-0.5536667404208293
LINC00630,-0.5537245669110018
PSMA1,-0.5539547097107285
LRRC57,-0.5539868636834723
ZNF702P,-0.5542371485701008
DNPH1,-0.5550324176312231
RPS3AP5,-0.5553339134945072
TFPI2,-0.5555226688170118
PRELID2,-0.5555998011190637
FAF1,-0.5557763072445883
ARL2BP,-0.5559788508458925
GEMIN8,-0.5559918819630603
UCKL1,-0.556125438991733
HOMER2,-0.5563981690541777
LSM7,-0.556398685971188
NAB2,-0.5564471614035514
NDUFB5,-0.5564485866094406
LYPLA1P3,-0.5568030250504123
UNC13D,-0.5569266401701101
TRIM38,-0.5571233650424401
COL12A1,-0.5571976988665583
AP1S2,-0.5572709468016899
DCAF13P1,-0.5574482368138596
CLDN7,-0.5576080378900571
UROD,-0.5582310677356741
ZFYVE19,-0.5583374792116191
RFC3,-0.5596298119044905
MPRIP,-0.560135739415693
CREB5,-0.5603386885982551
ENSG00000241255,-0.5603786320813294
SUCLG2,-0.5606158127417356
ENSG00000185641,-0.56065811020235
CEP20,-0.5611283435975114
LCA5,-0.5612936550878875
SUPT7L,-0.5613930707963655
ISCU,-0.5622179165086711
MAGOH,-0.5623458975913724
TEX10,-0.5627000115913452
LRCH1,-0.5634716012874887
MT-ND4,-0.5635831639175581
RPS15AP1,-0.5639889639577405
SCAMP2,-0.5641465274627402
TARS2,-0.5641665360034172
RPL17P6,-0.564189949377389
NUFIP1P1,-0.5643485851393805
WASHC5,-0.5644141079408503
RAD50,-0.564796146293048
SSBP1,-0.5650560219290712
ARL15,-0.5652557665469553
RPS29,-0.5655708963028863
HAUS4,-0.5656672860106724
RBM33,-0.5658371940755349
DSN1,-0.565977201045603
ATP5F1D,-0.5660094664608892
NDRG3,-0.5661220042586961
RAB5C,-0.566290250386345
SND1,-0.5664461251561934
SLC7A5,-0.5664945347289073
NARS1,-0.5665970280743187
PPARGC1B,-0.5668751179809403
MCTP1,-0.5669922621166552
DUS4L,-0.5671213149473413
DUS3L,-0.5675687947816723
NME2P1,-0.5683175312898014
PSMA4,-0.5685092784507342
EIF3L,-0.5696111362614342
SUMO1,-0.5696865222667151
CEPT1,-0.5698473754672833
TMBIM6,-0.5699678732529092
WDR77,-0.5704344204615102
CHST7,-0.5704634143166869
DEK,-0.5704941547221356
DLGAP1-AS1,-0.5710718117852335
PDCD11,-0.5727369011902949
AKIP1,-0.5732847803581218
USP21,-0.573565857035747
PLPBP,-0.5736729509663157
DSE,-0.5738780232303573
HSP90B1,-0.5739510661917313
USP24,-0.5742807707932513
FBXO45,-0.574387429719817
CCNDBP1,-0.5744220696706122
BDNF,-0.5744436808594517
DHRS7,-0.5748929050310929
RPL7P22,-0.5753608896133966
SKIC3,-0.5754416072666599
GDAP1,-0.5761621242860934
LITAF,-0.5761639052018577
AKR7A2,-0.5768682726205792
FAM53C,-0.5769065588021869
MED20,-0.5769941457990613
ARPC5L,-0.5774564120996111
SET,-0.57752179866179
CPNE8,-0.5776275353326397
FSAF1,-0.5781896495350773
FIS1,-0.5783878410170651
ADAM19,-0.5786797650754325
WASH2P,-0.5789372961432645
PPP1CC,-0.5795002246459635
PIGB,-0.5796190100241128
JADE1,-0.5797963997968874
STARD4,-0.5806400843669846
COQ8B,-0.5807175736537921
PPIAP22,-0.5808701227060462
ATAD5,-0.5808952402302572
INTS6,-0.5809072734433529
BLTP3B,-0.5809835891807189
PRCC,-0.581016305578602
CTTNBP2NL,-0.5810507677239962
FGFR1OP2,-0.5815074200893369
TMEM41B,-0.581551346140964
CCNA2,-0.5816420104478297
PAAF1,-0.5820222862488384
TSEN15,-0.5822796082556132
SUPT4H1,-0.5823019637683073
NHP2P1,-0.582324755386368
ASB3,-0.5823515715552398
ATR,-0.5824440457481896
RCC1,-0.5826050675632873
ENSG00000250697,-0.5827075233092057
RPL21P16,-0.5827546716503127
FDFT1,-0.5829406255037464
TOP6BL,-0.5831745727769817
ADPRM,-0.5831926029972558
UPF3B,-0.583722399454728
MBOAT1,-0.5839233733592701
RPL17P7,-0.5842337514089158
PTGES3,-0.5842364457323885
EIF3J-DT,-0.5843948744274794
EIF4B,-0.5845024875952012
RPL3P4,-0.5845330104114694
ENOPH1,-0.584580859406705
MOCOS,-0.5846246291030737
ATAD2,-0.5847105927189635
RIMKLB,-0.5850117404507065
ATXN2,-0.5850344288645122
PPATP1,-0.5856545471716271
PSMC2,-0.5856596361956061
TMEM67,-0.5857096582555446
SNU13,-0.58571953483471
RPL32P3,-0.5861422063667016
CLIP1,-0.5861669431252658
EIF1P3,-0.5862951477189573
RPL7AP6,-0.5863761826205502
MOB1A,-0.5866645856863726
PKP4,-0.5867173888098851
XIRP2,-0.5868721149436638
CYP51A1P1,-0.5868980037882188
PTGES3P1,-0.5871613386116894
RPL37,-0.5877221934527732
RB1CC1,-0.5877263097630259
RPL24,-0.5879858116289265
NACA,-0.5885105102945216
RIPK4,-0.588575115996283
ENSG00000056661,-0.5887379292273867
RPL6P10,-0.5888544347806715
PLS3,-0.5892856031097355
MTF1,-0.5896340110027414
PSMC1P1,-0.5899082863761533
COPB1,-0.5900587940655653
MLLT3,-0.5901015340585016
MTNAP1,-0.5904781171984756
GLRB,-0.5908434735747297
BMS1P10,-0.591229900057794
HDHD2,-0.5912897124285941
SMIM8,-0.5913032491414721
HSPB1,-0.5916655868706058
ACER3,-0.591820234346345
OSBPL6,-0.5920038816698854
TYMSOS,-0.5921467447332418
TMEM39B,-0.5928001351177996
SDHD,-0.5931708106623583
PRELID1P6,-0.5931754827715885
INTS12,-0.5936812556776756
HNMT,-0.5941649261496553
FSCN1,-0.5947806269014695
RTN2,-0.5948634927711003
ZMYND8,-0.5949558006942604
RPL21,-0.5950552918194281
ENSG00000213846,-0.595152132118347
LBR,-0.5951992339593712
RPL24P8,-0.5952553820728195
LETMD1,-0.595278597378331
SF3B3,-0.5953227969478667
CDC7,-0.595520611087973
RTCB,-0.595537191776732
VIPAS39,-0.5955911800086613
ERP44,-0.5960278333929514
FHL3,-0.5962512301788531
ZFYVE27,-0.5964872392263261
GRPEL1,-0.596733766516981
KRT7,-0.5967995291628507
QSOX1,-0.5970724515102566
CHLSN,-0.5972668778430199
SPR,-0.597410767661013
ERAL1,-0.5974742537794167
ECE2,-0.597887661462004
SNRPD2,-0.5980034072717624
SRPK2,-0.5980256071311745
TNFRSF10B,-0.5988383785840519
SYAP1,-0.5989202720267794
DLGAP4,-0.5990125235331951
SLC67A1,-0.5994489314771074
TMEM120B,-0.5995498901729921
MIPOL1,-0.5996187006002559
KIF20B,-0.5998376454421144
LTV1,-0.6000691360250439
WDR11,-0.6001447216643225
RPL31,-0.6001461140605597
IAH1,-0.6003800878495547
LRIG3,-0.601117831372768
SLC50A1,-0.6018336604789076
CCT7,-0.6020676745523916
APOOL,-0.6020902462911315
RBMX2,-0.6027350814249854
CHCHD3P3,-0.602990429748101
RAB3A,-0.6033583834798878
NRSN2,-0.6035714632508977
FBXW9,-0.6035966168669399
RGS10,-0.6036287374497009
ARHGEF1,-0.6038345276294999
STAU2,-0.603838564824384
MRPS10,-0.6041355112567546
CHTOP,-0.604326176601929
ZCCHC7,-0.6048545474203122
EIF2S2,-0.6049573851257115
EIF4A1P7,-0.6054940822168913
UQCRC1,-0.6058912152856983
PKN2,-0.6061193887016469
NF2,-0.6065967769793672
ENSG00000223559,-0.6067861016746063
MRPL14,-0.6075855585185979
EXOSC2,-0.6078840138173678
SMIM11,-0.6081373930290657
MANEA,-0.6082181476363914
WRAP73,-0.6084179205073722
TRAF6,-0.6089245658816465
PCOLCE,-0.6098392963505621
IFT74,-0.6099434273588644
BRIX1,-0.6103724083400066
ENSG00000236624,-0.610677850536127
LINC00526,-0.6107866197964619
RPS2P46,-0.6110949916595763
KNL1,-0.6111572128326229
IL18,-0.6112587272796304
RPL22P2,-0.6113170782724369
PSMG1,-0.6120567066240603
EIF2S2P4,-0.6129884417276079
USP39,-0.6130027622327998
PARP4,-0.6131213305628846
NBAS,-0.6131918865747874
RPS2P5,-0.6133585031185103
ISCA1P1,-0.6135788543458319
ENAH,-0.6138129489413653
RPS3P3,-0.614227193996753
RPL4,-0.6143051447242831
DIPK1A,-0.6145357001644707
ATG3,-0.6150314906251486
DPYD,-0.6153695322546988
MPV17,-0.6159650181866425
ZNF668,-0.6162860524550158
ABCB8,-0.6165185311817878
CAMKMT,-0.6166214283025869
PRRC2C,-0.616747570438438
PIK3R4,-0.6168530496546496
SLC16A7,-0.6170506996253321
TUBA1C,-0.6171820599637394
SDHAF1,-0.6176899007231988
SYDE2,-0.618078097205637
PDIA3,-0.6180832106189955
CLCC1,-0.6183348066221015
NDUFA10,-0.6183466551395886
TIMM13,-0.61881708339474
TMEM225B,-0.6190339225854125
PA2G4P4,-0.6196441051282013
CMTM7,-0.6199414415701456
KRIT1,-0.620064929661843
TRIM13,-0.6203654542931569
MRPS31,-0.6203794093203889
ATRX,-0.6204509850035903
RPS3,-0.6204875771958314
XRN1,-0.6204950401790601
STAC,-0.6205006189513621
H4C3,-0.6210372650884644
TRIP13,-0.6210482266707931
ENSG00000112664,-0.621627056954481
ENSG00000258472,-0.6224549146263837
NR4A1,-0.6224664072270552
MINCR,-0.6226637756781295
XPOTP1,-0.6240995889692347
SOCS2,-0.6244844794527438
TENT2,-0.6245323746881388
GJA1,-0.6245470978659415
AGPAT4,-0.6246937997148576
