cell_id,population_label,group_order,total_counts,detected_genes,zero_fraction,pc1,pc2,pc3,pc4,pc5,H,S,M,R,glycolysis_score,oxphos_score,metabolic_balance_score,R_adjusted_raw,R_adjusted,R_minus_R_adjusted,S_refined,S_refined_raw
G1-2015-05-07-A-E3_S134_L000,G1,0,1518250,6422,0.892676894281226,23.20867557135457,-17.395394811180132,-23.664495598186,5.472003524994188,-22.170982131033394,-0.5777155829849208,0.3217491781119887,-0.6744907594765952,1.8472557452902407,-0.4513216072710655,0.228719117378612,-0.6800407246496776,1.010503265168925,1.3934172884130247,0.453838456877216,1.1738133335992662,1.069662645023903
G1-2015-05-07-A-E4_S135_L000,G1,0,1222228,5712,0.9045422641131052,6.292102511637584,-24.42277997222335,-12.191941803158253,-6.253805876505932,-8.876434685983336,-1.075867207796222,1.2039787271269728,-0.6744907594765952,2.365955911225671,0.2209817212777098,0.3014984645493957,-0.0805167432716859,1.8485886833782788,2.448398030608558,-0.08244211938288704,1.2183904831683363,1.1170384816370156
G1-2015-05-07-A-F1_S144_L000,G1,0,1392910,4738,0.9208195461078243,1.2103486476359182,-30.325118938140765,13.596055583554683,-6.211593602769345,22.58497479813403,-1.3244760052102529,0.781646348215889,-0.6744907594765952,2.1645883334718845,0.0850344800978189,-0.4674371756525992,0.5524716557504181,2.2891262386456175,3.0029460837341477,-0.8383577502622632,-0.2697250032276615,-0.464505354756149
G1-2015-05-07-A-F2_S145_L000,G1,0,1694442,5597,0.9064641197901,8.07364653153304,-7.167362114643494,-31.05806092509184,7.648923154903933,0.740949318914619,-0.7449221113104114,0.0,-0.6744907594765952,1.4792231362519637,-0.1500187607506447,0.5860715473081171,-0.7360903080587617,0.4814234337262814,0.7274123429402503,0.7518107933117134,-0.4529173747043467,-0.6591990923267962
G1-2015-05-07-A-F3_S146_L000,G1,0,1734316,5424,0.9093552591998396,16.092065593761124,-27.607730450084247,-27.606821268595542,-5.862210838430384,2.3252377577729995,-0.7851774872938833,1.1387927302522594,-0.6744907594765952,2.556739451157569,0.1401529980347136,0.104061241171513,0.0360917568632006,2.177719845312123,2.862707872961534,-0.3059684218039651,2.012779928345896,1.9613020769034568
G1-2015-05-07-A-G1_S154_L000,G1,0,1851065,6407,0.8929275711086601,41.55995728409776,-31.77254013856172,11.09380785274356,-0.2077814034027,-2.3930656778772965,-0.3556118701327724,-0.9535578522074604,-0.6744907594765952,1.0545428461566857,0.3237741976221706,0.3774457950808934,-0.0536715974587228,0.5252907655496215,0.782632478357956,0.2719103677987297,1.871246264209894,1.8108825051681032
G1-2015-05-07-A-G2_S155_L000,G1,0,1455616,5848,0.9022694608777032,17.365110936251522,-29.320374952753628,-11.426158057980995,6.133682616754016,-9.883532782122376,-0.8255048070356406,1.001765966897815,-0.6744907594765952,2.5002676103653947,-0.2713892109162404,0.1838160596221373,-0.4552052705383777,1.8093010967629768,2.398942871998307,0.10132473836708789,2.2151219032162333,2.176347687358616
G1-2015-05-07-A-G3_S156_L000,G1,0,1213178,4446,0.925699388348541,-19.139309538838475,-19.945001226540864,-12.364020367190168,-0.8535537250676352,6.015446922595192,-1.618303472479733,-0.8736872438601976,-0.6744907594765952,0.876353642273218,-0.6781691902674951,-0.2519259053034165,-0.4262432849640786,0.3590592460423866,0.573380476096981,0.30297316617623704,-0.2118914817021968,-0.4030408714269498
G1-2015-05-07-A-G4_S157_L000,G1,0,1718914,8439,0.8589692168855911,56.283739120802025,-15.793498624841458,4.540343804634931,30.087637067080347,-9.828884032158216,0.1465598856365815,-2.217194001138771,-0.6744907594765952,0.0658235735074382,0.419096875725936,0.4066019840226304,0.0124948917033055,-0.43578944854437673,-0.4271739393943821,0.49299751290182026,0.7708398209335856,0.6413892475541891
G1-2015-05-07-A-H2_S163_L000,G1,0,1034785,3382,0.9434807313078646,-51.69531683795687,-37.59344217482646,13.098321711446472,12.166908475168109,-1.08060606369477,-2.3833706269503967,-3.52922619155174,-0.6744907594765952,-1.011943830372274,-0.8057933442983389,-2.3658764558444503,1.5600831115461111,0.3773610339652831,0.5964187409168795,-1.6083625712891536,-1.3141746129549394,-1.5745286411127402
