mean_expr,variance_expr,used_in_fit
0.42118863049095606,67.81436853168425,True
0.0,0.0,False
56.37467700258398,53611.29707729196,True
35.958656330749356,45156.10709456272,True
25.05426356589147,37108.53331726688,True
65.26356589147287,116477.12206289844,True
492.1886304909561,1604284.6715802297,True
38.53229974160207,19359.82473122607,True
52.04651162790697,51797.95119893989,True
110.73385012919897,173284.9782035312,True
14.4031007751938,20147.624653572584,True
173.5684754521964,173208.9247031098,True
147.97416020671835,209589.75062591195,True
3.909560723514212,700.403716645926,True
0.01808785529715762,0.09552690417854899,True
0.45478036175710596,18.341861803965642,True
106.46770025839793,89094.04234780607,True
2.9483204134366927,411.80043110950544,True
58.18604651162791,27968.76840583207,True
88.7157622739018,98595.9449063478,True
0.30749354005167956,18.985513649569576,True
6.987080103359173,650.1112316075539,True
167.8139534883721,151215.11037474422,True
1977.5736434108528,11263685.929148098,True
4.056847545219639,1871.4786252694828,True
1.5865633074935401,467.53847183730426,True
0.1937984496124031,7.809495119893971,True
2.242894056847545,1262.329450670104,True
65.33333333333333,67997.59067357489,True
179.02583979328165,148762.06668808789,True
54.08527131782946,70794.7155078915,True
8.41343669250646,5427.015155775073,True
187.88888888888889,213684.7985031646,True
21.852713178294575,44051.93420894084,True
0.0,0.0,False
4.051679586563307,1605.0284103841036,True
0.04909560723514212,0.4975833768459372,True
132.87855297157623,218121.13288080253,True
160.52713178294573,294626.73695625865,True
227.5297157622739,208583.16167945226,True
166.5374677002584,156856.92799667938,True
32.671834625322994,26413.765085485156,True
333.36692506459946,465552.1240845613,True
6.4366925064599485,1595.909841881885,True
0.5426356589147286,51.75141583323284,True
57.974160206718345,22131.372387570198,True
0.2971576227390181,25.49955148545331,True
88.88113695090439,82797.78376243419,True
111.99741602067184,133784.25128864215,True
237.5891472868217,272898.5639233641,True
691.4392764857881,1902472.4645673567,True
93.21188630490956,70056.99643866102,True
77.7390180878553,71179.02238556236,True
450.98966408268734,533095.5335716489,True
4.142118863049095,1211.7491799547465,True
108.15245478036175,172452.15545380375,True
30.74160206718346,22938.04186582034,True
0.0,0.0,False
20.622739018087856,10110.085284706407,True
85.61757105943153,61633.14870600207,True
1.4909560723514212,272.1573014151648,True
49.83720930232558,69530.1884564404,True
1.20671834625323,254.75508428056938,True
0.00516795865633075,0.010335917312661388,True
0.0,0.0,False
49.50129198966408,35275.416449103664,True
0.9612403100775194,100.71611037474351,True
70.12403100775194,86106.77732256848,True
0.012919896640826873,0.017967358851802784,True
0.0,0.0,False
23.643410852713178,12301.14712615978,True
23.53488372093023,12904.876370647044,True
0.09560723514211886,3.5374677002584014,True
19.286821705426355,5411.940836245367,True
31.870801033591732,52357.12834210301,True
480.52713178294573,699573.4882515958,True
57.23255813953488,38578.25665742848,True
0.0103359173126615,0.02579962779986827,True
31.405684754521964,8918.226185216412,True
41.85271317829457,22019.939390288073,True
0.5503875968992248,58.9424026991201,True
0.14987080103359174,8.3971696723835,True
91.55555555555556,152743.21646517084,True
58.24547803617571,56466.2996880476,True
18.532299741602067,10895.788461795952,True
15.015503875968992,11289.58525123504,True
81.5297157622739,109678.80416649989,True
122.88372093023256,142487.55380166296,True
15.868217054263566,6670.213158211831,True
0.03875968992248062,0.4466803229304817,True
6.475452196382429,2547.555742994483,True
80.02067183462532,81326.0358409987,True
103.3204134366925,113206.36339050226,True
58.6124031007752,69190.76647788913,True
481.65374677002586,25097670.68808824,True
0.08010335917312661,1.5298362587192533,True
22.454780361757106,20669.792639006046,True
42.79586563307493,34781.00226265551,True
64.72093023255815,160898.75093384742,True
3.7674418604651163,1011.515724786107,True
641.9250645994832,888715.706805372,True
46.4702842377261,41189.85079862388,True
0.0,0.0,False
187.70801033591732,286782.17099784344,True
123.54263565891473,116011.1555609112,True
293.4186046511628,266639.49270996574,True
23.09043927648579,19895.305271049867,True
137.40051679586563,142180.56196864395,True
18.108527131782946,9350.625497047846,True
0.11627906976744186,1.5382576214001584,True
77.40310077519379,54276.7541872513,True
393.0594315245478,497105.75034475233,True
227.79586563307492,341837.1058895975,True
6.640826873385013,5700.422473925924,True
0.007751937984496124,0.023255813953488344,True
262.9198966408269,487252.52983626106,True
120.20671834625323,87383.61000656046,True
0.12144702842377261,3.189875620891476,True
47.81653746770026,97741.47661699602,True
3.8372093023255816,762.0433787203178,True
0.0,0.0,False
0.06459948320413436,1.6149870801033648,True
20.335917312661497,13370.073395723637,True
0.9689922480620154,342.6259790336226,True
0.06459948320413436,1.6149870801033916,True
0.3488372093023256,12.849499939751801,True
115.25581395348837,205431.95770574926,True
0.0,0.0,False
0.13178294573643412,6.720930232558209,True
283.9767441860465,439566.8621520676,True
0.0,0.0,False
27.710594315245476,15274.190638765145,True
