gene_id,mean_a,mean_b,delta_mean_a_minus_b,detected_frac_a,detected_frac_b,delta_detected_frac_a_minus_b,u_statistic,p_value,group_a,group_b,q_value_bh,abs_delta_mean,is_ercc
ENSG00000204628,3041.494832826745,766.424999999999,2275.0698328267463,0.9902735562310215,0.896031746031743,0.09424181019927858,3440697.5,7.746178865437005e-285,D2_1,D2_2,2.4266090935603676e-282,2275.0698328267463,False
ENSG00000198712,3448.3568389057727,1314.6623015872983,2133.6945373184744,0.9987841945288941,0.9761904761904728,0.022593718338421276,3275658.5,1.1232875663111342e-220,D2_1,D2_2,6.531236417756026e-219,2133.6945373184744,False
ENSG00000096384,2519.7799392097318,399.09325396825415,2120.686685241478,0.9556231003039689,0.6940476190476167,0.2615754812563522,3527355.0,0.0,D2_1,D2_2,0.0,2120.686685241478,False
ENSG00000132475,2855.5215805471157,797.6285714285711,2057.893009118545,0.9951367781155201,0.8932539682539652,0.10188280986155496,3432160.0,2.553554019192936e-281,D2_1,D2_2,6.876676174493257e-279,2057.893009118545,False
ENSG00000198034,2932.1507598784156,887.8456349206336,2044.305124957782,0.9872340425532099,0.8972222222222191,0.09001182033099075,3335375.5,5.500826027171581e-243,D2_1,D2_2,5.3105458815775954e-241,2044.305124957782,False
ENSG00000198886,3203.180547112456,1211.5674603174573,1991.613086794999,1.0000000000000187,0.9698412698412665,0.030158730158752145,3297328.5,1.2714778166441291e-228,D2_1,D2_2,8.791524543012335e-227,1991.613086794999,False
ENSG00000198727,3322.0936170212844,1338.228571428563,1983.8650455927213,0.9993920972644564,0.9559523809523777,0.04343971631207877,3202438.0,7.015675847307959e-195,D2_1,D2_2,2.2912898777910035e-193,1983.8650455927213,False
ENSG00000211459,2709.2680851063856,887.8392857142843,1821.4287993921012,1.0000000000000187,0.9928571428571394,0.007142857142879211,3329469.0,1.1506469482431226e-240,D2_1,D2_2,1.0576305781755649e-238,1821.4287993921012,False
ENSG00000174444,2424.233434650458,614.5642857142855,1809.6691489361726,0.9920972644377085,0.9063492063492032,0.08574805808850527,3452894.0,7.077384352011141e-290,D2_1,D2_2,2.649703653740756e-287,1809.6691489361726,False
ENSG00000198888,2681.643161094223,898.8329365079344,1782.8102245862888,0.9981762917933318,0.9769841269841236,0.021192164809208158,3290760.0,3.377116308732884e-226,D2_1,D2_2,2.2059036314489263e-224,1782.8102245862888,False
ENSG00000070756,2442.790273556229,740.3130952380927,1702.477178318136,0.9981762917933318,0.9444444444444412,0.05373184734889058,3423535.0,1.0182856706284239e-277,D2_1,D2_2,2.3329380662904934e-275,1702.477178318136,False
ENSG00000087086,2123.855927051672,495.94682539682503,1627.909101654847,0.9896656534954592,0.8603174603174574,0.12934819317800184,3340136.0,6.6827117764124964e-245,D2_1,D2_2,6.793352699863035e-243,1627.909101654847,False
ENSG00000198763,2221.3343465045614,630.2690476190467,1591.0652988855147,0.9993920972644564,0.9789682539682506,0.020423843296205835,3304352.0,3.159243052171444e-231,D2_1,D2_2,2.3427237126005637e-229,1591.0652988855147,False
ENSG00000074800,1925.4462006079038,342.3563492063487,1583.0898514015553,0.94285714285716,0.6551587301587279,0.2876984126984321,3477643.0,5.925407946189819e-304,D2_1,D2_2,2.934032644323023e-301,1583.0898514015553,False
ENSG00000137154,2253.0224924012164,677.4436507936528,1575.5788416075636,0.9896656534954592,0.9170634920634889,0.07260216143197029,3299776.0,1.4557784202155027e-229,D2_1,D2_2,1.0297787442538233e-227,1575.5788416075636,False
ENSG00000089157,2051.505775075992,510.9480158730155,1540.5577592029765,0.9823708206687113,0.87301587301587,0.10935494765284126,3408877.0,6.417681134295126e-272,D2_1,D2_2,1.2469798153345593e-269,1540.5577592029765,False
ENSG00000111640,1817.0097264437682,278.1404761904755,1538.8692502532926,0.9872340425532099,0.8003968253968227,0.18683721715638724,3652945.0,0.0,D2_1,D2_2,0.0,1538.8692502532926,False
ENSG00000167460,1686.3203647416403,185.41269841269815,1500.9076663289422,0.9258358662614149,0.5091269841269824,0.41670888213443247,3583222.5,0.0,D2_1,D2_2,0.0,1500.9076663289422,False
