cell_id,total_counts,detected_genes,mito_counts,mito_fraction,ribo_counts,ribo_fraction,log10_total_counts,log10_detected_genes,state_domain
GSM4917408_P1_untreated_TALL_062716_plate5_E8_rep_1_NA,1504133.0,5698.0,244755.0,0.16272164762025698,81630.0,0.054270466773882364,6.177286239588276,3.755722444903458,D2
GSM4917409_P1_untreated_TALL_062716_plate5_F10_rep_1_NA,854499.0,3535.0,87513.0,0.10241439720818865,52013.0,0.06086958557002407,5.931711558812477,3.5483894181329183,D2
GSM4917410_P1_untreated_TALL_062716_plate5_F11_rep_1_NA,792832.0,4108.0,113979.0,0.14376185623183727,38497.0,0.04855631457862448,5.899181170668636,3.6136304349252404,D2
GSM4917411_P1_untreated_TALL_062716_plate5_F12_rep_1_NA,1033254.0,4754.0,94271.0,0.09123700464745357,48756.0,0.04718684853869426,6.014207095226008,3.6770591773921613,D2
GSM4917412_P1_untreated_TALL_062716_plate5_F1_rep_1_NA,1684486.0,2801.0,316793.0,0.1880650833548038,212641.0,0.12623494644657182,6.226467405849633,3.4473131088235682,D2
GSM4917413_P1_untreated_TALL_062716_plate5_F2_rep_1_NA,1021477.0,4817.0,138355.0,0.13544602570591407,65161.0,0.06379096151944684,6.0092285923237885,3.682776646314434,D2
GSM4917414_P1_untreated_TALL_062716_plate5_F3_rep_1_NA,1255006.0,3513.0,197156.0,0.15709566328766555,83537.0,0.06656302838392804,6.098645802120374,3.5456781497920256,D2
GSM4917415_P1_untreated_TALL_062716_plate5_F4_rep_1_NA,1683258.0,4315.0,286936.0,0.17046465841837674,118324.0,0.07029463100724903,6.226150687211035,3.6349808000512285,D2
GSM4917416_P1_untreated_TALL_062716_plate5_F5_rep_1_NA,1554364.0,6441.0,208196.0,0.13394288596493487,55015.0,0.03539389743972454,6.191552729188226,3.808953299155911,D2
GSM4917417_P1_untreated_TALL_062716_plate5_F6_rep_1_NA,1420616.0,5596.0,342959.0,0.24141569572636096,52287.0,0.036805864498217676,6.152476701700657,3.74787770581979,D2
GSM4917418_P1_untreated_TALL_062716_plate5_F7_rep_1_NA,1099855.0,3790.0,250378.0,0.22764637156716114,91446.0,0.08314368712239341,6.041335433475758,3.578639209968072,D2
GSM4917419_P1_untreated_TALL_062716_plate5_F8_rep_1_NA,1427318.0,5910.0,181279.0,0.1270067357099119,67439.0,0.04724875605856579,6.15452074274285,3.7715874808812555,D2
GSM4917420_P1_untreated_TALL_062716_plate5_F9_rep_1_NA,2113426.0,6170.0,338058.0,0.15995733941003848,85483.0,0.040447595515527866,6.324987045941099,3.7902851640332416,D2
GSM4917421_P1_untreated_TALL_062716_plate5_G10_rep_1_NA,870873.0,5054.0,116775.0,0.13408958596718465,41348.0,0.0474787942673616,5.939954826166468,3.703635237583896,D2
GSM4917422_P1_untreated_TALL_062716_plate5_G11_rep_1_NA,1166581.0,4298.0,199712.0,0.17119428483748664,109373.0,0.09375517002248451,6.066914898836366,3.6332664111554247,D2
GSM4917423_P1_untreated_TALL_062716_plate5_G12_rep_1_NA,688400.0,4736.0,85075.0,0.12358367228355607,26092.0,0.03790238233585125,5.837840861655523,3.6754116937148633,D2
GSM4917424_P1_untreated_TALL_062716_plate5_G1_rep_1_NA,577669.0,4470.0,77598.0,0.13432952088479735,15258.0,0.026413049687623882,5.761679062209623,3.6503075231319366,D2
GSM4917425_P1_untreated_TALL_062716_plate5_G2_rep_1_NA,1131668.0,4937.0,163790.0,0.14473326099173964,68814.0,0.06080758667736474,6.053719035583723,3.6934631272195313,D2
GSM4917426_P1_untreated_TALL_062716_plate5_G3_rep_1_NA,895138.0,5284.0,112155.0,0.12529353015959552,40134.0,0.0448355449103937,5.95188999399577,3.7229628089424898,D2
GSM4917427_P1_untreated_TALL_062716_plate5_G4_rep_1_NA,722739.0,4063.0,129331.0,0.17894564981272632,26472.0,0.036627330198038294,5.858981490483608,3.6088468223264116,D2
GSM4917428_P1_untreated_TALL_062716_plate5_G5_rep_1_NA,1613471.0,6136.0,207319.0,0.1284925480532343,58189.0,0.0360644845801381,6.207761163943109,3.7878853509409245,D2
GSM4917429_P1_untreated_TALL_062716_plate5_G6_rep_1_NA,947756.0,2752.0,174786.0,0.1844208847002815,66331.0,0.06998742292319964,5.976696542514081,3.4396484295634737,D2
GSM4917430_P1_untreated_TALL_062716_plate5_G7_rep_1_NA,888467.0,5006.0,120439.0,0.13555821431747042,48857.0,0.054990224735415046,5.9486413016021435,3.6994908452722046,D2
GSM4917431_P1_untreated_TALL_062716_plate5_G8_rep_1_NA,1049462.0,5017.0,118791.0,0.11319228328419705,59358.0,0.05656040904768348,6.0209667178216195,3.7004441010277516,D2
GSM4917432_P1_untreated_TALL_062716_plate5_G9_rep_1_NA,730483.0,4345.0,163145.0,0.22333853080769847,45442.0,0.062208155425930514,5.863610113368055,3.6379897807846855,D2
GSM4917433_P1_untreated_TALL_062716_plate5_H10_rep_1_NA,861713.0,3142.0,185118.0,0.21482558578088065,52068.0,0.06042383020796947,5.935362644861179,3.4972061807039547,D2
GSM4917434_P1_untreated_TALL_062716_plate5_H11_rep_1_NA,998656.0,5195.0,150997.0,0.15120021308638812,49606.0,0.04967276018969495,5.999415915623641,3.7155855518931964,D2
GSM4917435_P1_untreated_TALL_062716_plate5_H1_rep_1_NA,824889.0,4401.0,94979.0,0.11514155237856245,33078.0,0.040099940719296776,5.916395512270195,3.643551368562945,D2
GSM4917436_P1_untreated_TALL_062716_plate5_H2_rep_1_NA,732924.0,4419.0,104669.0,0.14281016858501017,29426.0,0.04014877395200594,5.86505894313792,3.6453240015622934,D2
GSM4917437_P1_untreated_TALL_062716_plate5_H3_rep_1_NA,687557.0,4907.0,107566.0,0.15644666551282294,35327.0,0.051380467364887564,5.837308707970412,3.6908160579809155,D2
GSM4917438_P1_untreated_TALL_062716_plate5_H4_rep_1_NA,1024529.0,4711.0,210092.0,0.20506203338314485,62416.0,0.060921652778984293,6.010524255916057,3.673113104238234,D2
GSM4917439_P1_untreated_TALL_062716_plate5_H5_rep_1_NA,911993.0,4143.0,77777.0,0.08528245282584405,54471.0,0.059727432118448276,5.959991504914995,3.6173149332982937,D2
GSM4917440_P1_untreated_TALL_062716_plate5_H6_rep_1_NA,1010404.0,5271.0,185952.0,0.18403727617863747,38154.0,0.03776113317049418,6.004495056841107,3.7218930162149575,D2
GSM4917441_P1_untreated_TALL_062716_plate5_H7_rep_1_NA,1040193.0,4322.0,119394.0,0.1147806224421814,54435.0,0.05233163461011562,6.017113926855077,3.6356847625472226,D2
GSM4917442_P1_untreated_TALL_062716_plate5_H8_rep_1_NA,1303955.0,4647.0,302754.0,0.23218132527579555,32262.0,0.02474165136066812,6.1152626039810976,3.6671726724788685,D2
GSM4917443_P1_untreated_TALL_062716_plate5_H9_rep_1_NA,643051.0,4016.0,115577.0,0.17973224518739572,34228.0,0.05322750450586346,5.808245417932373,3.603793704136963,D2
GSM4917444_P1_untreated_TALL_071717_plate2_A10_rep_1_NA,47024.0,6459.0,12500.0,0.2658217080639673,1383.0,0.029410513780197347,4.672319568728537,3.8101652845431495,D2
GSM4917445_P1_untreated_TALL_071717_plate2_A11_rep_1_NA,203586.0,5000.0,26887.0,0.13206703800850747,9668.0,0.047488530645525724,5.308747909559624,3.6989700043360187,D2
GSM4917446_P1_untreated_TALL_071717_plate2_A12_rep_1_NA,196.0,69.0,8.0,0.04081632653061224,3.0,0.015306122448979591,2.292256071356476,1.8388490907372552,D1
GSM4917447_P1_untreated_TALL_071717_plate2_A1_rep_1_NA,36.0,34.0,2.0,0.05555555555555555,2.0,0.05555555555555555,1.5563025007672873,1.5314789170422551,D1
GSM4917448_P1_untreated_TALL_071717_plate2_A2_rep_1_NA,29.0,10.0,15.0,0.5172413793103449,0.0,0.0,1.462397997898956,1.0,D1
GSM4917449_P1_untreated_TALL_071717_plate2_A3_rep_1_NA,484.0,71.0,45.0,0.09297520661157024,3.0,0.006198347107438017,2.6848453616444123,1.8512583487190752,D1
GSM4917450_P1_untreated_TALL_071717_plate2_A4_rep_1_NA,770.0,36.0,86.0,0.11168831168831168,0.0,0.0,2.886490725172482,1.5563025007672873,D1
GSM4917451_P1_untreated_TALL_071717_plate2_A5_rep_1_NA,243902.0,8546.0,45480.0,0.18646833564300416,11225.0,0.04602258284064911,5.387215361549494,3.9317628884811775,D2
GSM4917452_P1_untreated_TALL_071717_plate2_A6_rep_1_NA,353.0,37.0,3.0,0.0084985835694051,4.0,0.0113314447592068,2.5477747053878224,1.568201724066995,D1
GSM4917453_P1_untreated_TALL_071717_plate2_A7_rep_1_NA,211.0,21.0,9.0,0.04265402843601896,0.0,0.0,2.3242824552976926,1.3222192947339193,D1
GSM4917454_P1_untreated_TALL_071717_plate2_A8_rep_1_NA,408.0,28.0,9.0,0.022058823529411766,137.0,0.33578431372549017,2.61066016308988,1.4471580313422192,D1
GSM4917455_P1_untreated_TALL_071717_plate2_A9_rep_1_NA,12691.0,2789.0,4721.0,0.3719959026081475,1204.0,0.0948703805846663,4.103495844109766,3.44544851426605,D2
GSM4917456_P1_untreated_TALL_071717_plate2_B10_rep_1_NA,195205.0,4102.0,27299.0,0.13984785225788274,7935.0,0.04064957352526831,5.290490937534562,3.6129956560323473,D2
GSM4917457_P1_untreated_TALL_071717_plate2_B11_rep_1_NA,581770.0,3276.0,225776.0,0.38808463825910583,32536.0,0.055925881362050296,5.764751322324621,3.5153438930883807,D2
GSM4917458_P1_untreated_TALL_071717_plate2_B12_rep_1_NA,754171.0,4198.0,42918.0,0.05690751832144169,50865.0,0.06744491633860225,5.877469828544117,3.623042434246382,D2
GSM4917459_P1_untreated_TALL_071717_plate2_B1_rep_1_NA,485712.0,3229.0,36480.0,0.07510623579405079,24627.0,0.0507028856606384,5.686378833284451,3.5090680450171616,D2
GSM4917460_P1_untreated_TALL_071717_plate2_B2_rep_1_NA,115041.0,741.0,79476.0,0.6908493493624013,1127.0,0.009796507332168532,5.060852648183055,2.869818207979328,D1
GSM4917461_P1_untreated_TALL_071717_plate2_B3_rep_1_NA,215555.0,3075.0,36277.0,0.16829579457679014,11654.0,0.05406508779661803,5.333558101173784,3.4878451201114355,D2
GSM4917462_P1_untreated_TALL_071717_plate2_B4_rep_1_NA,145622.0,627.0,127085.0,0.8727046737443518,416.0,0.002856711211218085,5.163226991438824,2.7972675408307164,D1
GSM4917463_P1_untreated_TALL_071717_plate2_B5_rep_1_NA,29988.0,1126.0,9006.0,0.3003201280512205,703.0,0.023442710417500335,4.476947502174075,3.0515383905153275,D2
GSM4917464_P1_untreated_TALL_071717_plate2_B6_rep_1_NA,235846.0,4870.0,32982.0,0.13984549239758148,10199.0,0.04324432044639299,5.372628514914309,3.6875289612146345,D2
GSM4917465_P1_untreated_TALL_071717_plate2_B7_rep_1_NA,279137.0,4881.0,42466.0,0.15213318191425715,15533.0,0.05564651049484662,5.445817406645586,3.6885088076565213,D2
GSM4917466_P1_untreated_TALL_071717_plate2_B8_rep_1_NA,230982.0,2915.0,68426.0,0.2962395338164879,11489.0,0.04973980656501372,5.36357813744513,3.464638559095033,D2
GSM4917467_P1_untreated_TALL_071717_plate2_B9_rep_1_NA,190201.0,5051.0,25027.0,0.1315818528819512,7961.0,0.04185572105299131,5.27921279595229,3.7033773685123497,D2
GSM4917468_P1_untreated_TALL_071717_plate2_C10_rep_1_NA,166098.0,1816.0,64108.0,0.38596491228070173,7885.0,0.04747197437657286,5.220364403106463,3.2591158441850663,D2
GSM4917469_P1_untreated_TALL_071717_plate2_C11_rep_1_NA,308757.0,3623.0,57586.0,0.18650913177676942,10274.0,0.033275358939230525,5.489616812508731,3.559068334034537,D2
GSM4917470_P1_untreated_TALL_071717_plate2_C12_rep_1_NA,911.0,78.0,627.0,0.6882546652030735,0.0,0.0,2.9595183769729982,1.8920946026904804,D1
GSM4917471_P1_untreated_TALL_071717_plate2_C1_rep_1_NA,66195.0,758.0,17280.0,0.2610469068660775,1996.0,0.03015333484402145,4.820825186502874,2.8796692056320534,D2
GSM4917472_P1_untreated_TALL_071717_plate2_C2_rep_1_NA,253163.0,4188.0,39512.0,0.15607335985116308,6072.0,0.023984547504967157,5.403400233454263,3.622006673006805,D2
GSM4917473_P1_untreated_TALL_071717_plate2_C3_rep_1_NA,161554.0,3151.0,20254.0,0.12536984537677803,6002.0,0.037151664458942524,5.208317715411054,3.4984484031739997,D2
GSM4917474_P1_untreated_TALL_071717_plate2_C4_rep_1_NA,439601.0,3466.0,88755.0,0.20189899477025758,22510.0,0.051205525010179685,5.643058671681362,3.539828558377898,D2
GSM4917475_P1_untreated_TALL_071717_plate2_C5_rep_1_NA,174149.0,2670.0,21832.0,0.12536391251169976,13045.0,0.07490711976525849,5.240920984991621,3.4265112613645754,D2
GSM4917476_P1_untreated_TALL_071717_plate2_C6_rep_1_NA,277373.0,5312.0,42537.0,0.1533566713414788,6880.0,0.024804144599510407,5.443064183767887,3.7252580663599613,D2
GSM4917477_P1_untreated_TALL_071717_plate2_C7_rep_1_NA,370259.0,3667.0,27590.0,0.0745154067828196,18058.0,0.04877126551954172,5.568505623851808,3.5643109099606027,D2
GSM4917478_P1_untreated_TALL_071717_plate2_C8_rep_1_NA,311793.0,4663.0,32668.0,0.10477464215040107,9529.0,0.030561943340613806,5.4938663607069,3.668665415454492,D2
GSM4917479_P1_untreated_TALL_071717_plate2_C9_rep_1_NA,870998.0,5330.0,129294.0,0.14844350962918398,31130.0,0.0357406101965791,5.940017157774642,3.7267272090265724,D2
GSM4917480_P1_untreated_TALL_071717_plate2_D10_rep_1_NA,346068.0,1880.0,284908.0,0.8232717269438377,2329.0,0.006729891235248564,5.5391614430793625,3.2741578492636796,D2
GSM4917481_P1_untreated_TALL_071717_plate2_D11_rep_1_NA,84.0,19.0,48.0,0.5714285714285714,0.0,0.0,1.9242792860618816,1.2787536009528289,D1
GSM4917482_P1_untreated_TALL_071717_plate2_D12_rep_1_NA,43517.0,3606.0,12787.0,0.2938391892823494,703.0,0.016154606245834962,4.638658948079045,3.557025722386383,D2
GSM4917483_P1_untreated_TALL_071717_plate2_D1_rep_1_NA,397407.0,2604.0,40929.0,0.10299013354067744,22184.0,0.05582186524142756,5.599235512584061,3.4156409798961542,D2
GSM4917484_P1_untreated_TALL_071717_plate2_D2_rep_1_NA,380386.0,4546.0,46137.0,0.12128995283738098,11594.0,0.0304795654939982,5.580224524472963,3.657629431388952,D2
GSM4917485_P1_untreated_TALL_071717_plate2_D3_rep_1_NA,89162.0,2162.0,13490.0,0.15129763800722282,2279.0,0.02556021623561607,4.950179801611947,3.3348556896172914,D2
GSM4917486_P1_untreated_TALL_071717_plate2_D4_rep_1_NA,129331.0,3523.0,62270.0,0.48147775861935654,3529.0,0.02728657475779202,5.11170263559414,3.5469126431812423,D2
GSM4917487_P1_untreated_TALL_071717_plate2_D5_rep_1_NA,315831.0,3050.0,83136.0,0.26322938533582835,26632.0,0.0843235781161444,5.499454755400549,3.484299839346786,D2
GSM4917488_P1_untreated_TALL_071717_plate2_D6_rep_1_NA,124020.0,3343.0,27704.0,0.22338332527011773,3216.0,0.025931301402999516,5.093491727010932,3.5241363765925686,D2
GSM4917489_P1_untreated_TALL_071717_plate2_D7_rep_1_NA,192425.0,3725.0,15924.0,0.08275431986488242,5487.0,0.028515005846433676,5.284261495231517,3.5711262770843115,D2
GSM4917490_P1_untreated_TALL_071717_plate2_D8_rep_1_NA,274796.0,4585.0,65036.0,0.23667011164645774,9055.0,0.03295171690999869,5.439010406733325,3.66133934000604,D2
GSM4917491_P1_untreated_TALL_071717_plate2_D9_rep_1_NA,248729.0,4768.0,41473.0,0.16673970465848373,11039.0,0.04438163623863723,5.395726423813284,3.67833624673218,D2
GSM4917492_P1_untreated_TALL_071717_plate2_E10_rep_1_NA,501613.0,4156.0,122374.0,0.2439609818724794,26617.0,0.0530628193447937,5.700368783315293,3.6186755388851397,D2
GSM4917493_P1_untreated_TALL_071717_plate2_E11_rep_1_NA,204102.0,5043.0,37711.0,0.18476546040705139,9066.0,0.04441896698709469,5.309847260398129,3.7026889681591335,D2
GSM4917494_P1_untreated_TALL_071717_plate2_E12_rep_1_NA,255840.0,2760.0,71785.0,0.28058552220137584,16747.0,0.06545888055034396,5.407968446402159,3.4409090820652177,D2
GSM4917495_P1_untreated_TALL_071717_plate2_E1_rep_1_NA,374571.0,5768.0,45137.0,0.1205031889815282,11491.0,0.030677762026424898,5.573534150435083,3.7610252517113727,D2
GSM4917496_P1_untreated_TALL_071717_plate2_E2_rep_1_NA,431832.0,4900.0,34416.0,0.07969766020118935,18249.0,0.04225948980158951,5.635314821667708,3.690196080028514,D2
GSM4917497_P1_untreated_TALL_071717_plate2_E3_rep_1_NA,325804.0,3783.0,33999.0,0.10435415157579403,25181.0,0.07728879940086678,5.512956411977597,3.577836341292744,D2
GSM4917498_P1_untreated_TALL_071717_plate2_E4_rep_1_NA,222662.0,3965.0,7705.0,0.0346040186470974,17093.0,0.07676657894027719,5.347646105680342,3.598243191653623,D2
GSM4917499_P1_untreated_TALL_071717_plate2_E5_rep_1_NA,136446.0,1217.0,75061.0,0.5501150638347772,7094.0,0.05199126394324494,5.134960808577622,3.085290578230065,D2
GSM4917500_P1_untreated_TALL_071717_plate2_E6_rep_1_NA,137626.0,1281.0,70004.0,0.5086538880734744,11910.0,0.08653888073474489,5.138700487604906,3.1075491297446862,D2
GSM4917501_P1_untreated_TALL_071717_plate2_E7_rep_1_NA,199246.0,3470.0,52249.0,0.2622336207502284,6465.0,0.03244732642060568,5.299389611396306,3.5403294747908736,D2
GSM4917502_P1_untreated_TALL_071717_plate2_E8_rep_1_NA,198524.0,4603.0,35663.0,0.17964074872559488,9803.0,0.04937942012048921,5.297813017081535,3.663040974893974,D2
GSM4917503_P1_untreated_TALL_071717_plate2_E9_rep_1_NA,223477.0,5512.0,18629.0,0.0833598088393884,9813.0,0.04391055902844588,5.349232832671165,3.7413092088995694,D2
GSM4917504_P1_untreated_TALL_071717_plate2_F10_rep_1_NA,128618.0,214.0,123483.0,0.9600755726259155,129.0,0.0010029700352983252,5.10930175205349,2.330413773349191,D1
GSM4917505_P1_untreated_TALL_071717_plate2_F11_rep_1_NA,269604.0,361.0,256751.0,0.9523263749795997,246.0,0.0009124493701873859,5.430726331353789,2.5575072019056577,D1
GSM4917506_P1_untreated_TALL_071717_plate2_F12_rep_1_NA,382550.0,2163.0,201194.0,0.525928636779506,16640.0,0.04349758201542282,5.582688206299978,3.3350565194390915,D2
GSM4917507_P1_untreated_TALL_071717_plate2_F1_rep_1_NA,241267.0,4738.0,33240.0,0.1377726750861079,11472.0,0.047548981004447356,5.382497924072112,3.6755950563867463,D2
GSM4917508_P1_untreated_TALL_071717_plate2_F2_rep_1_NA,157200.0,280.0,146773.0,0.9336704834605598,78.0,0.0004961832061068703,5.196452541703389,2.4471580313422194,D1
GSM4917509_P1_untreated_TALL_071717_plate2_F3_rep_1_NA,283528.0,3650.0,47916.0,0.16899918173866427,14422.0,0.050866228379560396,5.452595954393042,3.5622928644564746,D2
GSM4917510_P1_untreated_TALL_071717_plate2_F4_rep_1_NA,495058.0,5310.0,61727.0,0.12468640038136945,24133.0,0.048747823487348955,5.694656082982744,3.725094521081469,D2
GSM4917511_P1_untreated_TALL_071717_plate2_F5_rep_1_NA,203225.0,2139.0,2672.0,0.013147988682494772,8510.0,0.04187476934432279,5.307977132225089,3.330210784571528,D2
GSM4917512_P1_untreated_TALL_071717_plate2_F6_rep_1_NA,130984.0,1733.0,76526.0,0.5842392964026141,1768.0,0.013497831796249924,5.1172182488153535,3.238798562713917,D2
GSM4917513_P1_untreated_TALL_071717_plate2_F7_rep_1_NA,536295.0,5526.0,123252.0,0.22982127373926664,22255.0,0.0414976831781016,5.7294037479559226,3.7424108805804925,D2
GSM4917514_P1_untreated_TALL_071717_plate2_F8_rep_1_NA,357720.0,4257.0,70382.0,0.19675164933467518,22116.0,0.06182489097618249,5.553543222080256,3.6291036501771363,D2
GSM4917515_P1_untreated_TALL_071717_plate2_F9_rep_1_NA,171453.0,3480.0,77698.0,0.4531737560730929,3403.0,0.019848004992621886,5.234145088588012,3.5415792439465807,D2
GSM4917516_P1_untreated_TALL_071717_plate2_G10_rep_1_NA,276999.0,1617.0,112493.0,0.406113379470684,9810.0,0.03541529030790725,5.442478201211503,3.208710019906401,D2
GSM4917517_P1_untreated_TALL_071717_plate2_G11_rep_1_NA,208442.0,4765.0,14025.0,0.06728490419397243,7686.0,0.03687356674758446,5.318985231568206,3.6780629049743454,D2
GSM4917518_P1_untreated_TALL_071717_plate2_G12_rep_1_NA,120220.0,3186.0,19540.0,0.16253535185493262,5209.0,0.043328897022126105,5.079976723632598,3.503245771465113,D2
GSM4917519_P1_untreated_TALL_071717_plate2_G1_rep_1_NA,97107.0,2627.0,14111.0,0.14531393205433182,4238.0,0.043642579834615426,4.9872505373415645,3.4194600727860704,D2
GSM4917520_P1_untreated_TALL_071717_plate2_G2_rep_1_NA,401112.0,2937.0,127632.0,0.31819541674145874,23576.0,0.05877660104908355,5.603265654890711,3.4679039465228003,D2
GSM4917521_P1_untreated_TALL_071717_plate2_G3_rep_1_NA,43303.0,1318.0,9168.0,0.21171743297231138,3407.0,0.07867815162921737,4.636517984998013,3.119915410257991,D2
GSM4917522_P1_untreated_TALL_071717_plate2_G4_rep_1_NA,32483.0,830.0,11130.0,0.3426407659391066,3920.0,0.12067850875842749,4.511656132123304,2.9190780923760737,D2
GSM4917523_P1_untreated_TALL_071717_plate2_G5_rep_1_NA,92580.0,3286.0,12388.0,0.13380859796932382,6334.0,0.06841650464463167,4.966517176446792,3.516667559099043,D2
GSM4917524_P1_untreated_TALL_071717_plate2_G6_rep_1_NA,26858.0,987.0,17228.0,0.6414476133740412,321.0,0.011951746220865292,4.429073669490439,2.9943171526696366,D1
GSM4917525_P1_untreated_TALL_071717_plate2_G7_rep_1_NA,219598.0,4143.0,47599.0,0.21675516170456927,12323.0,0.05611617592145648,5.341628380436893,3.6173149332982937,D2
GSM4917526_P1_untreated_TALL_071717_plate2_G8_rep_1_NA,310.0,36.0,236.0,0.7612903225806451,6.0,0.01935483870967742,2.4913616938342726,1.5563025007672873,D1
GSM4917527_P1_untreated_TALL_071717_plate2_G9_rep_1_NA,142615.0,3597.0,40385.0,0.2831749815938015,6198.0,0.04345966413070154,5.154165206263595,3.555940437818511,D2
GSM4917528_P1_untreated_TALL_071717_plate2_H2_rep_1_NA,8555.0,1616.0,1218.0,0.1423728813559322,549.0,0.0641729982466394,3.932220013877119,3.208441356438567,D2
GSM4917529_P1_untreated_TALL_071717_plate6_A10_rep_1_NA,140165.0,1008.0,91077.0,0.6497841829272643,1438.0,0.010259337209717119,5.146639581358811,3.0034605321095067,D2
GSM4917530_P1_untreated_TALL_071717_plate6_A11_rep_1_NA,594245.0,4142.0,224110.0,0.3771340103829229,11142.0,0.018749842236787856,5.773965536245325,3.617210094557434,D2
GSM4917531_P1_untreated_TALL_071717_plate6_A12_rep_1_NA,636813.0,3266.0,113285.0,0.1778936673717402,2876.0,0.004516239461191904,5.804011920575462,3.5140161804006493,D2
GSM4917532_P1_untreated_TALL_071717_plate6_A1_rep_1_NA,29.0,18.0,13.0,0.4482758620689655,0.0,0.0,1.462397997898956,1.255272505103306,D1
GSM4917533_P1_untreated_TALL_071717_plate6_A2_rep_1_NA,3762646.0,4100.0,1411317.0,0.3750863089432277,183034.0,0.048645022678189764,6.575493360632243,3.6127838567197355,D2
GSM4917534_P1_untreated_TALL_071717_plate6_A6_rep_1_NA,77298.0,2296.0,32077.0,0.4149783953013015,1363.0,0.017633056482703306,4.888168257175756,3.3609718837259357,D2
GSM4917535_P1_untreated_TALL_071717_plate6_A7_rep_1_NA,3645300.0,1843.0,933648.0,0.2561237758209201,316216.0,0.08674622116149562,6.561733275584914,3.2655253352190736,D2
GSM4917536_P1_untreated_TALL_071717_plate6_A9_rep_1_NA,2223595.0,2279.0,439946.0,0.19785347601519163,298088.0,0.13405678642018892,6.347055688808306,3.3577443251803754,D2
GSM4917537_P1_untreated_TALL_071717_plate6_B10_rep_1_NA,122843.0,1648.0,57095.0,0.46478024795877665,613.0,0.004990109326538753,5.08935041398673,3.216957207361097,D2
GSM4917538_P1_untreated_TALL_071717_plate6_B11_rep_1_NA,1955529.0,1065.0,1368769.0,0.6999481981601909,71921.0,0.036778283523281934,6.291264260813124,3.0273496077747564,D2
GSM4917539_P1_untreated_TALL_071717_plate6_B12_rep_1_NA,4721509.0,4809.0,1268736.0,0.26871409119415,233117.0,0.049373410068687784,6.674080821862191,3.6820547770738075,D2
GSM4917540_P1_untreated_TALL_071717_plate6_B1_rep_1_NA,251588.0,926.0,30613.0,0.12167909439241935,52273.0,0.20777223079002177,5.400689922710957,2.9666109866819346,D2
GSM4917541_P1_untreated_TALL_071717_plate6_B2_rep_1_NA,42.0,24.0,18.0,0.42857142857142855,0.0,0.0,1.6232492903979006,1.380211241711606,D1
GSM4917542_P1_untreated_TALL_071717_plate6_B4_rep_1_NA,49424.0,922.0,9057.0,0.18325105212042733,3619.0,0.07322353512463581,4.6939378909573755,2.9647309210536292,D2
GSM4917543_P1_untreated_TALL_071717_plate6_B7_rep_1_NA,2230304.0,1713.0,1770758.0,0.7939536493679785,7977.0,0.0035766424666771883,6.348364063283258,3.2337573629655103,D2
GSM4917544_P1_untreated_TALL_071717_plate6_B8_rep_1_NA,24219.0,879.0,5865.0,0.24216524216524216,98.0,0.004046409843511293,4.3841562072030795,2.9439888750737717,D2
GSM4917545_P1_untreated_TALL_071717_plate6_B9_rep_1_NA,273086.0,2980.0,69644.0,0.25502588928029996,3040.0,0.011132024343979552,5.436299436212251,3.4742162640762553,D2
GSM4917546_P1_untreated_TALL_071717_plate6_C10_rep_1_NA,1118586.0,4607.0,503928.0,0.45050447618690026,6363.0,0.005688431644951752,6.048669379482847,3.6634182122526795,D2
GSM4917547_P1_untreated_TALL_071717_plate6_C11_rep_1_NA,3063219.0,2052.0,851548.0,0.2779912242644094,142826.0,0.046626114554656393,6.486178047113974,3.3121773564397787,D2
GSM4917548_P1_untreated_TALL_071717_plate6_C12_rep_1_NA,40.0,28.0,12.0,0.3,1.0,0.025,1.6020599913279625,1.4471580313422192,D1
GSM4917549_P1_untreated_TALL_071717_plate6_C1_rep_1_NA,1014968.0,927.0,779157.0,0.7676665668277226,18468.0,0.018195647547508888,6.006452349990613,2.967079734144497,D2
GSM4917550_P1_untreated_TALL_071717_plate6_C2_rep_1_NA,856326.0,4168.0,165047.0,0.1927385131363523,36946.0,0.04314478364548081,5.932639130387668,3.619927710291468,D2
GSM4917551_P1_untreated_TALL_071717_plate6_C4_rep_1_NA,49.0,35.0,12.0,0.24489795918367346,0.0,0.0,1.6901960800285136,1.5440680443502757,D1
GSM4917552_P1_untreated_TALL_071717_plate6_C6_rep_1_NA,1780975.0,2817.0,385686.0,0.21655890734008057,62126.0,0.03488313985317031,6.250657823203698,3.4497868469857735,D2
GSM4917553_P1_untreated_TALL_071717_plate6_C9_rep_1_NA,6451910.0,2964.0,660029.0,0.10229978409494243,376772.0,0.058396970819493764,6.809688300630131,3.4718781993072905,D2
GSM4917554_P1_untreated_TALL_071717_plate6_D10_rep_1_NA,492623.0,3503.0,71990.0,0.146136091899891,5803.0,0.01177979915675882,5.692514684685175,3.5444401373176926,D2
GSM4917555_P1_untreated_TALL_071717_plate6_D12_rep_1_NA,749825.0,2577.0,84888.0,0.11321041576367818,55762.0,0.074366685559964,5.874959916188289,3.4111144185509046,D2
GSM4917556_P1_untreated_TALL_071717_plate6_D5_rep_1_NA,16.0,11.0,3.0,0.1875,0.0,0.0,1.2041199826559248,1.041392685158225,D1
