cell_id,treatment_state,total_counts,mito_counts,non_mito_counts,mito_fraction,antigen_presentation_score,ribosomal_translation_score,housekeeping_output_score,mitochondrial_encoded_score,immune_leaning_score
GSM4918542_P3_treated_10d_TALL_011118_plate2_D2_rep_1_NA,treated,1619620.0,62009.0,1557611.0,0.038286141193613316,0.2764367855126282,0.9371298325401286,0.6822764172262636,0.2529779327409338,-0.6745
GSM4918543_P3_treated_10d_TALL_011118_plate2_D3_rep_1_NA,treated,1199921.0,47844.0,1152077.0,0.03987262494780906,0.5498079330137675,0.7460023902143181,0.5763680429767495,-0.06712821358407484,-0.6745
GSM4918544_P3_treated_10d_TALL_011118_plate2_D4_rep_1_NA,treated,218472.0,10667.0,207805.0,0.048825478779889415,-2.0241886810475958,-1.0198384347058735,-1.179040216448589,-1.919558832362701,3.112621789855708
GSM4918545_P3_treated_10d_TALL_011118_plate2_D5_rep_1_NA,treated,836961.0,39710.0,797251.0,0.04744546042169229,0.23365802886601253,0.31911443614668433,0.4796896975739485,-0.2971374088578407,-0.6745
GSM4918546_P3_treated_10d_TALL_011118_plate2_D6_rep_1_NA,treated,284041.0,15384.0,268657.0,0.054161195038744406,-1.080381835095813,-0.0689287785381725,-0.31428745885503945,-1.4676037707420413,-0.6745
GSM4918547_P3_treated_10d_TALL_011118_plate2_D7_rep_1_NA,treated,1204394.0,47662.0,1156732.0,0.039573428628837407,0.4026593030688552,0.9968833503724406,0.6631413526049,-0.07330967520295502,6.230498118529262
GSM4918548_P3_treated_10d_TALL_011118_plate2_D8_rep_1_NA,treated,672711.0,23001.0,649710.0,0.034191502740404126,-0.1521732536136648,0.04923368606464608,-0.013796161777836992,-0.971157632631848,0.0
GSM4918549_P3_treated_10d_TALL_011118_plate2_D9_rep_1_NA,treated,415296.0,48744.0,366552.0,0.11737170596393898,0.32209681861318873,-0.9676769656297257,-0.5736107754362972,-0.04412461590045025,-0.6745
GSM4918552_P3_treated_10d_TALL_011118_plate2_E12_rep_1_NA,treated,1917089.0,42838.0,1874251.0,0.022345337123106962,0.21684509225752097,0.9544170520220557,1.1077415364049819,-0.20354718128875143,-0.6745
GSM4918553_P3_treated_10d_TALL_011118_plate2_E1_rep_1_NA,treated,1902269.0,94184.0,1808085.0,0.049511399281594766,1.0605437619382665,1.3149778336973135,1.128556426554571,0.7688201142356645,-0.6745
