gene_id,mean_d1,mean_d2,delta_mean_d1_minus_d2,detected_frac_d1,detected_frac_d2,delta_detected_frac_d1_minus_d2,u_statistic,p_value,q_value_bh,abs_delta_mean
ENSG00000137154,9.503231017770593,1299.7310924369688,-1290.2278614191982,0.08642972536348953,0.9457382953180835,-0.8593085699545939,223160.0,0.0,0.0,1290.2278614191982
ENSG00000096384,1.9709208400646214,1236.675390156058,-1234.7044693159935,0.04281098546042001,0.7973589435773976,-0.7545479581169775,560605.0,0.0,0.0,1234.7044693159935
ENSG00000204592,5.898222940226175,1210.3858343337317,-1204.4876113935056,0.10420032310177718,0.9469387755101603,-0.8427384524083831,200504.0,0.0,0.0,1204.4876113935056
ENSG00000122406,23.380452342487906,1207.295078031207,-1183.914625688719,0.12035541195476596,0.9483793517406524,-0.8280239397858864,236157.0,0.0,0.0,1183.914625688719
ENSG00000108298,15.021001615508885,1143.2004801920734,-1128.1794785765646,0.1066235864297255,0.942617046818684,-0.8359934603889585,263458.5,0.0,0.0,1128.1794785765646
ENSG00000087086,12.780290791599354,1138.9025210083978,-1126.1222302167985,0.11147011308562213,0.9114045618246885,-0.7999344487390664,355801.0,0.0,0.0,1126.1222302167985
ENSG00000089157,9.235864297253631,1119.4036014405785,-1110.167737143325,0.08562197092084009,0.9162064825929955,-0.8305845116721554,291470.0,0.0,0.0,1110.167737143325
ENSG00000149273,14.103392568659126,1096.7563025210047,-1082.6529099523457,0.12197092084006483,0.9575030012004356,-0.8355320803603707,218752.5,0.0,0.0,1082.6529099523457
ENSG00000117289,7.075928917609049,1013.6701080432154,-1006.5941791256063,0.06381260096930524,0.8698679471788331,-0.8060553462095279,387126.5,0.0,0.0,1006.5941791256063
ENSG00000142541,8.231017770597738,981.5899159663868,-973.358898195789,0.12197092084006483,0.9644657863144808,-0.842494865474416,171704.5,0.0,0.0,973.358898195789
ENSG00000074800,6.619547657512119,967.6103241296499,-960.9907764721378,0.03957996768982228,0.768787515005971,-0.7292075473161487,639462.5,0.0,0.0,960.9907764721378
ENSG00000083845,10.604200323101777,948.7318127250885,-938.1276124019868,0.067043618739903,0.8518607442976819,-0.7848171255577789,481796.0,0.0,0.0,938.1276124019868
ENSG00000167526,10.870759289176087,937.5913565426149,-926.7205972534388,0.12600969305331203,0.9656662665065575,-0.8396565734532455,212328.0,0.0,0.0,926.7205972534388
ENSG00000111348,4.6453957996768995,927.3351740696271,-922.6897782699502,0.05088852988691433,0.9092436974789504,-0.8583551675920361,276871.0,0.0,0.0,922.6897782699502
ENSG00000080824,4.52827140549273,926.0907563025179,-921.5624848970251,0.07835218093699514,0.8869147659063229,-0.8085625849693278,359431.5,0.0,0.0,921.5624848970251
ENSG00000112308,6.1793214862681785,925.2367346938752,-919.057413207607,0.053311793214862624,0.8314525810323772,-0.7781407878175146,490203.0,0.0,0.0,919.057413207607
ENSG00000173812,4.70113085621971,918.0405762304895,-913.3394453742698,0.07512116316639739,0.9459783913564989,-0.8708572281901015,192118.0,0.0,0.0,913.3394453742698
ENSG00000174748,4.894991922455569,916.2813925570196,-911.386400634564,0.08966074313408728,0.9358943577430542,-0.8462336146089668,239209.5,0.0,0.0,911.386400634564
