gene_id,mean_d1,mean_d2,delta_mean_d1_minus_d2,detected_frac_d1,detected_frac_d2,delta_detected_frac_d1_minus_d2,u_statistic,p_value,q_value_bh,abs_delta_mean
ENSG00000209082,0.19870759289176101,0.2067226890756309,-0.00801509618386989,0.044426494345718874,0.059063625450179805,-0.01463713110446093,2541889.5,0.05842810925654721,0.05854135958461464,0.00801509618386989
ENSG00000258012,0.6163166397415186,0.6252100840336121,-0.008893444292093489,0.0016155088852988692,0.05354141656662645,-0.05192590768132758,2444476.0,1.1067143605849005e-15,1.1722047112399532e-15,0.008893444292093489
ENSG00000183793,0.5735056542810986,0.5870348139255676,-0.013529159644468991,0.002423263327948304,0.12244897959183572,-0.12002571626388742,2268720.5,1.4589572534887839e-36,2.3354520731866162e-36,0.013529159644468991
ENSG00000259051,0.10581583198707593,0.12316926770708257,-0.017353435720006638,0.0016155088852988692,0.053301320528211085,-0.051685811642912215,2444952.0,1.2160043179710133e-15,1.2866964546908543e-15,0.017353435720006638
ENSG00000236229,0.345718901453958,0.3649459783913567,-0.01922707693739867,0.002423263327948304,0.08883553421368486,-0.08641227088573655,2355610.5,7.904923415219853e-26,1.0487149706897256e-25,0.01922707693739867
ENSG00000248930,0.10823909531502424,0.14957983193277333,-0.04134073661774909,0.002423263327948304,0.05234093637454963,-0.04991767304660133,2449683.5,7.938664882152949e-15,8.258844491391286e-15,0.04134073661774909
ENSG00000215003,0.026655896607431343,0.06938775510204051,-0.04273185849460917,0.0016155088852988692,0.05594237695078008,-0.05432686806548121,2438174.0,2.0263115967413023e-16,2.1911157865189397e-16,0.04273185849460917
ENSG00000270442,0.1308562197092084,0.17575030012004877,-0.044894080410840365,0.004846526655896607,0.0734693877551016,-0.068622861099205,2401909.5,1.4603976375579336e-19,1.7093305561236459e-19,0.044894080410840365
ENSG00000234851,0.06865912762520193,0.1142857142857137,-0.04562658666051177,0.002423263327948304,0.06938775510204043,-0.06696449177409212,2405872.0,7.138028669371044e-20,8.400395637399325e-20,0.04562658666051177
ENSG00000250728,0.18416801292407112,0.23409363745498277,-0.04992562453091165,0.014539579967689828,0.05426170468187254,-0.03972212471418271,2475552.5,3.275818104653495e-09,3.2921220442053904e-09,0.04992562453091165
ENSG00000249271,0.04361873990306947,0.09675870348139212,-0.05313996357832265,0.0032310177705977385,0.05426170468187254,-0.0510306869112748,2446757.0,6.394338010833485e-15,6.6640346866129944e-15,0.05313996357832265
ENSG00000213650,0.040387722132471736,0.09507803121248459,-0.05469030908001286,0.0016155088852988692,0.05378151260504181,-0.05216600371974294,2443857.5,9.382441731923022e-16,9.95478608387859e-16,0.05469030908001286
ENSG00000219773,0.02261712439418417,0.07755102040816299,-0.054933896013978814,0.0016155088852988692,0.054741896758703265,-0.053126387873404395,2441257.0,4.584600547326013e-16,4.91674629652233e-16,0.054933896013978814
ENSG00000236148,0.06462035541195477,0.12076830732292863,-0.05614795191097387,0.0032310177705977385,0.06602641056422534,-0.0627953927936276,2416429.0,2.089581404507752e-18,2.3837977127872247e-18,0.05614795191097387
ENSG00000249779,0.2867528271405493,0.34597839135654285,-0.059225564215993565,0.002423263327948304,0.06002400960384126,-0.057600746275892956,2429998.5,4.5301571919638783e-17,4.9955816530206676e-17,0.059225564215993565
ENSG00000226915,0.18093699515347336,0.24129651860744436,-0.060359523453971,0.002423263327948304,0.12004801920768209,-0.11762475587973378,2274988.5,8.752427354874433e-36,1.3812140518627708e-35,0.060359523453971
ENSG00000225573,0.5088852988691438,0.5695078031212463,-0.06062250425210247,0.004038772213247173,0.17959183673469534,-0.17555306452144817,2125569.0,6.527376292243652e-55,1.3972715558168747e-54,0.06062250425210247
ENSG00000237285,0.17528271405492732,0.23697478991596782,-0.0616920758610405,0.0032310177705977385,0.07394957983193233,-0.07071856206133459,2396229.0,9.573592378254505e-21,1.146506665778732e-20,0.0616920758610405
ENSG00000216938,0.0008077544426494346,0.06362545018007179,-0.06281769573742235,0.0008077544426494346,0.05306122448979572,-0.05225347004714629,2443403.0,4.2345240539198875e-16,4.545456794485149e-16,0.06281769573742235
ENSG00000213335,0.03311793214862682,0.0969987995198076,-0.06388086737118077,0.0008077544426494346,0.05426170468187254,-0.05345395023922311,2440436.5,2.003755161534711e-16,2.1672688276291486e-16,0.06388086737118077
ENSG00000270225,0.013731825525040391,0.07995198079231658,-0.06622015526727619,0.011308562197092087,0.05066026410564209,-0.03935170190855,2476622.0,1.1479092263119541e-09,1.1543405907423068e-09,0.06622015526727619
ENSG00000182888,0.0032310177705977385,0.07082833133253276,-0.06759731356193502,0.002423263327948304,0.055462184873949355,-0.05303892154600105,2441437.0,8.629673329773548e-16,9.173420123440287e-16,0.06759731356193502
ENSG00000244192,0.02988691437802908,0.09771908763505358,-0.0678321732570245,0.002423263327948304,0.059063625450179805,-0.0566403621222315,2432321.5,8.045547323041498e-17,8.79781757113431e-17,0.0678321732570245
ENSG00000225486,0.02988691437802908,0.09795918367346905,-0.06807226929543997,0.0016155088852988692,0.06026410564225662,-0.05864859675695775,2427018.0,1.053435916869056e-17,1.1803999266191634e-17,0.06807226929543997
ENSG00000234253,0.002423263327948304,0.07106842737094814,-0.06864516404299983,0.0016155088852988692,0.052581032412964995,-0.050965523527666125,2446815.0,1.974317900797709e-15,2.078881303023612e-15,0.06864516404299983
ENSG00000230916,0.9547657512116313,1.023769507803118,-0.06900375659148661,0.19386106623586488,0.20648259303721758,-0.0126215268013527,2537953.0,0.23567816813737608,0.23609836952242721,0.06900375659148661
ENSG00000244196,0.0008077544426494346,0.07154861944777893,-0.0707408650051295,0.0008077544426494346,0.05090036014405745,-0.05009260570140802,2448968.5,1.8402459846751942e-15,1.9394469792821347e-15,0.0707408650051295
ENSG00000172186,0.0,0.07515006002400933,-0.07515006002400933,0.0,0.05378151260504181,-0.05378151260504181,2439479.0,7.939999461699174e-17,8.686075767674463e-17,0.07515006002400933
ENSG00000214204,0.0,0.07515006002400934,-0.07515006002400934,0.0,0.06002400960384126,-0.06002400960384126,2423385.0,1.0985355879776111e-18,1.260107882428073e-18,0.07515006002400934
ENSG00000213184,0.038772213247172865,0.11452581032412941,-0.07575359707695654,0.0016155088852988692,0.05306122448979572,-0.05144571560449685,2445699.0,1.5258399465025903e-15,1.6112460883030703e-15,0.07575359707695654
ENSG00000224839,0.0016155088852988692,0.0787515006002398,-0.07713599171494094,0.0016155088852988692,0.057623049219687625,-0.056007540334388754,2433686.0,5.980331426134367e-17,6.565612354084991e-17,0.07713599171494094
ENSG00000228247,0.0,0.07851140456182444,-0.07851140456182444,0.0,0.05930372148859517,-0.05930372148859517,2425242.0,1.805240200352469e-18,2.062166451642985e-18,0.07851140456182444
ENSG00000187870,0.19466882067851377,0.27466986794717907,-0.0800010472686653,0.0032310177705977385,0.05138055222088818,-0.04814953445029044,2454292.5,4.751940495853688e-14,4.8822807304752114e-14,0.0800010472686653
ENSG00000248684,0.08966074313408724,0.16998799519807914,-0.0803272520639919,0.0016155088852988692,0.09339735894357676,-0.0917818500582779,2341799.5,9.116393955643984e-28,1.2561164206076043e-27,0.0803272520639919
ENSG00000231017,0.002423263327948304,0.08355342136854714,-0.08113015804059884,0.002423263327948304,0.05234093637454963,-0.04991767304660133,2449362.5,6.78772324179044e-15,7.071160616981689e-15,0.08113015804059884
ENSG00000188512,0.0,0.08211284513805496,-0.08211284513805496,0.0,0.05234093637454963,-0.05234093637454963,2443193.0,2.1212881278681853e-16,2.293433152885515e-16,0.08211284513805496
ENSG00000243904,0.0,0.08235294117647028,-0.08235294117647028,0.0,0.0571428571428569,-0.0571428571428569,2430813.0,7.96194492655866e-18,8.95571540481483e-18,0.08235294117647028
ENSG00000196796,0.006462035541195477,0.08883553421368519,-0.0823734986724897,0.002423263327948304,0.053301320528211085,-0.05087805720026278,2447100.0,3.9262916196955074e-15,4.105134838294906e-15,0.0823734986724897
ENSG00000243122,0.0,0.08307322929171647,-0.08307322929171647,0.0,0.05930372148859517,-0.05930372148859517,2425242.0,1.805253351964489e-18,2.062166451642985e-18,0.08307322929171647
ENSG00000237709,0.05492730210016155,0.13997599039615805,-0.08504868829599649,0.0016155088852988692,0.1094837935174061,-0.10786828463210724,2300216.5,6.739936894600256e-33,1.0127930754525477e-32,0.08504868829599649
ENSG00000229704,0.05411954765751212,0.14045618247298905,-0.08633663481547693,0.0016155088852988692,0.058343337334933715,-0.056727828449634844,2432057.0,4.111006796876142e-17,4.5395659947048094e-17,0.08633663481547693
ENSG00000224785,0.0,0.08715486194477769,-0.08715486194477769,0.0,0.054021608643457175,-0.054021608643457175,2438860.0,6.765219249309718e-17,7.416604034512172e-17,0.08715486194477769
ENSG00000241494,0.04119547657512116,0.12869147659063562,-0.08749600001551447,0.004846526655896607,0.07731092436974742,-0.07246439771385081,2391440.0,7.726722888464675e-21,9.273933304321445e-21,0.08749600001551447
ENSG00000182383,0.0016155088852988692,0.0900360144057619,-0.08842050552046303,0.0016155088852988692,0.06482593037214852,-0.06321042148684966,2415104.0,4.2102968208221396e-19,4.871925663993957e-19,0.08842050552046303
ENSG00000241458,0.0016155088852988692,0.09123649459783871,-0.08962098571253985,0.0016155088852988692,0.05306122448979572,-0.05144571560449685,2445456.0,1.3467926577382013e-15,1.4232236091218231e-15,0.08962098571253985
ENSG00000224971,0.02423263327948304,0.11524609843937539,-0.09101346515989235,0.0016155088852988692,0.056902761104441535,-0.055287252219142664,2435673.0,1.0481522739201288e-16,1.1430609144193944e-16,0.09101346515989235
ENSG00000237882,0.0032310177705977385,0.09459783913565394,-0.0913668213650562,0.002423263327948304,0.06746698679471752,-0.06504372346676922,2410481.0,2.2803553268925693e-19,2.6577409712691805e-19,0.0913668213650562
ENSG00000179766,0.4224555735056544,0.5147659063625446,-0.09231033285689022,0.0072697899838449105,0.06938775510204043,-0.06211796511819552,2418798.0,6.337009451643643e-17,6.948932808111226e-17,0.09231033285689022
ENSG00000251340,0.02019386106623587,0.11284513805522173,-0.09265127698898586,0.013731825525040393,0.05786314525810299,-0.0441313197330626,2464631.0,1.8131417687697293e-10,1.8251465242102518e-10,0.09265127698898586
ENSG00000231821,0.0791599353796446,0.17262905162064876,-0.09346911624100417,0.0016155088852988692,0.0715486194477787,-0.06993311056247983,2397957.5,4.325725706330819e-21,5.2219853622525155e-21,0.09346911624100417
ENSG00000213704,0.0008077544426494346,0.09459783913565399,-0.09379008469300455,0.0008077544426494346,0.056182472989195445,-0.05537471854654601,2435360.5,5.027937812718557e-17,5.53317213265451e-17,0.09379008469300455
ENSG00000243918,0.002423263327948304,0.09627851140456149,-0.09385524807661319,0.0008077544426494346,0.06146458583433344,-0.060656831391684006,2421859.5,1.4356700038614859e-18,1.6439095746856265e-18,0.09385524807661319
ENSG00000226790,0.0008077544426494346,0.09555822328931537,-0.09475046884666594,0.0008077544426494346,0.05810324129651835,-0.05729548685386892,2430382.5,1.3454097701907042e-17,1.5031322261757126e-17,0.09475046884666594
ENSG00000235264,0.011308562197092085,0.10612244897959136,-0.09481388678249927,0.002423263327948304,0.07058823529411724,-0.06816497196616894,2402628.5,2.8873757356741914e-20,3.4264055676875646e-20,0.09481388678249927
ENSG00000270188,0.02584814216478192,0.12124849939975937,-0.09540035723497746,0.021809369951534745,0.07058823529411724,-0.048778865342582495,2452407.5,1.8794497046586762e-10,1.8917461276816007e-10,0.09540035723497746
ENSG00000235651,0.13651050080775445,0.2319327731092437,-0.09542227230148925,0.0016155088852988692,0.056902761104441535,-0.055287252219142664,2435829.0,1.132159470750551e-16,1.2330100152123185e-16,0.09542227230148925
ENSG00000234488,0.3852988691437803,0.4813925570228086,-0.09609368787902828,0.005654281098546042,0.19207683073229495,-0.1864225496337489,2097933.5,3.429300720804634e-58,7.762629745131947e-58,0.09609368787902828
ENSG00000231206,0.0008077544426494346,0.09747899159663823,-0.09667123715398879,0.0008077544426494346,0.05162064825930354,-0.05081289381665411,2447113.0,1.1282319727949492e-15,1.194799785661651e-15,0.09667123715398879
ENSG00000259419,0.0,0.09699879951980754,-0.09699879951980754,0.0,0.06074429771908735,-0.06074429771908735,2421528.0,6.724170797306704e-19,7.752382836434519e-19,0.09699879951980754
ENSG00000227437,0.005654281098546043,0.10492196878751466,-0.09926768768896861,0.0008077544426494346,0.05522208883553399,-0.05441433439288456,2437957.0,1.0364536500227416e-16,1.130493798045568e-16,0.09926768768896861
ENSG00000229977,0.0032310177705977385,0.10252100840336081,-0.09928999063276307,0.0032310177705977385,0.07923169267707032,-0.07600067490647258,2382053.0,1.809232508355835e-22,2.247713103776433e-22,0.09928999063276307
ENSG00000234743,0.0,0.09963985594237662,-0.09963985594237662,0.0,0.06938775510204043,-0.06938775510204043,2399244.0,1.6838692757130044e-21,2.051342632922243e-21,0.09963985594237662
ENSG00000219391,0.0,0.10276110444177625,-0.10276110444177625,0.0,0.06794717887154825,-0.06794717887154825,2402958.0,4.579332257182822e-21,5.524009218666442e-21,0.10276110444177625
ENSG00000270665,0.0016155088852988692,0.10516206482593,-0.10354655594063114,0.0016155088852988692,0.061944777911164164,-0.060329269025865294,2422541.0,3.078560473263042e-18,3.495978646395281e-18,0.10354655594063114
ENSG00000187999,0.0016155088852988692,0.10540216086434546,-0.1037866519790466,0.0016155088852988692,0.05282112845138036,-0.05120561956608149,2446074.0,1.5850816112719018e-15,1.672983474556255e-15,0.1037866519790466
ENSG00000232267,0.0,0.10396158463385316,-0.10396158463385316,0.0,0.06650660264105607,-0.06650660264105607,2406672.0,1.252143071955161e-20,1.4962038759941328e-20,0.10396158463385316
ENSG00000249920,0.0032310177705977385,0.10756302521008351,-0.10433200743948577,0.002423263327948304,0.05930372148859517,-0.056880458160646866,2431535.0,6.282872241324072e-17,6.890737331293472e-17,0.10433200743948577
ENSG00000237211,0.0016155088852988692,0.10612244897959154,-0.10450694009429268,0.0008077544426494346,0.055462184873949355,-0.05465443043129992,2437284.5,8.601296533089324e-17,9.398372799282433e-17,0.10450694009429268
ENSG00000236285,0.0,0.10540216086434537,-0.10540216086434537,0.0,0.06314525810324098,-0.06314525810324098,2415338.0,1.2766486504164092e-19,1.495886345936282e-19,0.10540216086434537
ENSG00000258245,0.0008077544426494346,0.10660264105642221,-0.10579488661377277,0.0008077544426494346,0.05738295318127226,-0.05657519873862283,2432242.0,2.205053620028303e-17,2.4483123920977538e-17,0.10579488661377277
ENSG00000232083,0.008077544426494346,0.11428571428571378,-0.10620816985921944,0.002423263327948304,0.06242496998799489,-0.06000170666004659,2423617.0,7.93533826739469e-18,8.926564800621656e-18,0.10620816985921944
ENSG00000177776,0.011308562197092085,0.11908763505402119,-0.1077790728569291,0.0016155088852988692,0.05594237695078008,-0.05432686806548121,2438150.0,2.0165982490893083e-16,2.180794909872898e-16,0.1077790728569291
ENSG00000214807,0.0,0.10780312124849888,-0.10780312124849888,0.0,0.06986794717887115,-0.06986794717887115,2398006.0,1.1965219481364158e-21,1.462327703401447e-21,0.10780312124849888
