cell_id,H,S,M,R,phi,treatment_state,d2_subdomain,H_rank,M_rank,phi_rank,inv_R_rank,ripeness_proxy
GSM4917019_P1_untreated_PBMC_071717_plate5_E10_rep_1_NA,0.3254709261618553,0.239290632893589,0.61436874,-0.660919,0.9886628363691324,untreated,D2_1,0.00425531914893617,0.39696048632218844,0.02127659574468085,0.8115501519756839,0.30851063829787234
GSM4917021_P1_untreated_PBMC_071717_plate5_E12_rep_1_NA,1.737501356029322,0.0041800490690648,0.60705847,-0.7130858,1.9738135117518913,untreated,D2_1,0.5142857142857142,0.3884498480243161,0.41519756838905775,0.8468085106382979,0.5411854103343465
GSM4917022_P1_untreated_PBMC_071717_plate5_E1_rep_1_NA,1.2815718161157106,-0.4044371569537864,0.16587146,-0.89505416,1.6231546520165046,untreated,D2_1,0.2753799392097264,0.10577507598784194,0.2547112462006079,0.9282674772036474,0.3910334346504559
GSM4917024_P1_untreated_PBMC_071717_plate5_E3_rep_1_NA,0.7008306695051638,-0.2191372665917789,0.36871693,-0.8313914,1.1689091510425254,untreated,D2_1,0.0425531914893617,0.1884498480243161,0.07537993920972644,0.902127659574468,0.3021276595744681
GSM4917025_P1_untreated_PBMC_071717_plate5_E4_rep_1_NA,1.4327307985320936,-0.0589847815071711,0.7668664,-0.7076211,1.7734171652845894,untreated,D2_1,0.3586626139817629,0.5793313069908814,0.33191489361702126,0.841337386018237,0.5278115501519757
GSM4917026_P1_untreated_PBMC_071717_plate5_E5_rep_1_NA,0.5400108216805755,0.6215558307218496,0.5504049,-0.5990351,1.1574679015905707,untreated,D2_1,0.015805471124620062,0.33495440729483283,0.0729483282674772,0.7653495440729483,0.2972644376899696
GSM4917027_P1_untreated_PBMC_071717_plate5_E6_rep_1_NA,0.834671791615238,0.7912316691340888,0.46530733,-0.6441448,1.3979120103488905,untreated,D2_1,0.08814589665653495,0.26565349544072947,0.15379939209726443,0.7981762917933131,0.3264437689969605
GSM4917030_P1_untreated_PBMC_071717_plate5_E9_rep_1_NA,0.8270964104552209,0.0279561763667993,0.40260956,-0.81128496,1.2268446373158086,untreated,D2_1,0.08571428571428572,0.20911854103343466,0.09240121580547113,0.8924012158054712,0.3199088145896657
GSM4917031_P1_untreated_PBMC_071717_plate5_F10_rep_1_NA,1.6672205692283022,0.1603210725406036,0.4899192,-0.6107477,1.8488809719239485,untreated,D2_1,0.48206686930091186,0.2875379939209726,0.356838905775076,0.772644376899696,0.4747720364741641
GSM4917032_P1_untreated_PBMC_071717_plate5_F11_rep_1_NA,2.030114394851815,0.2160762319010819,0.5491902,-0.64809847,2.2112654514484467,untreated,D2_1,0.6370820668693009,0.3337386018237082,0.539209726443769,0.8006079027355624,0.577659574468085
GSM4917033_P1_untreated_PBMC_071717_plate5_F12_rep_1_NA,1.1298626375377658,-0.4933841022322036,0.1879613,-0.5360187,1.3574472177903103,untreated,D2_1,0.20425531914893616,0.11185410334346504,0.14164133738601822,0.7167173252279635,0.2936170212765957
GSM4917034_P1_untreated_PBMC_071717_plate5_F1_rep_1_NA,0.8897405523291764,-0.645831108931305,-0.16713843,-0.18945692,1.128080338912623,untreated,D2_1,0.11124620060790273,0.038905775075987845,0.060790273556231005,0.44680851063829785,0.16443768996960487
GSM4917035_P1_untreated_PBMC_071717_plate5_F2_rep_1_NA,0.682123829405081,0.4597818405576395,0.39561847,-0.6865341,1.142162555776004,untreated,D2_1,0.03829787234042553,0.20364741641337386,0.06808510638297872,0.8303951367781155,0.28510638297872337
GSM4917037_P1_untreated_PBMC_071717_plate5_F4_rep_1_NA,1.6813108291877814,-0.0038748401210399,0.48831075,-0.53321594,1.8301878990873355,untreated,D2_1,0.4887537993920973,0.28693009118541035,0.3519756838905775,0.7130699088145896,0.4601823708206687
GSM4917038_P1_untreated_PBMC_071717_plate5_F5_rep_1_NA,0.7101387461684413,0.2621457434627227,0.3118244,-0.52891207,0.9746793646386254,untreated,D2_1,0.04559270516717325,0.15623100303951368,0.0182370820668693,0.7094224924012158,0.23237082066869302
