cell_id,d2_subdomain,bcell_lymphoid_like_score,antigen_presentation_score,stress_immediate_early_score,malignant_output_core_score
GSM4916570_ND1_untreated_070218_plate1_F8_S60_rep1_NA,D2_1,-0.6745,3.1438033075743492,1.8646759302085956,2.508762603256665
GSM4916571_ND1_untreated_070218_plate1_F9_S68_rep1_NA,D2_1,0.30661815569169937,2.9040342538716124,2.2589511128991,2.1424093911926447
GSM4916572_ND1_untreated_070218_plate1_G10_S77_rep1_NA,D2_2,0.686234990502253,0.02319879396292692,0.6538383178520721,-0.18547837862054453
GSM4916573_ND1_untreated_070218_plate1_G11_S85_rep1_NA,D2_2,0.78637973868333,1.925614588140914,0.992708807442932,1.4498350218027967
GSM4916575_ND1_untreated_070218_plate1_G1_S7_rep1_NA,D2_2,1.1368830161706973,1.4243738353833737,-1.6653355375568608,1.2586461790767138
GSM4916576_ND1_untreated_070218_plate1_G2_S14_rep1_NA,D2_2,1.0540493637072372,0.489663264382087,1.4364908521731787,0.14876343764606242
GSM4916577_ND1_untreated_070218_plate1_G3_S22_rep1_NA,D2_2,0.7290899637991901,0.2250685695931028,0.32565986925975127,0.2550689673589457
GSM4916578_ND1_untreated_070218_plate1_G4_S29_rep1_NA,D2_2,0.023747482785454636,1.090561984387085,-1.4370391538401475,0.4057191478142005
GSM4916579_ND1_untreated_070218_plate1_G5_S37_rep1_NA,D2_2,-0.44429106090960147,1.1614665436544527,1.0683800104203909,0.82723482775684
GSM4916580_ND1_untreated_070218_plate1_G6_S45_rep1_NA,D2_2,0.9591265795191203,1.4759154741966118,0.927928855112282,0.805268783179115
GSM4916581_ND1_untreated_070218_plate1_G7_S53_rep1_NA,D2_1,-0.6745,1.554546738978146,1.456281896826184,1.2185626789025277
GSM4916582_ND1_untreated_070218_plate1_G8_S61_rep1_NA,D2_2,0.8729097089957849,2.6590868374369325,-0.6472634255899967,1.6854664994220347
GSM4916583_ND1_untreated_070218_plate1_G9_S69_rep1_NA,D2_1,0.6581182207091376,1.7267941147555699,0.9996387104013625,1.0456134341658512
GSM4916585_ND1_untreated_070218_plate1_H11_S86_rep1_NA,D2_2,-0.6745,-1.7251071687745692,-1.3034943303156221,-1.4674006436633902
GSM4916587_ND1_untreated_070218_plate1_H1_S8_rep1_NA,D2_1,-0.6745,1.9321817392891603,1.159158468419523,1.3200489551012013
GSM4916588_ND1_untreated_070218_plate1_H2_S15_rep1_NA,D2_2,0.9597290923379099,1.2749754533442235,1.4134879401999731,0.7638525313939917
GSM4916589_ND1_untreated_070218_plate1_H4_S30_rep1_NA,D2_2,-0.5292543307897482,0.10295833814213855,0.8552790360612188,0.49611756035998894
GSM4916590_ND1_untreated_070218_plate1_H5_S38_rep1_NA,D2_2,1.1480221058680053,1.5875888892346177,1.4448690590449351,1.0244403990106719
GSM4916591_ND1_untreated_070218_plate1_H6_S46_rep1_NA,D2_2,1.0000289563625573,1.4632766289062968,1.133183533925888,0.512516027737193
GSM4916592_ND1_untreated_070218_plate1_H7_S54_rep1_NA,D2_2,-0.6745,2.018933346972823,1.553982107515073,1.5454842394692956
GSM4916593_ND1_untreated_070218_plate1_H8_S62_rep1_NA,D2_2,-0.13702715676640145,0.07347396020761518,1.1862805471476858,-0.6223420352221698
GSM4916594_ND1_untreated_070218_plate1_H9_S70_rep1_NA,D2_1,-0.6745,2.39026214998914,1.6886990392539807,2.313991136422318
GSM4916595_ND2_untreated_080818_plate1_A10_S73_rep1_NA,D2_2,0.46134712673992667,-1.3079529623822719,0.05047155662367268,-1.246676898520047
GSM4916596_ND2_untreated_080818_plate1_A11_S81_rep1_NA,D2_2,0.9420736857189229,1.4530954843167678,0.7387181482704166,0.9565914454698806
GSM4916597_ND2_untreated_080818_plate1_A12_S89_rep1_NA,D2_2,0.9527377780881338,1.2196525589194684,0.595340891286673,0.6829528758386177
GSM4916598_ND2_untreated_080818_plate1_A1_S1_rep1_NA,D2_2,1.0621118562892273,1.8588529780559948,-0.47603617304291085,1.0703469945217388
GSM4916599_ND2_untreated_080818_plate1_A2_S9_rep1_NA,D2_2,0.48909606390935945,0.6257876938411635,-0.8205385317435558,0.37253925982966907
GSM4916600_ND2_untreated_080818_plate1_A3_S17_rep1_NA,D2_2,0.4631933519576568,-0.30835208331042485,0.3364092355512825,-0.989501209357846
GSM4916601_ND2_untreated_080818_plate1_A4_S25_rep1_NA,D2_2,0.545070480536759,-0.009642821376231113,-1.2087427701234341,-0.3047852486541353
